#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.481979E-05   0.114426E+06   0.114426E+06   0.152569E+06   0.152569E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.318824E+00
   0.491701E-05   0.114426E+06   0.114426E+06   0.152569E+06   0.152569E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.325255E+00
   0.501620E-05   0.114426E+06   0.114426E+06   0.152569E+06   0.152569E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.331817E+00
   0.511740E-05   0.114426E+06   0.114426E+06   0.152569E+06   0.152569E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.338510E+00
   0.522063E-05   0.114426E+06   0.114426E+06   0.152569E+06   0.152569E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.345339E+00
   0.532594E-05   0.114426E+06   0.114426E+06   0.152569E+06   0.152569E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.352306E+00
   0.543338E-05   0.114426E+06   0.114426E+06   0.152569E+06   0.152569E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.359413E+00
   0.554299E-05   0.114426E+06   0.114426E+06   0.152569E+06   0.152569E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.366663E+00
   0.565480E-05   0.114426E+06   0.114426E+06   0.152569E+06   0.152569E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.374060E+00
   0.576888E-05   0.114426E+06   0.114426E+06   0.152569E+06   0.152569E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.381605E+00
   0.588525E-05   0.114426E+06   0.114426E+06   0.152569E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.389303E+00
   0.600397E-05   0.114426E+06   0.114426E+06   0.152569E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.397157E+00
   0.612509E-05   0.114426E+06   0.114426E+06   0.152569E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.405168E+00
   0.624865E-05   0.114426E+06   0.114426E+06   0.152569E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.413342E+00
   0.637470E-05   0.114426E+06   0.114426E+06   0.152569E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.421680E+00
   0.650330E-05   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.430187E+00
   0.663449E-05   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.438865E+00
