#    L    TT             EE             TE          
   508   0.243530E+04   0.941683E+01  -0.697652E+02
   509   0.244419E+04   0.927246E+01  -0.689459E+02
   510   0.245294E+04   0.913092E+01  -0.681013E+02
   511   0.246154E+04   0.899231E+01  -0.672318E+02
   512   0.247000E+04   0.885671E+01  -0.663380E+02
   513   0.247829E+04   0.872423E+01  -0.654205E+02
   514   0.248642E+04   0.859496E+01  -0.644798E+02
   515   0.249439E+04   0.846897E+01  -0.635166E+02
   516   0.250219E+04   0.834637E+01  -0.625315E+02
   517   0.250982E+04   0.822721E+01  -0.615249E+02
   518   0.251726E+04   0.811161E+01  -0.604976E+02
   519   0.252452E+04   0.799963E+01  -0.594503E+02
   520   0.253159E+04   0.789135E+01  -0.583833E+02
   521   0.253846E+04   0.778686E+01  -0.572975E+02
   522   0.254514E+04   0.768623E+01  -0.561933E+02
   523   0.255161E+04   0.758954E+01  -0.550714E+02
   524   0.255788E+04   0.749684E+01  -0.539325E+02
   525   0.256393E+04   0.740821E+01  -0.527771E+02
   526   0.256979E+04   0.732369E+01  -0.516058E+02
   527   0.257544E+04   0.724336E+01  -0.504193E+02
   528   0.258088E+04   0.716727E+01  -0.492183E+02
   529   0.258610E+04   0.709549E+01  -0.480031E+02
   530   0.259111E+04   0.702805E+01  -0.467747E+02
   531   0.259591E+04   0.696503E+01  -0.455335E+02
   532   0.260049E+04   0.690647E+01  -0.442806E+02
   533   0.260485E+04   0.685241E+01  -0.430162E+02
   534   0.260898E+04   0.680290E+01  -0.417412E+02
   535   0.261289E+04   0.675800E+01  -0.404562E+02
   536   0.261657E+04   0.671775E+01  -0.391621E+02
   537   0.262003E+04   0.668218E+01  -0.378592E+02
   538   0.262325E+04   0.665134E+01  -0.365483E+02
   539   0.262626E+04   0.662525E+01  -0.352301E+02
   540   0.262902E+04   0.660394E+01  -0.339051E+02
   541   0.263156E+04   0.658745E+01  -0.325739E+02
   542   0.263387E+04   0.657582E+01  -0.312373E+02
   543   0.263594E+04   0.656906E+01  -0.298957E+02
   544   0.263779E+04   0.656721E+01  -0.285499E+02
   545   0.263940E+04   0.657026E+01  -0.272003E+02
   546   0.264078E+04   0.657824E+01  -0.258475E+02
   547   0.264193E+04   0.659117E+01  -0.244921E+02
   548   0.264284E+04   0.660899E+01  -0.231346E+02
   549   0.264351E+04   0.663188E+01  -0.217757E+02
   550   0.264395E+04   0.665964E+01  -0.204159E+02
   551   0.264417E+04   0.669245E+01  -0.190559E+02
   552   0.264414E+04   0.673022E+01  -0.176964E+02
   553   0.264388E+04   0.677297E+01  -0.163383E+02
   554   0.264340E+04   0.682076E+01  -0.149826E+02
   555   0.264269E+04   0.687356E+01  -0.136302E+02
   556   0.264175E+04   0.693141E+01  -0.122818E+02
   557   0.264059E+04   0.699427E+01  -0.109384E+02
   558   0.263921E+04   0.706221E+01  -0.960076E+01
   559   0.263761E+04   0.713517E+01  -0.826969E+01
   560   0.263578E+04   0.721322E+01  -0.694598E+01
   561   0.263374E+04   0.729624E+01  -0.563048E+01
   562   0.263147E+04   0.738436E+01  -0.432378E+01
   563   0.262899E+04   0.747747E+01  -0.302687E+01
   564   0.262630E+04   0.757560E+01  -0.174044E+01
   565   0.262339E+04   0.767875E+01  -0.465179E+00
   566   0.262027E+04   0.778694E+01   0.798235E+00
   567   0.261694E+04   0.790000E+01   0.204896E+01
   568   0.261340E+04   0.801805E+01   0.328640E+01
   569   0.260964E+04   0.814106E+01   0.450984E+01
   570   0.260568E+04   0.826892E+01   0.571862E+01
   571   0.260152E+04   0.840168E+01   0.691197E+01
   572   0.259716E+04   0.853923E+01   0.808943E+01
   573   0.259260E+04   0.868163E+01   0.925024E+01
   574   0.258784E+04   0.882883E+01   0.103939E+02
   575   0.258290E+04   0.898074E+01   0.115200E+02
   576   0.257776E+04   0.913739E+01   0.126277E+02
   577   0.257244E+04   0.929869E+01   0.137166E+02
   578   0.256694E+04   0.946461E+01   0.147860E+02
   579   0.256127E+04   0.963518E+01   0.158356E+02
   580   0.255542E+04   0.981024E+01   0.168646E+02
   581   0.254940E+04   0.998982E+01   0.178725E+02
   582   0.254321E+04   0.101738E+02   0.188588E+02
   583   0.253686E+04   0.103622E+02   0.198230E+02
   584   0.253034E+04   0.105550E+02   0.207645E+02
   585   0.252367E+04   0.107520E+02   0.216828E+02
   586   0.251684E+04   0.109534E+02   0.225774E+02
   587   0.250985E+04   0.111589E+02   0.234480E+02
   588   0.250273E+04   0.113685E+02   0.242940E+02
   589   0.249544E+04   0.115821E+02   0.251152E+02
   590   0.248803E+04   0.117998E+02   0.259111E+02
   591   0.248047E+04   0.120214E+02   0.266812E+02
   592   0.247277E+04   0.122470E+02   0.274252E+02
   593   0.246494E+04   0.124763E+02   0.281428E+02
   594   0.245698E+04   0.127094E+02   0.288336E+02
   595   0.244889E+04   0.129461E+02   0.294973E+02
   596   0.244068E+04   0.131865E+02   0.301337E+02
   597   0.243234E+04   0.134304E+02   0.307423E+02
   598   0.242389E+04   0.136777E+02   0.313229E+02
   599   0.241532E+04   0.139285E+02   0.318752E+02
   600   0.240664E+04   0.141825E+02   0.323990E+02
   601   0.239786E+04   0.144399E+02   0.328942E+02
   602   0.238896E+04   0.147003E+02   0.333604E+02
   603   0.237998E+04   0.149638E+02   0.337973E+02
   604   0.237090E+04   0.152302E+02   0.342045E+02
   605   0.236172E+04   0.154994E+02   0.345818E+02
   606   0.235247E+04   0.157713E+02   0.349289E+02
   607   0.234313E+04   0.160459E+02   0.352454E+02
   608   0.233373E+04   0.163229E+02   0.355312E+02
   609   0.232426E+04   0.166023E+02   0.357859E+02
   610   0.231472E+04   0.168839E+02   0.360095E+02
   611   0.230514E+04   0.171676E+02   0.362015E+02
   612   0.229549E+04   0.174533E+02   0.363617E+02
   613   0.228580E+04   0.177409E+02   0.364900E+02
   614   0.227607E+04   0.180302E+02   0.365863E+02
   615   0.226629E+04   0.183212E+02   0.366504E+02
   616   0.225650E+04   0.186138E+02   0.366825E+02
   617   0.224667E+04   0.189078E+02   0.366823E+02
   618   0.223683E+04   0.192033E+02   0.366498E+02
   619   0.222696E+04   0.194999E+02   0.365851E+02
   620   0.221708E+04   0.197978E+02   0.364880E+02
   621   0.220721E+04   0.200967E+02   0.363585E+02
   622   0.219734E+04   0.203965E+02   0.361966E+02
   623   0.218746E+04   0.206971E+02   0.360022E+02
   624   0.217759E+04   0.209985E+02   0.357754E+02
   625   0.216774E+04   0.213004E+02   0.355160E+02
   626   0.215790E+04   0.216028E+02   0.352241E+02
   627   0.214808E+04   0.219055E+02   0.348996E+02
   628   0.213830E+04   0.222084E+02   0.345426E+02
   629   0.212854E+04   0.225114E+02   0.341532E+02
   630   0.211881E+04   0.228145E+02   0.337316E+02
   631   0.210912E+04   0.231175E+02   0.332776E+02
   632   0.209947E+04   0.234202E+02   0.327916E+02
   633   0.208987E+04   0.237227E+02   0.322736E+02
   634   0.208032E+04   0.240247E+02   0.317236E+02
   635   0.207083E+04   0.243262E+02   0.311420E+02
   636   0.206139E+04   0.246270E+02   0.305288E+02
   637   0.205202E+04   0.249272E+02   0.298841E+02
   638   0.204271E+04   0.252265E+02   0.292083E+02
   639   0.203347E+04   0.255249E+02   0.285015E+02
   640   0.202430E+04   0.258223E+02   0.277639E+02
   641   0.201521E+04   0.261185E+02   0.269956E+02
   642   0.200619E+04   0.264135E+02   0.261969E+02
   643   0.199726E+04   0.267073E+02   0.253681E+02
   644   0.198841E+04   0.269996E+02   0.245094E+02
   645   0.197966E+04   0.272903E+02   0.236212E+02
   646   0.197099E+04   0.275794E+02   0.227037E+02
   647   0.196242E+04   0.278668E+02   0.217572E+02
   648   0.195395E+04   0.281522E+02   0.207819E+02
   649   0.194557E+04   0.284358E+02   0.197783E+02
   650   0.193730E+04   0.287174E+02   0.187465E+02
   651   0.192913E+04   0.289970E+02   0.176870E+02
   652   0.192107E+04   0.292744E+02   0.166004E+02
   653   0.191312E+04   0.295496E+02   0.154870E+02
   654   0.190529E+04   0.298225E+02   0.143473E+02
   655   0.189759E+04   0.300928E+02   0.131820E+02
   656   0.189001E+04   0.303606E+02   0.119915E+02
   657   0.188255E+04   0.306257E+02   0.107764E+02
   658   0.187524E+04   0.308879E+02   0.953740E+01
   659   0.186805E+04   0.311472E+02   0.827485E+01
   660   0.186101E+04   0.314033E+02   0.698940E+01
   661   0.185410E+04   0.316563E+02   0.568163E+01
   662   0.184734E+04   0.319058E+02   0.435206E+01
   663   0.184073E+04   0.321519E+02   0.300136E+01
   664   0.183427E+04   0.323944E+02   0.163012E+01
   665   0.182797E+04   0.326333E+02   0.238860E+00
   666   0.182181E+04   0.328684E+02  -0.117183E+01
   667   0.181582E+04   0.330996E+02  -0.260129E+01
   668   0.180999E+04   0.333269E+02  -0.404893E+01
   669   0.180432E+04   0.335500E+02  -0.551421E+01
   670   0.179882E+04   0.337691E+02  -0.699649E+01
   671   0.179349E+04   0.339839E+02  -0.849516E+01
   672   0.178833E+04   0.341943E+02  -0.100097E+02
   673   0.178334E+04   0.344003E+02  -0.115394E+02
   674   0.177852E+04   0.346019E+02  -0.130838E+02
   675   0.177388E+04   0.347988E+02  -0.146421E+02
   676   0.176943E+04   0.349911E+02  -0.162139E+02
   677   0.176515E+04   0.351786E+02  -0.177984E+02
   678   0.176104E+04   0.353613E+02  -0.193950E+02
   679   0.175713E+04   0.355390E+02  -0.210030E+02
   680   0.175340E+04   0.357118E+02  -0.226219E+02
   681   0.174985E+04   0.358794E+02  -0.242508E+02
   682   0.174648E+04   0.360418E+02  -0.258892E+02
   683   0.174330E+04   0.361989E+02  -0.275364E+02
   684   0.174031E+04   0.363507E+02  -0.291920E+02
   685   0.173751E+04   0.364972E+02  -0.308552E+02
   686   0.173489E+04   0.366384E+02  -0.325253E+02
   687   0.173247E+04   0.367742E+02  -0.342024E+02
   688   0.173024E+04   0.369046E+02  -0.358860E+02
   689   0.172820E+04   0.370296E+02  -0.375748E+02
   690   0.172636E+04   0.371492E+02  -0.392681E+02
   691   0.172471E+04   0.372633E+02  -0.409661E+02
   692   0.172325E+04   0.373719E+02  -0.426683E+02
   693   0.172199E+04   0.374749E+02  -0.443739E+02
   694   0.172091E+04   0.375725E+02  -0.460818E+02
   695   0.172004E+04   0.376644E+02  -0.477920E+02
   696   0.171935E+04   0.377505E+02  -0.495032E+02
   697   0.171886E+04   0.378310E+02  -0.512156E+02
   698   0.171856E+04   0.379058E+02  -0.529278E+02
   699   0.171845E+04   0.379748E+02  -0.546399E+02
   700   0.171854E+04   0.380382E+02  -0.563515E+02
   701   0.171881E+04   0.380957E+02  -0.580617E+02
   702   0.171927E+04   0.381475E+02  -0.597699E+02
   703   0.171992E+04   0.381935E+02  -0.614756E+02
   704   0.172076E+04   0.382337E+02  -0.631766E+02
   705   0.172178E+04   0.382681E+02  -0.648734E+02
   706   0.172300E+04   0.382967E+02  -0.665642E+02
   707   0.172439E+04   0.383195E+02  -0.682490E+02
   708   0.172596E+04   0.383364E+02  -0.699273E+02
   709   0.172772E+04   0.383476E+02  -0.715970E+02
   710   0.172966E+04   0.383530E+02  -0.732584E+02
   711   0.173177E+04   0.383525E+02  -0.749107E+02
   712   0.173406E+04   0.383462E+02  -0.765522E+02
   713   0.173652E+04   0.383340E+02  -0.781826E+02
   714   0.173915E+04   0.383160E+02  -0.798011E+02
   715   0.174196E+04   0.382922E+02  -0.814074E+02
   716   0.174493E+04   0.382625E+02  -0.830005E+02
   717   0.174806E+04   0.382269E+02  -0.845789E+02
   718   0.175136E+04   0.381854E+02  -0.861423E+02
   719   0.175481E+04   0.381381E+02  -0.876897E+02
   720   0.175843E+04   0.380850E+02  -0.892217E+02
   721   0.176220E+04   0.380262E+02  -0.907367E+02
   722   0.176613E+04   0.379617E+02  -0.922343E+02
   723   0.177021E+04   0.378916E+02  -0.937145E+02
   724   0.177445E+04   0.378159E+02  -0.951762E+02
   725   0.177884E+04   0.377347E+02  -0.966186E+02
   726   0.178338E+04   0.376479E+02  -0.980422E+02
   727   0.178807E+04   0.375557E+02  -0.994452E+02
   728   0.179291E+04   0.374580E+02  -0.100828E+03
   729   0.179788E+04   0.373550E+02  -0.102189E+03
   730   0.180300E+04   0.372464E+02  -0.103529E+03
   731   0.180826E+04   0.371326E+02  -0.104846E+03
   732   0.181365E+04   0.370134E+02  -0.106140E+03
   733   0.181917E+04   0.368890E+02  -0.107410E+03
   734   0.182483E+04   0.367592E+02  -0.108656E+03
   735   0.183060E+04   0.366243E+02  -0.109878E+03
   736   0.183650E+04   0.364844E+02  -0.111075E+03
   737   0.184252E+04   0.363393E+02  -0.112247E+03
   738   0.184867E+04   0.361892E+02  -0.113392E+03
   739   0.185493E+04   0.360341E+02  -0.114511E+03
   740   0.186130E+04   0.358741E+02  -0.115603E+03
   741   0.186777E+04   0.357094E+02  -0.116668E+03
   742   0.187436E+04   0.355399E+02  -0.117706E+03
   743   0.188105E+04   0.353657E+02  -0.118716E+03
   744   0.188783E+04   0.351869E+02  -0.119697E+03
   745   0.189471E+04   0.350035E+02  -0.120650E+03
   746   0.190169E+04   0.348157E+02  -0.121575E+03
   747   0.190875E+04   0.346235E+02  -0.122471E+03
   748   0.191590E+04   0.344269E+02  -0.123337E+03
   749   0.192314E+04   0.342259E+02  -0.124173E+03
   750   0.193047E+04   0.340208E+02  -0.124981E+03
   751   0.193787E+04   0.338115E+02  -0.125757E+03
   752   0.194533E+04   0.335980E+02  -0.126503E+03
   753   0.195288E+04   0.333806E+02  -0.127219E+03
   754   0.196049E+04   0.331594E+02  -0.127903E+03
   755   0.196816E+04   0.329344E+02  -0.128556E+03
   756   0.197588E+04   0.327059E+02  -0.129178E+03
   757   0.198368E+04   0.324740E+02  -0.129767E+03
   758   0.199152E+04   0.322387E+02  -0.130326E+03
   759   0.199941E+04   0.320003E+02  -0.130852E+03
   760   0.200735E+04   0.317588E+02  -0.131345E+03
   761   0.201533E+04   0.315145E+02  -0.131806E+03
   762   0.202335E+04   0.312672E+02  -0.132233E+03
   763   0.203140E+04   0.310173E+02  -0.132628E+03
   764   0.203947E+04   0.307647E+02  -0.132988E+03
   765   0.204757E+04   0.305096E+02  -0.133315E+03
   766   0.205568E+04   0.302522E+02  -0.133607E+03
   767   0.206379E+04   0.299924E+02  -0.133864E+03
   768   0.207192E+04   0.297305E+02  -0.134085E+03
   769   0.208003E+04   0.294666E+02  -0.134272E+03
   770   0.208815E+04   0.292008E+02  -0.134425E+03
   771   0.209626E+04   0.289332E+02  -0.134542E+03
   772   0.210434E+04   0.286641E+02  -0.134624E+03
   773   0.211242E+04   0.283934E+02  -0.134672E+03
   774   0.212046E+04   0.281214E+02  -0.134685E+03
   775   0.212848E+04   0.278482E+02  -0.134663E+03
   776   0.213647E+04   0.275738E+02  -0.134607E+03
   777   0.214444E+04   0.272984E+02  -0.134516E+03
   778   0.215238E+04   0.270222E+02  -0.134391E+03
   779   0.216029E+04   0.267451E+02  -0.134231E+03
   780   0.216815E+04   0.264674E+02  -0.134038E+03
   781   0.217599E+04   0.261890E+02  -0.133810E+03
   782   0.218379E+04   0.259102E+02  -0.133549E+03
   783   0.219154E+04   0.256309E+02  -0.133252E+03
   784   0.219924E+04   0.253514E+02  -0.132921E+03
   785   0.220689E+04   0.250717E+02  -0.132555E+03
   786   0.221447E+04   0.247918E+02  -0.132154E+03
   787   0.222198E+04   0.245119E+02  -0.131718E+03
   788   0.222943E+04   0.242321E+02  -0.131247E+03
   789   0.223679E+04   0.239525E+02  -0.130740E+03
   790   0.224408E+04   0.236732E+02  -0.130199E+03
   791   0.225128E+04   0.233944E+02  -0.129624E+03
   792   0.225841E+04   0.231163E+02  -0.129015E+03
   793   0.226544E+04   0.228389E+02  -0.128374E+03
   794   0.227239E+04   0.225624E+02  -0.127699E+03
   795   0.227925E+04   0.222869E+02  -0.126994E+03
   796   0.228602E+04   0.220125E+02  -0.126256E+03
   797   0.229270E+04   0.217391E+02  -0.125486E+03
   798   0.229928E+04   0.214669E+02  -0.124685E+03
   799   0.230578E+04   0.211960E+02  -0.123852E+03
   800   0.231218E+04   0.209263E+02  -0.122986E+03
   801   0.231848E+04   0.206579E+02  -0.122090E+03
   802   0.232469E+04   0.203908E+02  -0.121163E+03
   803   0.233080E+04   0.201254E+02  -0.120204E+03
   804   0.233680E+04   0.198617E+02  -0.119215E+03
   805   0.234268E+04   0.195999E+02  -0.118196E+03
   806   0.234843E+04   0.193403E+02  -0.117148E+03
   807   0.235405E+04   0.190829E+02  -0.116069E+03
   808   0.235954E+04   0.188279E+02  -0.114963E+03
   809   0.236489E+04   0.185756E+02  -0.113829E+03
   810   0.237009E+04   0.183260E+02  -0.112666E+03
   811   0.237514E+04   0.180792E+02  -0.111477E+03
   812   0.238007E+04   0.178353E+02  -0.110262E+03
   813   0.238485E+04   0.175944E+02  -0.109022E+03
   814   0.238949E+04   0.173566E+02  -0.107757E+03
   815   0.239401E+04   0.171219E+02  -0.106468E+03
   816   0.239839E+04   0.168906E+02  -0.105156E+03
   817   0.240263E+04   0.166627E+02  -0.103822E+03
   818   0.240672E+04   0.164383E+02  -0.102464E+03
   819   0.241066E+04   0.162176E+02  -0.101085E+03
   820   0.241443E+04   0.160006E+02  -0.996823E+02
   821   0.241804E+04   0.157875E+02  -0.982581E+02
   822   0.242146E+04   0.155785E+02  -0.968119E+02
   823   0.242471E+04   0.153736E+02  -0.953440E+02
   824   0.242778E+04   0.151728E+02  -0.938554E+02
   825   0.243067E+04   0.149764E+02  -0.923470E+02
   826   0.243339E+04   0.147844E+02  -0.908198E+02
   827   0.243594E+04   0.145968E+02  -0.892748E+02
   828   0.243831E+04   0.144137E+02  -0.877129E+02
   829   0.244053E+04   0.142351E+02  -0.861352E+02
   830   0.244259E+04   0.140613E+02  -0.845424E+02
   831   0.244449E+04   0.138921E+02  -0.829348E+02
   832   0.244621E+04   0.137278E+02  -0.813128E+02
   833   0.244776E+04   0.135684E+02  -0.796762E+02
   834   0.244913E+04   0.134140E+02  -0.780255E+02
   835   0.245030E+04   0.132646E+02  -0.763607E+02
   836   0.245128E+04   0.131204E+02  -0.746819E+02
   837   0.245206E+04   0.129815E+02  -0.729895E+02
   838   0.245265E+04   0.128478E+02  -0.712842E+02
   839   0.245303E+04   0.127194E+02  -0.695667E+02
   840   0.245323E+04   0.125963E+02  -0.678379E+02
   841   0.245324E+04   0.124786E+02  -0.660986E+02
   842   0.245307E+04   0.123661E+02  -0.643495E+02
   843   0.245271E+04   0.122590E+02  -0.625916E+02
   844   0.245219E+04   0.121572E+02  -0.608255E+02
   845   0.245148E+04   0.120609E+02  -0.590516E+02
   846   0.245059E+04   0.119701E+02  -0.572704E+02
   847   0.244951E+04   0.118848E+02  -0.554823E+02
   848   0.244824E+04   0.118052E+02  -0.536876E+02
   849   0.244678E+04   0.117313E+02  -0.518867E+02
   850   0.244511E+04   0.116633E+02  -0.500800E+02
   851   0.244324E+04   0.116011E+02  -0.482680E+02
   852   0.244117E+04   0.115447E+02  -0.464512E+02
   853   0.243891E+04   0.114941E+02  -0.446304E+02
   854   0.243645E+04   0.114493E+02  -0.428062E+02
   855   0.243380E+04   0.114102E+02  -0.409794E+02
   856   0.243097E+04   0.113769E+02  -0.391506E+02
   857   0.242796E+04   0.113492E+02  -0.373205E+02
   858   0.242478E+04   0.113273E+02  -0.354900E+02
   859   0.242142E+04   0.113110E+02  -0.336599E+02
   860   0.241787E+04   0.113005E+02  -0.318314E+02
   861   0.241416E+04   0.112959E+02  -0.300054E+02
   862   0.241027E+04   0.112971E+02  -0.281831E+02
   863   0.240620E+04   0.113043E+02  -0.263655E+02
   864   0.240196E+04   0.113174E+02  -0.245537E+02
   865   0.239754E+04   0.113366E+02  -0.227486E+02
   866   0.239295E+04   0.113618E+02  -0.209507E+02
   867   0.238818E+04   0.113931E+02  -0.191602E+02
   868   0.238323E+04   0.114302E+02  -0.173777E+02
   869   0.237811E+04   0.114733E+02  -0.156034E+02
   870   0.237281E+04   0.115225E+02  -0.138377E+02
   871   0.236733E+04   0.115775E+02  -0.120809E+02
   872   0.236169E+04   0.116383E+02  -0.103334E+02
   873   0.235586E+04   0.117050E+02  -0.859599E+01
   874   0.234987E+04   0.117774E+02  -0.686931E+01
   875   0.234372E+04   0.118557E+02  -0.515420E+01
   876   0.233740E+04   0.119397E+02  -0.345130E+01
   877   0.233092E+04   0.120293E+02  -0.176153E+01
   878   0.232430E+04   0.121245E+02  -0.854524E-01
   879   0.231752E+04   0.122253E+02   0.157608E+01
   880   0.231060E+04   0.123317E+02   0.322243E+01
   881   0.230352E+04   0.124436E+02   0.485291E+01
   882   0.229630E+04   0.125611E+02   0.646687E+01
   883   0.228893E+04   0.126841E+02   0.806353E+01
   884   0.228141E+04   0.128126E+02   0.964235E+01
   885   0.227374E+04   0.129468E+02   0.112025E+02
   886   0.226592E+04   0.130863E+02   0.127435E+02
   887   0.225795E+04   0.132314E+02   0.142650E+02
   888   0.224985E+04   0.133819E+02   0.157667E+02
   889   0.224159E+04   0.135377E+02   0.172485E+02
   890   0.223321E+04   0.136989E+02   0.187100E+02
   891   0.222468E+04   0.138654E+02   0.201511E+02
   892   0.221601E+04   0.140371E+02   0.215715E+02
   893   0.220721E+04   0.142140E+02   0.229709E+02
   894   0.219828E+04   0.143958E+02   0.243490E+02
   895   0.218921E+04   0.145828E+02   0.257055E+02
   896   0.218003E+04   0.147747E+02   0.270401E+02
   897   0.217071E+04   0.149715E+02   0.283525E+02
   898   0.216127E+04   0.151732E+02   0.296422E+02
   899   0.215171E+04   0.153795E+02   0.309091E+02
   900   0.214203E+04   0.155905E+02   0.321527E+02
   901   0.213223E+04   0.158061E+02   0.333728E+02
   902   0.212233E+04   0.160262E+02   0.345689E+02
   903   0.211232E+04   0.162507E+02   0.357403E+02
   904   0.210220E+04   0.164794E+02   0.368868E+02
   905   0.209199E+04   0.167123E+02   0.380079E+02
   906   0.208167E+04   0.169494E+02   0.391028E+02
   907   0.207128E+04   0.171903E+02   0.401713E+02
   908   0.206079E+04   0.174351E+02   0.412131E+02
   909   0.205022E+04   0.176837E+02   0.422276E+02
   910   0.203957E+04   0.179359E+02   0.432147E+02
   911   0.202884E+04   0.181917E+02   0.441740E+02
   912   0.201804E+04   0.184508E+02   0.451051E+02
   913   0.200717E+04   0.187134E+02   0.460079E+02
   914   0.199624E+04   0.189791E+02   0.468820E+02
   915   0.198524E+04   0.192480E+02   0.477270E+02
   916   0.197418E+04   0.195199E+02   0.485428E+02
   917   0.196306E+04   0.197946E+02   0.493289E+02
   918   0.195189E+04   0.200721E+02   0.500854E+02
   919   0.194067E+04   0.203522E+02   0.508117E+02
   920   0.192940E+04   0.206348E+02   0.515078E+02
   921   0.191808E+04   0.209198E+02   0.521732E+02
   922   0.190672E+04   0.212070E+02   0.528082E+02
   923   0.189533E+04   0.214965E+02   0.534124E+02
   924   0.188390E+04   0.217880E+02   0.539859E+02
   925   0.187244E+04   0.220814E+02   0.545286E+02
   926   0.186096E+04   0.223767E+02   0.550405E+02
   927   0.184945E+04   0.226737E+02   0.555215E+02
   928   0.183793E+04   0.229725E+02   0.559716E+02
   929   0.182639E+04   0.232727E+02   0.563908E+02
   930   0.181483E+04   0.235742E+02   0.567787E+02
   931   0.180326E+04   0.238771E+02   0.571355E+02
   932   0.179170E+04   0.241812E+02   0.574608E+02
   933   0.178012E+04   0.244864E+02   0.577547E+02
   934   0.176854E+04   0.247925E+02   0.580170E+02
   935   0.175697E+04   0.250994E+02   0.582477E+02
   936   0.174539E+04   0.254069E+02   0.584466E+02
   937   0.173383E+04   0.257151E+02   0.586138E+02
   938   0.172227E+04   0.260239E+02   0.587493E+02
   939   0.171072E+04   0.263331E+02   0.588532E+02
   940   0.169919E+04   0.266425E+02   0.589253E+02
   941   0.168767E+04   0.269521E+02   0.589656E+02
   942   0.167618E+04   0.272619E+02   0.589743E+02
   943   0.166470E+04   0.275716E+02   0.589513E+02
   944   0.165325E+04   0.278813E+02   0.588968E+02
   945   0.164183E+04   0.281908E+02   0.588107E+02
   946   0.163043E+04   0.285001E+02   0.586933E+02
   947   0.161907E+04   0.288090E+02   0.585447E+02
   948   0.160775E+04   0.291175E+02   0.583649E+02
   949   0.159645E+04   0.294256E+02   0.581539E+02
   950   0.158520E+04   0.297331E+02   0.579120E+02
   951   0.157399E+04   0.300399E+02   0.576391E+02
   952   0.156281E+04   0.303458E+02   0.573357E+02
   953   0.155169E+04   0.306508E+02   0.570018E+02
   954   0.154061E+04   0.309547E+02   0.566379E+02
   955   0.152959E+04   0.312572E+02   0.562442E+02
   956   0.151862E+04   0.315583E+02   0.558209E+02
   957   0.150772E+04   0.318578E+02   0.553685E+02
   958   0.149687E+04   0.321556E+02   0.548873E+02
   959   0.148609E+04   0.324516E+02   0.543780E+02
   960   0.147539E+04   0.327457E+02   0.538408E+02
   961   0.146475E+04   0.330377E+02   0.532762E+02
   962   0.145419E+04   0.333276E+02   0.526847E+02
   963   0.144371E+04   0.336153E+02   0.520667E+02
   964   0.143332E+04   0.339005E+02   0.514225E+02
   965   0.142300E+04   0.341833E+02   0.507524E+02
   966   0.141277E+04   0.344634E+02   0.500569E+02
   967   0.140264E+04   0.347408E+02   0.493363E+02
   968   0.139259E+04   0.350152E+02   0.485910E+02
   969   0.138264E+04   0.352866E+02   0.478212E+02
   970   0.137278E+04   0.355548E+02   0.470274E+02
   971   0.136302E+04   0.358199E+02   0.462099E+02
   972   0.135336E+04   0.360815E+02   0.453693E+02
   973   0.134381E+04   0.363396E+02   0.445059E+02
   974   0.133436E+04   0.365943E+02   0.436200E+02
   975   0.132502E+04   0.368452E+02   0.427123E+02
   976   0.131578E+04   0.370925E+02   0.417829E+02
   977   0.130666E+04   0.373358E+02   0.408326E+02
   978   0.129765E+04   0.375753E+02   0.398614E+02
   979   0.128875E+04   0.378108E+02   0.388699E+02
   980   0.127997E+04   0.380422E+02   0.378585E+02
   981   0.127131E+04   0.382695E+02   0.368275E+02
   982   0.126277E+04   0.384925E+02   0.357773E+02
   983   0.125434E+04   0.387114E+02   0.347083E+02
   984   0.124605E+04   0.389258E+02   0.336209E+02
   985   0.123787E+04   0.391357E+02   0.325154E+02
   986   0.122982E+04   0.393411E+02   0.313922E+02
   987   0.122190E+04   0.395419E+02   0.302515E+02
   988   0.121411E+04   0.397380E+02   0.290938E+02
   989   0.120644E+04   0.399293E+02   0.279192E+02
   990   0.119891E+04   0.401157E+02   0.267282E+02
   991   0.119151E+04   0.402971E+02   0.255211E+02
   992   0.118425E+04   0.404735E+02   0.242982E+02
   993   0.117711E+04   0.406448E+02   0.230601E+02
   994   0.117012E+04   0.408110E+02   0.218073E+02
   995   0.116326E+04   0.409721E+02   0.205400E+02
   996   0.115654E+04   0.411280E+02   0.192589E+02
   997   0.114995E+04   0.412786E+02   0.179642E+02
   998   0.114352E+04   0.414240E+02   0.166564E+02
   999   0.113721E+04   0.415640E+02   0.153362E+02
  1000   0.113106E+04   0.416986E+02   0.140039E+02
  1001   0.112504E+04   0.418278E+02   0.126602E+02
  1002   0.111916E+04   0.419514E+02   0.113057E+02
  1003   0.111342E+04   0.420694E+02   0.994155E+01
  1004   0.110783E+04   0.421817E+02   0.856844E+01
  1005   0.110236E+04   0.422882E+02   0.718720E+01
  1006   0.109704E+04   0.423890E+02   0.579844E+01
  1007   0.109186E+04   0.424842E+02   0.440260E+01
  1008   0.108682E+04   0.425738E+02   0.300006E+01
  1009   0.108193E+04   0.426578E+02   0.159141E+01
  1010   0.107716E+04   0.427366E+02   0.177099E+00
  1011   0.107255E+04   0.428099E+02  -0.124235E+01
  1012   0.106806E+04   0.428779E+02  -0.266657E+01
  1013   0.106372E+04   0.429404E+02  -0.409496E+01
  1014   0.105952E+04   0.429974E+02  -0.552677E+01
