#    L    TT             EE             TE          
  1015   0.105546E+04   0.430487E+02  -0.696149E+01
  1016   0.105154E+04   0.430942E+02  -0.839851E+01
  1017   0.104778E+04   0.431337E+02  -0.983725E+01
  1018   0.104415E+04   0.431671E+02  -0.112770E+02
  1019   0.104066E+04   0.431942E+02  -0.127173E+02
  1020   0.103732E+04   0.432151E+02  -0.141571E+02
  1021   0.103412E+04   0.432301E+02  -0.155956E+02
  1022   0.103106E+04   0.432389E+02  -0.170320E+02
  1023   0.102813E+04   0.432418E+02  -0.184654E+02
  1024   0.102535E+04   0.432388E+02  -0.198950E+02
  1025   0.102269E+04   0.432301E+02  -0.213198E+02
  1026   0.102017E+04   0.432157E+02  -0.227391E+02
  1027   0.101778E+04   0.431955E+02  -0.241529E+02
  1028   0.101552E+04   0.431697E+02  -0.255608E+02
  1029   0.101340E+04   0.431381E+02  -0.269629E+02
  1030   0.101140E+04   0.431006E+02  -0.283590E+02
  1031   0.100955E+04   0.430575E+02  -0.297491E+02
  1032   0.100782E+04   0.430085E+02  -0.311331E+02
  1033   0.100624E+04   0.429536E+02  -0.325108E+02
  1034   0.100479E+04   0.428930E+02  -0.338814E+02
  1035   0.100348E+04   0.428266E+02  -0.352443E+02
  1036   0.100229E+04   0.427546E+02  -0.365986E+02
  1037   0.100122E+04   0.426769E+02  -0.379435E+02
  1038   0.100029E+04   0.425937E+02  -0.392783E+02
  1039   0.999484E+03   0.425050E+02  -0.406022E+02
  1040   0.998794E+03   0.424107E+02  -0.419144E+02
  1041   0.998229E+03   0.423110E+02  -0.432147E+02
  1042   0.997785E+03   0.422057E+02  -0.445029E+02
  1043   0.997456E+03   0.420948E+02  -0.457784E+02
  1044   0.997256E+03   0.419783E+02  -0.470418E+02
  1045   0.997174E+03   0.418559E+02  -0.482922E+02
  1046   0.997211E+03   0.417279E+02  -0.495302E+02
  1047   0.997369E+03   0.415940E+02  -0.507548E+02
  1048   0.997648E+03   0.414543E+02  -0.519659E+02
  1049   0.998042E+03   0.413091E+02  -0.531626E+02
  1050   0.998555E+03   0.411585E+02  -0.543463E+02
  1051   0.999178E+03   0.410025E+02  -0.555160E+02
  1052   0.999914E+03   0.408413E+02  -0.566707E+02
  1053   0.100076E+04   0.406752E+02  -0.578099E+02
  1054   0.100172E+04   0.405043E+02  -0.589335E+02
  1055   0.100277E+04   0.403286E+02  -0.600417E+02
  1056   0.100393E+04   0.401483E+02  -0.611334E+02
  1057   0.100519E+04   0.399634E+02  -0.622076E+02
  1058   0.100655E+04   0.397740E+02  -0.632654E+02
  1059   0.100799E+04   0.395801E+02  -0.643050E+02
  1060   0.100953E+04   0.393818E+02  -0.653259E+02
  1061   0.101117E+04   0.391793E+02  -0.663294E+02
  1062   0.101289E+04   0.389726E+02  -0.673128E+02
  1063   0.101469E+04   0.387617E+02  -0.682781E+02
  1064   0.101658E+04   0.385469E+02  -0.692233E+02
  1065   0.101854E+04   0.383281E+02  -0.701482E+02
  1066   0.102059E+04   0.381053E+02  -0.710538E+02
  1067   0.102271E+04   0.378789E+02  -0.719384E+02
  1068   0.102491E+04   0.376487E+02  -0.728023E+02
  1069   0.102717E+04   0.374150E+02  -0.736451E+02
  1070   0.102950E+04   0.371779E+02  -0.744666E+02
  1071   0.103190E+04   0.369373E+02  -0.752663E+02
  1072   0.103436E+04   0.366934E+02  -0.760446E+02
  1073   0.103688E+04   0.364464E+02  -0.768005E+02
  1074   0.103946E+04   0.361964E+02  -0.775344E+02
  1075   0.104210E+04   0.359434E+02  -0.782458E+02
  1076   0.104480E+04   0.356876E+02  -0.789338E+02
  1077   0.104754E+04   0.354290E+02  -0.795993E+02
  1078   0.105034E+04   0.351677E+02  -0.802422E+02
  1079   0.105318E+04   0.349039E+02  -0.808612E+02
  1080   0.105607E+04   0.346375E+02  -0.814575E+02
  1081   0.105901E+04   0.343688E+02  -0.820293E+02
  1082   0.106198E+04   0.340978E+02  -0.825777E+02
  1083   0.106499E+04   0.338245E+02  -0.831024E+02
  1084   0.106805E+04   0.335491E+02  -0.836029E+02
  1085   0.107113E+04   0.332717E+02  -0.840797E+02
  1086   0.107425E+04   0.329923E+02  -0.845310E+02
  1087   0.107740E+04   0.327110E+02  -0.849586E+02
  1088   0.108058E+04   0.324279E+02  -0.853615E+02
  1089   0.108378E+04   0.321431E+02  -0.857392E+02
  1090   0.108701E+04   0.318566E+02  -0.860922E+02
  1091   0.109027E+04   0.315685E+02  -0.864208E+02
  1092   0.109354E+04   0.312790E+02  -0.867240E+02
  1093   0.109683E+04   0.309881E+02  -0.870029E+02
  1094   0.110015E+04   0.306959E+02  -0.872563E+02
  1095   0.110348E+04   0.304026E+02  -0.874855E+02
  1096   0.110682E+04   0.301081E+02  -0.876894E+02
  1097   0.111018E+04   0.298126E+02  -0.878682E+02
  1098   0.111355E+04   0.295161E+02  -0.880225E+02
  1099   0.111693E+04   0.292188E+02  -0.881518E+02
  1100   0.112032E+04   0.289206E+02  -0.882566E+02
  1101   0.112372E+04   0.286215E+02  -0.883358E+02
  1102   0.112712E+04   0.283219E+02  -0.883906E+02
  1103   0.113052E+04   0.280218E+02  -0.884200E+02
  1104   0.113392E+04   0.277213E+02  -0.884252E+02
  1105   0.113732E+04   0.274206E+02  -0.884062E+02
  1106   0.114071E+04   0.271197E+02  -0.883629E+02
  1107   0.114410E+04   0.268189E+02  -0.882957E+02
  1108   0.114747E+04   0.265183E+02  -0.882047E+02
  1109   0.115083E+04   0.262180E+02  -0.880901E+02
  1110   0.115417E+04   0.259181E+02  -0.879521E+02
  1111   0.115749E+04   0.256189E+02  -0.877911E+02
  1112   0.116079E+04   0.253203E+02  -0.876069E+02
  1113   0.116408E+04   0.250225E+02  -0.874002E+02
  1114   0.116733E+04   0.247258E+02  -0.871708E+02
  1115   0.117056E+04   0.244300E+02  -0.869192E+02
  1116   0.117376E+04   0.241355E+02  -0.866456E+02
  1117   0.117693E+04   0.238422E+02  -0.863500E+02
  1118   0.118007E+04   0.235504E+02  -0.860328E+02
  1119   0.118317E+04   0.232601E+02  -0.856943E+02
  1120   0.118622E+04   0.229713E+02  -0.853345E+02
  1121   0.118925E+04   0.226844E+02  -0.849537E+02
  1122   0.119222E+04   0.223993E+02  -0.845522E+02
  1123   0.119515E+04   0.221161E+02  -0.841301E+02
  1124   0.119805E+04   0.218351E+02  -0.836878E+02
  1125   0.120089E+04   0.215561E+02  -0.832253E+02
  1126   0.120367E+04   0.212794E+02  -0.827432E+02
  1127   0.120641E+04   0.210050E+02  -0.822415E+02
  1128   0.120909E+04   0.207332E+02  -0.817208E+02
  1129   0.121172E+04   0.204639E+02  -0.811812E+02
  1130   0.121430E+04   0.201971E+02  -0.806229E+02
  1131   0.121682E+04   0.199331E+02  -0.800464E+02
  1132   0.121928E+04   0.196720E+02  -0.794518E+02
  1133   0.122168E+04   0.194137E+02  -0.788394E+02
  1134   0.122402E+04   0.191584E+02  -0.782094E+02
  1135   0.122630E+04   0.189061E+02  -0.775621E+02
  1136   0.122852E+04   0.186569E+02  -0.768976E+02
  1137   0.123066E+04   0.184110E+02  -0.762162E+02
  1138   0.123274E+04   0.181683E+02  -0.755182E+02
  1139   0.123476E+04   0.179288E+02  -0.748038E+02
  1140   0.123670E+04   0.176928E+02  -0.740732E+02
  1141   0.123857E+04   0.174602E+02  -0.733268E+02
  1142   0.124037E+04   0.172311E+02  -0.725648E+02
  1143   0.124210E+04   0.170056E+02  -0.717874E+02
  1144   0.124375E+04   0.167838E+02  -0.709950E+02
  1145   0.124533E+04   0.165656E+02  -0.701878E+02
  1146   0.124683E+04   0.163512E+02  -0.693660E+02
  1147   0.124826E+04   0.161405E+02  -0.685298E+02
  1148   0.124960E+04   0.159337E+02  -0.676795E+02
  1149   0.125087E+04   0.157308E+02  -0.668153E+02
  1150   0.125206E+04   0.155317E+02  -0.659374E+02
  1151   0.125317E+04   0.153366E+02  -0.650461E+02
  1152   0.125419E+04   0.151455E+02  -0.641420E+02
  1153   0.125514E+04   0.149586E+02  -0.632256E+02
  1154   0.125600E+04   0.147758E+02  -0.622973E+02
  1155   0.125678E+04   0.145970E+02  -0.613578E+02
  1156   0.125748E+04   0.144227E+02  -0.604078E+02
  1157   0.125809E+04   0.142525E+02  -0.594475E+02
  1158   0.125863E+04   0.140868E+02  -0.584777E+02
  1159   0.125908E+04   0.139255E+02  -0.574990E+02
  1160   0.125944E+04   0.137686E+02  -0.565117E+02
  1161   0.125972E+04   0.136162E+02  -0.555165E+02
  1162   0.125992E+04   0.134683E+02  -0.545137E+02
  1163   0.126003E+04   0.133250E+02  -0.535039E+02
  1164   0.126006E+04   0.131864E+02  -0.524877E+02
  1165   0.126001E+04   0.130524E+02  -0.514655E+02
  1166   0.125986E+04   0.129231E+02  -0.504377E+02
  1167   0.125963E+04   0.127985E+02  -0.494050E+02
  1168   0.125931E+04   0.126786E+02  -0.483677E+02
  1169   0.125891E+04   0.125636E+02  -0.473264E+02
  1170   0.125842E+04   0.124532E+02  -0.462814E+02
  1171   0.125784E+04   0.123478E+02  -0.452334E+02
  1172   0.125718E+04   0.122472E+02  -0.441827E+02
  1173   0.125643E+04   0.121515E+02  -0.431298E+02
  1174   0.125560E+04   0.120607E+02  -0.420752E+02
  1175   0.125468E+04   0.119749E+02  -0.410193E+02
  1176   0.125367E+04   0.118939E+02  -0.399625E+02
  1177   0.125258E+04   0.118178E+02  -0.389052E+02
  1178   0.125139E+04   0.117468E+02  -0.378479E+02
  1179   0.125013E+04   0.116808E+02  -0.367909E+02
  1180   0.124878E+04   0.116197E+02  -0.357347E+02
  1181   0.124734E+04   0.115635E+02  -0.346797E+02
  1182   0.124581E+04   0.115124E+02  -0.336262E+02
  1183   0.124420E+04   0.114663E+02  -0.325747E+02
  1184   0.124251E+04   0.114253E+02  -0.315255E+02
  1185   0.124072E+04   0.113891E+02  -0.304790E+02
  1186   0.123885E+04   0.113580E+02  -0.294357E+02
  1187   0.123690E+04   0.113319E+02  -0.283958E+02
  1188   0.123486E+04   0.113108E+02  -0.273597E+02
  1189   0.123274E+04   0.112947E+02  -0.263277E+02
  1190   0.123052E+04   0.112836E+02  -0.253002E+02
  1191   0.122823E+04   0.112775E+02  -0.242774E+02
  1192   0.122585E+04   0.112763E+02  -0.232597E+02
  1193   0.122339E+04   0.112802E+02  -0.222474E+02
  1194   0.122085E+04   0.112890E+02  -0.212407E+02
  1195   0.121823E+04   0.113027E+02  -0.202400E+02
  1196   0.121552E+04   0.113214E+02  -0.192455E+02
  1197   0.121273E+04   0.113450E+02  -0.182575E+02
  1198   0.120986E+04   0.113735E+02  -0.172762E+02
  1199   0.120692E+04   0.114069E+02  -0.163019E+02
  1200   0.120388E+04   0.114452E+02  -0.153349E+02
  1201   0.120077E+04   0.114884E+02  -0.143755E+02
  1202   0.119758E+04   0.115363E+02  -0.134240E+02
  1203   0.119431E+04   0.115890E+02  -0.124808E+02
  1204   0.119097E+04   0.116464E+02  -0.115463E+02
  1205   0.118755E+04   0.117083E+02  -0.106210E+02
  1206   0.118406E+04   0.117749E+02  -0.970518E+01
  1207   0.118050E+04   0.118458E+02  -0.879923E+01
  1208   0.117687E+04   0.119212E+02  -0.790363E+01
  1209   0.117318E+04   0.120009E+02  -0.701862E+01
  1210   0.116941E+04   0.120850E+02  -0.614466E+01
  1211   0.116558E+04   0.121731E+02  -0.528192E+01
  1212   0.116169E+04   0.122655E+02  -0.443080E+01
  1213   0.115774E+04   0.123619E+02  -0.359169E+01
  1214   0.115372E+04   0.124624E+02  -0.276490E+01
  1215   0.114966E+04   0.125667E+02  -0.195068E+01
  1216   0.114553E+04   0.126749E+02  -0.114943E+01
  1217   0.114135E+04   0.127869E+02  -0.361376E+00
  1218   0.113711E+04   0.129026E+02   0.413152E+00
  1219   0.113283E+04   0.130219E+02   0.117376E+01
  1220   0.112849E+04   0.131448E+02   0.192037E+01
  1221   0.112410E+04   0.132712E+02   0.265242E+01
  1222   0.111966E+04   0.134010E+02   0.336982E+01
  1223   0.111518E+04   0.135341E+02   0.407234E+01
  1224   0.111065E+04   0.136705E+02   0.475964E+01
  1225   0.110608E+04   0.138102E+02   0.543172E+01
  1226   0.110147E+04   0.139530E+02   0.608825E+01
  1227   0.109682E+04   0.140988E+02   0.672899E+01
  1228   0.109213E+04   0.142477E+02   0.735392E+01
  1229   0.108740E+04   0.143996E+02   0.796272E+01
  1230   0.108264E+04   0.145544E+02   0.855522E+01
  1231   0.107784E+04   0.147119E+02   0.913117E+01
  1232   0.107301E+04   0.148723E+02   0.969057E+01
  1233   0.106816E+04   0.150353E+02   0.102330E+02
  1234   0.106326E+04   0.152009E+02   0.107585E+02
  1235   0.105834E+04   0.153691E+02   0.112666E+02
  1236   0.105339E+04   0.155398E+02   0.117574E+02
  1237   0.104841E+04   0.157127E+02   0.122306E+02
  1238   0.104341E+04   0.158881E+02   0.126862E+02
  1239   0.103838E+04   0.160658E+02   0.131240E+02
  1240   0.103333E+04   0.162456E+02   0.135438E+02
  1241   0.102825E+04   0.164276E+02   0.139456E+02
  1242   0.102316E+04   0.166117E+02   0.143293E+02
  1243   0.101805E+04   0.167978E+02   0.146947E+02
  1244   0.101291E+04   0.169859E+02   0.150417E+02
  1245   0.100776E+04   0.171758E+02   0.153703E+02
  1246   0.100259E+04   0.173676E+02   0.156803E+02
  1247   0.997407E+03   0.175612E+02   0.159717E+02
  1248   0.992210E+03   0.177565E+02   0.162443E+02
  1249   0.986994E+03   0.179534E+02   0.164981E+02
  1250   0.981772E+03   0.181519E+02   0.167330E+02
  1251   0.976530E+03   0.183520E+02   0.169490E+02
  1252   0.971277E+03   0.185535E+02   0.171461E+02
  1253   0.966021E+03   0.187563E+02   0.173245E+02
  1254   0.960756E+03   0.189604E+02   0.174842E+02
  1255   0.955489E+03   0.191656E+02   0.176253E+02
  1256   0.950222E+03   0.193717E+02   0.177479E+02
  1257   0.944957E+03   0.195787E+02   0.178522E+02
  1258   0.939693E+03   0.197866E+02   0.179380E+02
  1259   0.934424E+03   0.199950E+02   0.180057E+02
  1260   0.929174E+03   0.202040E+02   0.180552E+02
  1261   0.923922E+03   0.204135E+02   0.180866E+02
  1262   0.918683E+03   0.206232E+02   0.181000E+02
  1263   0.913459E+03   0.208331E+02   0.180955E+02
  1264   0.908242E+03   0.210432E+02   0.180733E+02
  1265   0.903042E+03   0.212532E+02   0.180333E+02
  1266   0.897852E+03   0.214631E+02   0.179758E+02
  1267   0.892687E+03   0.216728E+02   0.179008E+02
  1268   0.887542E+03   0.218822E+02   0.178086E+02
  1269   0.882418E+03   0.220912E+02   0.176991E+02
  1270   0.877314E+03   0.222997E+02   0.175726E+02
  1271   0.872233E+03   0.225076E+02   0.174292E+02
  1272   0.867183E+03   0.227148E+02   0.172690E+02
  1273   0.862157E+03   0.229212E+02   0.170921E+02
  1274   0.857156E+03   0.231267E+02   0.168987E+02
  1275   0.852188E+03   0.233314E+02   0.166890E+02
  1276   0.847252E+03   0.235349E+02   0.164630E+02
  1277   0.842349E+03   0.237374E+02   0.162208E+02
  1278   0.837479E+03   0.239387E+02   0.159627E+02
  1279   0.832644E+03   0.241386E+02   0.156888E+02
  1280   0.827846E+03   0.243372E+02   0.153991E+02
  1281   0.823086E+03   0.245343E+02   0.150939E+02
  1282   0.818364E+03   0.247298E+02   0.147733E+02
  1283   0.813682E+03   0.249237E+02   0.144373E+02
  1284   0.809040E+03   0.251159E+02   0.140863E+02
  1285   0.804441E+03   0.253062E+02   0.137203E+02
  1286   0.799884E+03   0.254947E+02   0.133394E+02
  1287   0.795372E+03   0.256813E+02   0.129438E+02
  1288   0.790904E+03   0.258658E+02   0.125337E+02
  1289   0.786482E+03   0.260483E+02   0.121093E+02
  1290   0.782108E+03   0.262288E+02   0.116706E+02
  1291   0.777782E+03   0.264071E+02   0.112179E+02
  1292   0.773504E+03   0.265832E+02   0.107513E+02
  1293   0.769276E+03   0.267571E+02   0.102709E+02
  1294   0.765099E+03   0.269287E+02   0.977684E+01
  1295   0.760973E+03   0.270979E+02   0.926932E+01
  1296   0.756899E+03   0.272647E+02   0.874843E+01
  1297   0.752877E+03   0.274290E+02   0.821432E+01
  1298   0.748909E+03   0.275908E+02   0.766715E+01
  1299   0.744995E+03   0.277499E+02   0.710698E+01
  1300   0.741135E+03   0.279064E+02   0.653404E+01
  1301   0.737330E+03   0.280602E+02   0.594838E+01
  1302   0.733582E+03   0.282114E+02   0.535053E+01
  1303   0.729889E+03   0.283597E+02   0.474071E+01
  1304   0.726254E+03   0.285051E+02   0.411950E+01
  1305   0.722677E+03   0.286477E+02   0.348719E+01
  1306   0.719159E+03   0.287873E+02   0.284428E+01
  1307   0.715699E+03   0.289238E+02   0.219113E+01
  1308   0.712300E+03   0.290573E+02   0.152811E+01
  1309   0.708961E+03   0.291876E+02   0.855656E+00
  1310   0.705682E+03   0.293146E+02   0.174269E+00
  1311   0.702465E+03   0.294384E+02  -0.515835E+00
  1312   0.699310E+03   0.295588E+02  -0.121415E+01
  1313   0.696216E+03   0.296758E+02  -0.192023E+01
  1314   0.693185E+03   0.297894E+02  -0.263388E+01
  1315   0.690217E+03   0.298995E+02  -0.335451E+01
  1316   0.687313E+03   0.300061E+02  -0.408190E+01
  1317   0.684472E+03   0.301092E+02  -0.481570E+01
  1318   0.681695E+03   0.302087E+02  -0.555546E+01
  1319   0.678983E+03   0.303047E+02  -0.630084E+01
  1320   0.676335E+03   0.303970E+02  -0.705154E+01
  1321   0.673752E+03   0.304857E+02  -0.780713E+01
  1322   0.671236E+03   0.305708E+02  -0.856732E+01
  1323   0.668784E+03   0.306521E+02  -0.933175E+01
  1324   0.666399E+03   0.307297E+02  -0.101001E+02
  1325   0.664079E+03   0.308034E+02  -0.108719E+02
  1326   0.661825E+03   0.308733E+02  -0.116470E+02
  1327   0.659637E+03   0.309393E+02  -0.124250E+02
  1328   0.657516E+03   0.310014E+02  -0.132055E+02
  1329   0.655461E+03   0.310597E+02  -0.139883E+02
  1330   0.653473E+03   0.311140E+02  -0.147730E+02
  1331   0.651552E+03   0.311643E+02  -0.155595E+02
  1332   0.649696E+03   0.312106E+02  -0.163472E+02
  1333   0.647908E+03   0.312529E+02  -0.171361E+02
  1334   0.646187E+03   0.312913E+02  -0.179257E+02
  1335   0.644532E+03   0.313256E+02  -0.187157E+02
  1336   0.642944E+03   0.313558E+02  -0.195060E+02
  1337   0.641423E+03   0.313820E+02  -0.202963E+02
  1338   0.639969E+03   0.314041E+02  -0.210863E+02
  1339   0.638582E+03   0.314221E+02  -0.218756E+02
  1340   0.637260E+03   0.314361E+02  -0.226642E+02
  1341   0.636007E+03   0.314458E+02  -0.234517E+02
  1342   0.634819E+03   0.314515E+02  -0.242378E+02
  1343   0.633698E+03   0.314530E+02  -0.250224E+02
  1344   0.632643E+03   0.314504E+02  -0.258051E+02
  1345   0.631655E+03   0.314435E+02  -0.265858E+02
  1346   0.630732E+03   0.314325E+02  -0.273643E+02
  1347   0.629875E+03   0.314173E+02  -0.281402E+02
  1348   0.629084E+03   0.313978E+02  -0.289134E+02
  1349   0.628359E+03   0.313741E+02  -0.296836E+02
  1350   0.627699E+03   0.313463E+02  -0.304508E+02
  1351   0.627105E+03   0.313142E+02  -0.312148E+02
  1352   0.626575E+03   0.312781E+02  -0.319752E+02
  1353   0.626111E+03   0.312377E+02  -0.327318E+02
  1354   0.625704E+03   0.311935E+02  -0.334841E+02
  1355   0.625364E+03   0.311452E+02  -0.342318E+02
  1356   0.625085E+03   0.310930E+02  -0.349746E+02
  1357   0.624867E+03   0.310369E+02  -0.357122E+02
  1358   0.624709E+03   0.309769E+02  -0.364442E+02
  1359   0.624606E+03   0.309131E+02  -0.371703E+02
  1360   0.624557E+03   0.308455E+02  -0.378900E+02
  1361   0.624563E+03   0.307742E+02  -0.386032E+02
  1362   0.624631E+03   0.306991E+02  -0.393095E+02
  1363   0.624747E+03   0.306204E+02  -0.400085E+02
  1364   0.624919E+03   0.305380E+02  -0.407001E+02
  1365   0.625146E+03   0.304520E+02  -0.413839E+02
  1366   0.625415E+03   0.303626E+02  -0.420596E+02
  1367   0.625740E+03   0.302696E+02  -0.427270E+02
  1368   0.626115E+03   0.301732E+02  -0.433857E+02
  1369   0.626532E+03   0.300734E+02  -0.440356E+02
  1370   0.627006E+03   0.299704E+02  -0.446763E+02
  1371   0.627516E+03   0.298639E+02  -0.453078E+02
  1372   0.628076E+03   0.297543E+02  -0.459296E+02
  1373   0.628680E+03   0.296415E+02  -0.465416E+02
  1374   0.629327E+03   0.295255E+02  -0.471436E+02
  1375   0.630011E+03   0.294064E+02  -0.477353E+02
  1376   0.630740E+03   0.292843E+02  -0.483165E+02
  1377   0.631513E+03   0.291591E+02  -0.488871E+02
  1378   0.632324E+03   0.290311E+02  -0.494467E+02
  1379   0.633173E+03   0.289000E+02  -0.499952E+02
  1380   0.634053E+03   0.287662E+02  -0.505322E+02
  1381   0.634978E+03   0.286294E+02  -0.510578E+02
  1382   0.635935E+03   0.284898E+02  -0.515715E+02
  1383   0.636924E+03   0.283475E+02  -0.520731E+02
  1384   0.637944E+03   0.282024E+02  -0.525626E+02
  1385   0.639004E+03   0.280546E+02  -0.530399E+02
  1386   0.640097E+03   0.279043E+02  -0.535048E+02
  1387   0.641216E+03   0.277513E+02  -0.539571E+02
  1388   0.642368E+03   0.275959E+02  -0.543968E+02
  1389   0.643545E+03   0.274379E+02  -0.548239E+02
  1390   0.644757E+03   0.272776E+02  -0.552380E+02
  1391   0.645995E+03   0.271149E+02  -0.556392E+02
  1392   0.647261E+03   0.269499E+02  -0.560273E+02
  1393   0.648561E+03   0.267825E+02  -0.564021E+02
  1394   0.649882E+03   0.266128E+02  -0.567635E+02
  1395   0.651223E+03   0.264410E+02  -0.571114E+02
  1396   0.652592E+03   0.262668E+02  -0.574456E+02
  1397   0.653990E+03   0.260905E+02  -0.577661E+02
  1398   0.655402E+03   0.259121E+02  -0.580727E+02
  1399   0.656843E+03   0.257316E+02  -0.583653E+02
  1400   0.658299E+03   0.255490E+02  -0.586440E+02
  1401   0.659784E+03   0.253644E+02  -0.589087E+02
  1402   0.661284E+03   0.251778E+02  -0.591592E+02
  1403   0.662804E+03   0.249894E+02  -0.593956E+02
  1404   0.664345E+03   0.247992E+02  -0.596180E+02
  1405   0.665898E+03   0.246074E+02  -0.598262E+02
  1406   0.667463E+03   0.244142E+02  -0.600203E+02
  1407   0.669038E+03   0.242193E+02  -0.602003E+02
  1408   0.670631E+03   0.240232E+02  -0.603660E+02
  1409   0.672225E+03   0.238257E+02  -0.605176E+02
  1410   0.673836E+03   0.236271E+02  -0.606551E+02
  1411   0.675447E+03   0.234274E+02  -0.607784E+02
  1412   0.677066E+03   0.232267E+02  -0.608876E+02
  1413   0.678683E+03   0.230251E+02  -0.609826E+02
  1414   0.680307E+03   0.228226E+02  -0.610637E+02
  1415   0.681928E+03   0.226194E+02  -0.611307E+02
  1416   0.683553E+03   0.224156E+02  -0.611839E+02
  1417   0.685175E+03   0.222112E+02  -0.612232E+02
  1418   0.686800E+03   0.220064E+02  -0.612487E+02
  1419   0.688419E+03   0.218012E+02  -0.612603E+02
  1420   0.690033E+03   0.215957E+02  -0.612583E+02
  1421   0.691640E+03   0.213899E+02  -0.612427E+02
  1422   0.693240E+03   0.211841E+02  -0.612133E+02
  1423   0.694840E+03   0.209781E+02  -0.611704E+02
  1424   0.696423E+03   0.207721E+02  -0.611138E+02
  1425   0.697998E+03   0.205662E+02  -0.610437E+02
  1426   0.699562E+03   0.203605E+02  -0.609603E+02
  1427   0.701108E+03   0.201550E+02  -0.608633E+02
  1428   0.702642E+03   0.199497E+02  -0.607530E+02
  1429   0.704165E+03   0.197448E+02  -0.606295E+02
  1430   0.705674E+03   0.195403E+02  -0.604926E+02
  1431   0.707163E+03   0.193364E+02  -0.603427E+02
  1432   0.708637E+03   0.191330E+02  -0.601796E+02
  1433   0.710089E+03   0.189302E+02  -0.600036E+02
  1434   0.711525E+03   0.187280E+02  -0.598145E+02
  1435   0.712938E+03   0.185267E+02  -0.596125E+02
  1436   0.714333E+03   0.183261E+02  -0.593978E+02
  1437   0.715703E+03   0.181263E+02  -0.591703E+02
  1438   0.717047E+03   0.179275E+02  -0.589300E+02
  1439   0.718373E+03   0.177297E+02  -0.586773E+02
  1440   0.719678E+03   0.175328E+02  -0.584119E+02
  1441   0.720955E+03   0.173371E+02  -0.581341E+02
  1442   0.722204E+03   0.171424E+02  -0.578438E+02
  1443   0.723423E+03   0.169488E+02  -0.575411E+02
  1444   0.724619E+03   0.167565E+02  -0.572262E+02
  1445   0.725785E+03   0.165655E+02  -0.568991E+02
  1446   0.726919E+03   0.163757E+02  -0.565597E+02
  1447   0.728028E+03   0.161873E+02  -0.562084E+02
  1448   0.729104E+03   0.160003E+02  -0.558449E+02
  1449   0.730147E+03   0.158147E+02  -0.554696E+02
  1450   0.731163E+03   0.156305E+02  -0.550824E+02
  1451   0.732151E+03   0.154479E+02  -0.546834E+02
  1452   0.733103E+03   0.152668E+02  -0.542731E+02
  1453   0.734018E+03   0.150873E+02  -0.538516E+02
  1454   0.734903E+03   0.149096E+02  -0.534193E+02
  1455   0.735756E+03   0.147336E+02  -0.529764E+02
  1456   0.736576E+03   0.145594E+02  -0.525232E+02
  1457   0.737364E+03   0.143872E+02  -0.520600E+02
  1458   0.738109E+03   0.142168E+02  -0.515870E+02
  1459   0.738818E+03   0.140485E+02  -0.511046E+02
  1460   0.739492E+03   0.138822E+02  -0.506130E+02
  1461   0.740128E+03   0.137180E+02  -0.501125E+02
  1462   0.740725E+03   0.135560E+02  -0.496034E+02
  1463   0.741283E+03   0.133962E+02  -0.490860E+02
  1464   0.741801E+03   0.132387E+02  -0.485604E+02
  1465   0.742277E+03   0.130835E+02  -0.480270E+02
  1466   0.742719E+03   0.129307E+02  -0.474861E+02
  1467   0.743117E+03   0.127802E+02  -0.469379E+02
  1468   0.743479E+03   0.126323E+02  -0.463828E+02
  1469   0.743795E+03   0.124867E+02  -0.458209E+02
  1470   0.744065E+03   0.123439E+02  -0.452525E+02
  1471   0.744303E+03   0.122035E+02  -0.446779E+02
  1472   0.744492E+03   0.120658E+02  -0.440973E+02
  1473   0.744632E+03   0.119308E+02  -0.435109E+02
  1474   0.744737E+03   0.117985E+02  -0.429191E+02
  1475   0.744791E+03   0.116689E+02  -0.423221E+02
  1476   0.744808E+03   0.115421E+02  -0.417201E+02
  1477   0.744779E+03   0.114181E+02  -0.411133E+02
  1478   0.744703E+03   0.112969E+02  -0.405020E+02
  1479   0.744587E+03   0.111787E+02  -0.398864E+02
  1480   0.744423E+03   0.110633E+02  -0.392667E+02
  1481   0.744216E+03   0.109509E+02  -0.386432E+02
  1482   0.743959E+03   0.108415E+02  -0.380161E+02
  1483   0.743658E+03   0.107350E+02  -0.373855E+02
  1484   0.743319E+03   0.106316E+02  -0.367518E+02
  1485   0.742926E+03   0.105312E+02  -0.361150E+02
  1486   0.742494E+03   0.104339E+02  -0.354754E+02
  1487   0.742007E+03   0.103397E+02  -0.348332E+02
  1488   0.741478E+03   0.102486E+02  -0.341886E+02
  1489   0.740906E+03   0.101606E+02  -0.335417E+02
  1490   0.740280E+03   0.100758E+02  -0.328929E+02
  1491   0.739609E+03   0.999410E+01  -0.322422E+02
  1492   0.738891E+03   0.991564E+01  -0.315898E+02
  1493   0.738126E+03   0.984042E+01  -0.309359E+02
  1494   0.737313E+03   0.976834E+01  -0.302807E+02
  1495   0.736452E+03   0.969955E+01  -0.296243E+02
  1496   0.735543E+03   0.963404E+01  -0.289669E+02
  1497   0.734587E+03   0.957172E+01  -0.283087E+02
  1498   0.733582E+03   0.951274E+01  -0.276498E+02
  1499   0.732529E+03   0.945700E+01  -0.269903E+02
