# The power spectrum definition is smaller than CAMB by a factor 8 pi^3.
#      k [h/Mpc]           P_cdm          P_vcdm           P_bar          P_vbar         P_total        P_vtotal
         7.25895     7.19738e-09     9.76733e-12      8.6031e-17       3.439e-16     9.82567e-16     6.91272e-12
          7.6582     6.21535e-09     8.37773e-12     4.60542e-17     7.66603e-18      3.7557e-16     5.93996e-12
         8.07942     5.36718e-09     7.12408e-12     6.08771e-19     8.91284e-19     7.12899e-16     5.05253e-12
          8.5238     4.63377e-09     5.98962e-12     3.02077e-17     2.51574e-16     2.78672e-16     4.23804e-12
         8.99263     3.99978e-09     5.15096e-12     4.08169e-17     3.71587e-20     4.89565e-17     3.65333e-12
         9.48724     3.45257e-09     4.36934e-12     1.40841e-17      3.6753e-18     1.98379e-17     3.09826e-12
         10.0091     2.98068e-09     3.72439e-12     1.97883e-19     3.30033e-20     9.28735e-18     2.64217e-12
         10.5596     2.57289e-09     3.16172e-12     1.99128e-21     1.64375e-18     8.53118e-18     2.24213e-12
         11.1404     2.22018e-09     2.67288e-12     4.39998e-18     2.72178e-17     4.14367e-17     1.89357e-12
         11.7531      1.9161e-09     2.28503e-12     5.69957e-18     5.42298e-19     1.75763e-19     1.62044e-12
         12.3996     1.65377e-09     1.94378e-12     1.88076e-18     4.92772e-19     4.95115e-18     1.37859e-12
         13.0816     1.42729e-09      1.6543e-12     9.70871e-21     1.11369e-19     2.46061e-18     1.17349e-12
         13.8011     1.23184e-09     1.40636e-12     1.02263e-20     6.39833e-20     2.46699e-18     9.97415e-13
         14.5602     1.06326e-09     1.19706e-12      1.4972e-21     2.51366e-20     1.98725e-18     8.49022e-13
          15.361     9.17842e-10     1.01914e-12      1.0452e-26     5.23606e-23     1.86285e-18     7.22874e-13
         16.2059     7.92415e-10     8.66858e-13     5.56568e-21     1.05653e-19     2.42794e-20      6.1477e-13
         17.0972     6.84224e-10      7.3747e-13     2.25046e-19     5.53848e-19      9.1103e-19     5.22918e-13
         18.0376        5.91e-10     6.29233e-13     1.10853e-19     8.93631e-22     1.62705e-19     4.46306e-13
         19.0297     5.10652e-10     5.36368e-13     1.16608e-20     1.58393e-20     9.25404e-20     3.80463e-13
