#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.124870E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142175E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606543E+00   0.106309E+06   0.106309E+06   0.622694E+00
   0.127392E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142175E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606543E+00   0.106309E+06   0.106309E+06   0.635272E+00
   0.129966E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142175E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606543E+00   0.106309E+06   0.106309E+06   0.648104E+00
   0.132591E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142175E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606543E+00   0.106309E+06   0.106309E+06   0.661195E+00
   0.135269E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142175E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606543E+00   0.106309E+06   0.106309E+06   0.674550E+00
   0.138001E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142175E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606543E+00   0.106309E+06   0.106309E+06   0.688176E+00
   0.140789E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142175E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606543E+00   0.106309E+06   0.106309E+06   0.702076E+00
   0.143633E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142175E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606543E+00   0.106309E+06   0.106309E+06   0.716258E+00
   0.146534E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142175E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606543E+00   0.106309E+06   0.106309E+06   0.730726E+00
   0.149494E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142175E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606543E+00   0.106309E+06   0.106309E+06   0.745486E+00
   0.152513E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142175E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606543E+00   0.106309E+06   0.106309E+06   0.760544E+00
   0.155594E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142175E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606543E+00   0.106309E+06   0.106309E+06   0.775906E+00
   0.158737E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142175E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606543E+00   0.106309E+06   0.106309E+06   0.791579E+00
   0.161943E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142175E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606543E+00   0.106309E+06   0.106309E+06   0.807568E+00
   0.165214E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142175E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606543E+00   0.106309E+06   0.106309E+06   0.823880E+00
   0.168552E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142175E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606543E+00   0.106309E+06   0.106309E+06   0.840522E+00
   0.171956E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142175E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606543E+00   0.106309E+06   0.106309E+06   0.857500E+00
   0.175430E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142175E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.874821E+00
   0.178973E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142175E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.892491E+00
   0.182588E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142175E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.910519E+00
   0.186276E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142175E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.928911E+00
   0.190039E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142175E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.947674E+00
   0.193878E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.966816E+00
   0.197794E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.986345E+00
   0.201789E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.100627E+01
   0.205865E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.102659E+01
   0.210024E-04   0.106631E+06   0.106631E+06   0.142175E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.104733E+01
   0.214266E-04   0.106631E+06   0.106631E+06   0.142174E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.106849E+01
   0.218594E-04   0.106631E+06   0.106631E+06   0.142174E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.109007E+01
   0.223009E-04   0.106631E+06   0.106631E+06   0.142174E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.111209E+01
   0.227514E-04   0.106631E+06   0.106631E+06   0.142174E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.113455E+01
   0.232109E-04   0.106631E+06   0.106631E+06   0.142174E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.115747E+01
