#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.196935E-04   0.107677E+06   0.107677E+06   0.143569E+06   0.143569E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605652E+00   0.107456E+06   0.107456E+06   0.104914E+01
   0.200907E-04   0.107677E+06   0.107677E+06   0.143569E+06   0.143569E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605652E+00   0.107456E+06   0.107456E+06   0.107029E+01
   0.204958E-04   0.107677E+06   0.107677E+06   0.143569E+06   0.143569E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605652E+00   0.107456E+06   0.107456E+06   0.109188E+01
   0.209091E-04   0.107677E+06   0.107677E+06   0.143569E+06   0.143569E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605652E+00   0.107456E+06   0.107456E+06   0.111389E+01
   0.213308E-04   0.107677E+06   0.107677E+06   0.143569E+06   0.143569E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605652E+00   0.107456E+06   0.107456E+06   0.113636E+01
   0.217609E-04   0.107677E+06   0.107677E+06   0.143569E+06   0.143569E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605652E+00   0.107456E+06   0.107456E+06   0.115927E+01
   0.221997E-04   0.107677E+06   0.107677E+06   0.143569E+06   0.143569E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605652E+00   0.107456E+06   0.107456E+06   0.118265E+01
   0.226474E-04   0.107677E+06   0.107677E+06   0.143569E+06   0.143569E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605652E+00   0.107456E+06   0.107456E+06   0.120650E+01
   0.231041E-04   0.107677E+06   0.107677E+06   0.143569E+06   0.143569E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605652E+00   0.107456E+06   0.107456E+06   0.123083E+01
   0.235700E-04   0.107677E+06   0.107677E+06   0.143569E+06   0.143569E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605652E+00   0.107456E+06   0.107456E+06   0.125565E+01
   0.240453E-04   0.107677E+06   0.107677E+06   0.143569E+06   0.143569E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605652E+00   0.107456E+06   0.107456E+06   0.128097E+01
   0.245302E-04   0.107677E+06   0.107677E+06   0.143569E+06   0.143569E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605652E+00   0.107456E+06   0.107456E+06   0.130680E+01
   0.250249E-04   0.107677E+06   0.107677E+06   0.143569E+06   0.143569E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605652E+00   0.107456E+06   0.107456E+06   0.133315E+01
