# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_ncdm[0]        12:(.)p_ncdm[0]          13:(.)rho_lambda         14:(.)rho_ur             15:(.)rho_crit           16:(.)rho_tot            17:(.)p_tot              18:(.)p_tot_prime        19:gr.fac. D             20:gr.fac. f          
       9.197177146950e+12       8.384673785215e-24       4.728644853458e-08       1.944955750863e+20       1.414696923043e+04       1.538186011250e-09       1.301121821047e+17       2.730135482832e-08       1.968780403803e+40       1.937477478068e+30       4.530256839009e+39       1.510085613003e+39       3.501956553842e-08       1.361046784919e+40       3.782852872817e+40       3.782852872817e+40       1.260950957541e+40      -1.066628935048e+48       1.255614650962e-02       3.464675034904e-01 
       9.098846297811e+12       8.566878667442e-24       4.779758455697e-08       1.903589408704e+20       1.414696923043e+04       1.554809122760e-09       1.287210986075e+17       2.759639942132e-08       1.885924867193e+40       1.875996373862e+30       4.339602329926e+39       1.446534109975e+39       3.501956553842e-08       1.303767536558e+40       3.623652636931e+40       3.623652636931e+40       1.207884212248e+40      -1.010816324671e+48       1.260290776262e-02       3.451819863050e-01 
       9.001566744710e+12       8.753042991814e-24       4.831417754758e-08       1.863102867673e+20       1.414696923043e+04       1.571611879536e-09       1.273448877631e+17       2.789463254890e-08       1.806556281150e+40       1.816466221973e+30       4.156971459043e+39       1.385657153014e+39       3.501956553842e-08       1.248898868296e+40       3.471152295532e+40       3.471152295532e+40       1.157050765117e+40      -9.579241746106e+47       1.264966901562e-02       3.439059733052e-01 
       8.905327247804e+12       8.943252796023e-24       4.883622750640e-08       1.823477415697e+20       1.414696923043e+04       1.588596222998e-09       1.259833905616e+17       2.819608866922e-08       1.730527898399e+40       1.758825113705e+30       3.982026553939e+39       1.327342184646e+39       3.501956553842e-08       1.196339331587e+40       3.325069885556e+40       3.325069885556e+40       1.108356628460e+40      -9.077996683539e+47       1.269643026861e-02       3.426393594757e-01 
       8.810116687417e+12       9.137595996649e-24       4.936555342283e-08       1.784694738680e+20       1.414696923043e+04       1.605764115546e-09       1.246364496934e+17       2.850080261331e-08       1.657699147481e+40       1.703013104885e+30       3.814444153034e+39       1.271481384345e+39       3.501956553842e-08       1.145991747319e+40       3.185135310273e+40       3.185135310273e+40       1.061711770034e+40      -8.602979856923e+47       1.274319152161e-02       3.413820413495e-01 
       8.715924062763e+12       9.336162408570e-24       4.989851731807e-08       1.746736912042e+20       1.414696923043e+04       1.623117540785e-09       1.233039095306e+17       2.880880958798e-08       1.587935372842e+40       1.648972153519e+30       3.653914407532e+39       1.217971469177e+39       3.501956553842e-08       1.097763026130e+40       3.051089839891e+40       3.051089839891e+40       1.017029946575e+40      -8.152818843042e+47       1.278995277461e-02       3.401339169640e-01 
       8.622738490666e+12       9.539043812918e-24       5.043693818152e-08       1.709586392431e+20       1.414696923042e+04       1.640658503762e-09       1.219856161095e+17       2.912014518127e-08       1.521107585870e+40       1.596646059435e+30       3.500140508533e+39       1.166713502844e+39       3.501956553842e-08       1.051563996302e+40       2.922685633185e+40       2.922685633185e+40       9.742285443418e+39      -7.726213032332e+47       1.283671402761e-02       3.388948858522e-01 
       8.530549204308e+12       9.746333969337e-24       5.098263500258e-08       1.673226009616e+20       1.414696923042e+04       1.658389031187e-09       1.206814171120e+17       2.943484536502e-08       1.457092226399e+40       1.545980405835e+30       3.352838138250e+39       1.117612712750e+39       3.501956553842e-08       1.007309238876e+40       2.799685279255e+40       2.799685279255e+40       9.332284263668e+39      -7.321929871155e+47       1.288347528061e-02       3.376648489954e-01 
       8.439345551983e+12       9.958128691205e-24       5.153378879186e-08       1.637638958552e+20       1.414696923042e+04       1.676311171676e-09       1.193911618488e+17       2.975294650061e-08       1.395770934255e+40       1.496922502707e+30       3.211734944325e+39       1.070578314775e+39       3.501956553842e-08       9.649169297297e+39       2.681861358566e+40       2.681861358566e+40       8.939537861389e+39      -6.938801300685e+47       1.293023653361e-02       3.364437088173e-01 
       8.349116995868e+12       1.017452585973e-23       5.209039954934e-08       1.602808791612e+20       1.414696923042e+04       1.694426995983e-09       1.181147012418e+17       3.007448534168e-08       1.337030330417e+40       1.449421332026e+30       3.076570036268e+39       1.025523345423e+39       3.501956553842e-08       9.243086882808e+39       2.568996022469e+40       2.568996022469e+40       8.563320074415e+39      -6.575720382144e+47       1.297699778661e-02       3.352313691395e-01 
       8.259853110804e+12       1.039562549185e-23       5.265428626444e-08       1.568719410987e+20       1.414696923042e+04       1.712738597242e-09       1.168518878064e+17       3.039949903949e-08       1.280761807387e+40       1.403427494698e+30       2.947093503089e+39       9.823645010297e+38       3.501956553842e-08       8.854094325723e+39       2.460880590409e+40       2.460880590409e+40       8.202935300895e+39      -6.231638098627e+47       1.302375903961e-02       3.340277351699e-01 
       8.171543583091e+12       1.062152977611e-23       5.322181095835e-08       1.535355061244e+20       1.414696923042e+04       1.731248091205e-09       1.156025756351e+17       3.072802514670e-08       1.226861328382e+40       1.358893159190e+30       2.823065951226e+39       9.410219837419e+38       3.501956553842e-08       8.481472404485e+39       2.357315164089e+40       2.357315164089e+40       7.857717213176e+39      -5.905560324265e+47       1.307052029262e-02       3.328327134721e-01 
       8.084178209296e+12       1.085234311762e-23       5.379843059927e-08       1.502700322045e+20       1.414696923042e+04       1.749957616490e-09       1.143666203802e+17       3.106010162162e-08       1.175229234973e+40       1.315772011786e+30       2.704258061923e+39       9.014193539744e+38       3.501956553842e-08       8.124532165764e+39       2.258108257874e+40       2.258108257874e+40       7.527027525807e+39      -5.596544951996e+47       1.311728154562e-02       3.316462119395e-01 
       7.997746895078e+12       1.108817219931e-23       5.437868821900e-08       1.470740101018e+20       1.414696923042e+04       1.768869334828e-09       1.131438792374e+17       3.139576683319e-08       1.125770062830e+40       1.274019208420e+30       2.590450167238e+39       8.634833890793e+38       3.501956553842e-08       7.782613650624e+39       2.163076444743e+40       2.163076444743e+40       7.210254815387e+39      -5.303699171613e+47       1.316404279863e-02       3.304681397794e-01 
       7.912239654017e+12       1.132912600931e-23       5.496622179635e-08       1.439459626787e+20       1.414696923042e+04       1.787985431310e-09       1.119342109291e+17       3.173505956439e-08       1.078392365208e+40       1.233591328044e+30       2.481431843886e+39       8.271439479621e+38       3.501956553842e-08       7.455084674304e+39       2.072044017150e+40       2.072044017150e+40       6.906813390089e+39      -5.026176890250e+47       1.321080405163e-02       3.292984074774e-01 
       7.827646606461e+12       1.157531592048e-23       5.556103133131e-08       1.408844442139e+20       1.414696923042e+04       1.807308114643e-09       1.107374756882e+17       3.207801901807e-08       1.033008543872e+40       1.194446327473e+30       2.377001524186e+39       7.923338413955e+38       3.501956553842e-08       7.141339657351e+39       1.984842662145e+40       1.984842662145e+40       6.616142206751e+39      -4.763176287843e+47       1.325756530464e-02       3.281369267907e-01 
       7.743957978389e+12       1.182685570704e-23       5.616129783448e-08       1.378880397344e+20       1.414696923042e+04       1.826839617402e-09       1.095535352419e+17       3.242468481990e-08       9.895346871323e+39       1.156543497654e+30       2.276966123371e+39       7.589887077905e+38       3.501956553842e-08       6.840798505943e+39       1.901311150179e+40       1.901311150179e+40       6.337703833546e+39      -4.513937500506e+47       1.330432655764e-02       3.269836107074e-01 
       7.661164100274e+12       1.208386163627e-23       5.676884029526e-08       1.349553643618e+20       1.414696923042e+04       1.846582196289e-09       1.083822527958e+17       3.277509702471e-08       9.478904146990e+39       1.119843421342e+30       2.181140682590e+39       7.270468941967e+38       3.501956553842e-08       6.552905539332e+39       1.821295037003e+40       1.821295037003e+40       6.070983456304e+39      -4.277740425118e+47       1.335108781065e-02       3.258383734448e-01 
       7.579255405972e+12       1.234645248225e-23       5.738183972426e-08       1.320850626720e+20       1.414696923042e+04       1.866538132396e-09       1.072234930178e+17       3.312929611932e-08       9.079987290614e+39       1.084307932099e+30       2.089348026928e+39       6.964493423095e+38       3.501956553842e-08       6.277128462432e+39       1.744646378106e+40       1.744646378106e+40       5.815487926658e+39      -4.053902638802e+47       1.339784906366e-02       3.247011304085e-01 
