# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_ncdm[0]        12:(.)p_ncdm[0]          13:(.)rho_lambda         14:(.)rho_ur             15:(.)rho_crit           16:(.)rho_tot            17:(.)p_tot              18:(.)p_tot_prime        19:gr.fac. D             20:gr.fac. f          
       1.534836153744e+10       3.010725871298e-18       2.833592225215e-05       5.416573868723e+14       1.423913799024e+04       9.277301655020e-07       2.185474378700e+14       1.635975222512e-05       1.526958221308e+29       9.004488967038e+21       3.513603097434e+28       1.171201032474e+28       1.731540006286e-08       1.055608626437e+29       2.933927247534e+29       2.933927247534e+29       9.779757191625e+28      -1.380545463799e+34       4.351911134534e-02       1.077364045553e-01 
       1.518426581559e+10       3.076151069980e-18       2.864214729925e-05       5.301371326878e+14       1.423913798994e+04       9.377561063495e-07       2.162108562382e+14       1.653655137572e-05       1.462696639587e+29       8.718753555520e+21       3.365734158109e+28       1.121911386033e+28       1.731540006286e-08       1.011183651958e+29       2.810453794544e+29       2.810453794544e+29       9.368179024518e+28      -1.308306802991e+34       4.356950893383e-02       1.076117845119e-01 
       1.502192450940e+10       3.142998004408e-18       2.895168108807e-05       5.188618973291e+14       1.423913798963e+04       9.478903971174e-07       2.138992559733e+14       1.671526118722e-05       1.401139487384e+29       8.442085257715e+21       3.224088239032e+28       1.074696079674e+28       1.731540006286e-08       9.686282892914e+28       2.692176684999e+29       2.692176684999e+29       8.973922001925e+28      -1.239848114848e+34       4.361990652254e-02       1.074874524409e-01 
       1.486131886168e+10       3.211297569911e-18       2.926456181740e-05       5.078264696071e+14       1.423913798931e+04       9.581342087388e-07       2.116123699890e+14       1.689590230807e-05       1.342172949588e+29       8.174196350969e+21       3.088403446249e+28       1.029467815413e+28       1.731540006286e-08       9.278638563813e+28       2.578877232336e+29       2.578877232336e+29       8.596257168643e+28      -1.174971607869e+34       4.367030411148e-02       1.073634073453e-01 
       1.470243031580e+10       3.281081333197e-18       2.958082222904e-05       4.970257491667e+14       1.423913798900e+04       9.684887248011e-07       2.093499340546e+14       1.707849560984e-05       1.285688000963e+29       7.914808242801e+21       2.958428907537e+28       9.861429691755e+27       1.731540006286e-08       8.888149824827e+28       2.470345953347e+29       2.470345953347e+29       8.234486247327e+28      -1.113489840221e+34       4.372070170065e-02       1.072396482328e-01 
       1.454524051350e+10       3.352381546963e-18       2.990050052176e-05       4.864547441301e+14       1.423913798868e+04       9.789551416822e-07       2.071116867645e+14       1.726306218966e-05       1.231580204569e+29       7.663651181181e+21       2.833924308555e+28       9.446414361817e+27       1.731540006286e-08       8.514094688058e+28       2.366382180867e+29       2.366382180867e+29       7.887940347430e+28      -1.055225178187e+34       4.377109929006e-02       1.071161741155e-01 
       1.438973129281e+10       3.425231164688e-18       3.022363489436e-05       4.761085687891e+14       1.423913798835e+04       9.895346686899e-07       2.048973695079e+14       1.744962337266e-05       1.179749518662e+29       7.420463974000e+21       2.714659448520e+28       9.048864828367e+27       1.731540006286e-08       8.155781550254e+28       2.266793692744e+29       2.266793692744e+29       7.555978728462e+28      -1.000009282941e+34       4.382149687970e-02       1.069929840103e-01 
       1.423588468592e+10       3.499663856027e-18       3.055025990761e-05       4.659824413476e+14       1.423913798803e+04       1.000228528200e-06       2.027067264387e+14       1.763820071444e-05       1.130100111727e+29       7.184993717439e+21       2.600413814580e+28       8.668046048566e+27       1.731540006286e-08       7.812547914080e+28       2.171396356442e+29       2.171396356442e+29       7.237987615305e+28      -9.476826241849e+33       4.387189446958e-02       1.068700769384e-01 
       1.408368291715e+10       3.575714022297e-18       3.088041557930e-05       4.560716817110e+14       1.423913798770e+04       1.011037955800e-06       2.005395044465e+14       1.782881600353e-05       1.082540185287e+29       6.956995532964e+21       2.490976174099e+28       8.303253913631e+27       1.731540006286e-08       7.483759163203e+28       2.080013788587e+29       2.080013788587e+29       6.933379063387e+28      -8.980940192298e+33       4.392229205971e-02       1.067474519257e-01 
       1.393310840083e+10       3.653416812397e-18       3.121413828922e-05       4.463717093236e+14       1.423913798736e+04       1.021964200428e-06       1.983954531266e+14       1.802149126395e-05       1.036981804179e+29       6.736232312661e+21       2.386144184106e+28       7.953813946990e+27       1.731540006286e-08       7.168807388929e+28       1.992477028845e+29       1.992477028845e+29       6.641589871604e+28      -8.511001961986e+33       4.397268965008e-02       1.066251080024e-01 
       1.378414373935e+10       3.732808138991e-18       3.155146805511e-05       4.368780410513e+14       1.423913798703e+04       1.033008524523e-06       1.962743247519e+14       1.821624875771e-05       9.933407339635e+28       6.522474472656e+21       2.285724017173e+28       7.619080057214e+27       1.731540006286e-08       6.867110266223e+28       1.908624227528e+29       1.908624227528e+29       6.362080541007e+28      -8.065653800835e+33       4.402308724070e-02       1.065030442032e-01 
       1.363677172107e+10       3.813924695141e-18       3.189244489477e-05       4.275862891095e+14       1.423913798669e+04       1.044172204162e-06       1.941758742435e+14       1.841311098743e-05       9.515362851835e+28       6.315499714357e+21       2.189530003041e+28       7.298433343440e+27       1.731540006286e-08       6.578109977021e+28       1.828300346345e+29       1.828300346345e+29       6.094334277296e+28      -7.643609004630e+33       4.407348483157e-02       1.063812595672e-01 
       1.349097531838e+10       3.896803971316e-18       3.223710518796e-05       4.184921590357e+14       1.423913798634e+04       1.055456529217e-06       1.920998591430e+14       1.861210069889e-05       9.114911641730e+28       6.115092793272e+21       2.097384285328e+28       6.991280951065e+27       1.731540006286e-08       6.301272178871e+28       1.751356871744e+29       1.751356871744e+29       5.837856035307e+28      -7.243648197462e+33       4.412388242269e-02       1.062597531378e-01 
       1.334673768572e+10       3.981484272674e-18       3.258548895246e-05       4.095914477039e+14       1.423913798599e+04       1.066862803497e-06       1.900460395840e+14       1.881324088370e-05       8.731313301470e+28       5.921045295168e+21       2.009116492687e+28       6.697054975594e+27       1.731540006286e-08       6.036085016960e+28       1.677651540322e+29       1.677651540322e+29       5.592171603703e+28      -6.864615808699e+33       4.417428001408e-02       1.061385239631e-01 
       1.320404215762e+10       4.068004736808e-18       3.293763984402e-05       4.008800413826e+14       1.423913798564e+04       1.078392344904e-06       1.880141782648e+14       1.901655478194e-05       8.363858583050e+28       5.733155419326e+21       1.924563423795e+28       6.415211412623e+27       1.731540006286e-08       5.782058177734e+28       1.607048075790e+29       1.607048075790e+29       5.356826728190e+28      -6.505416734298e+33       4.422467760572e-02       1.060175710952e-01 
       1.306287224681e+10       4.156405351691e-18       3.329359606141e-05       3.923539138333e+14       1.423913798529e+04       1.090046485578e-06       1.860040404208e+14       1.922206588482e-05       8.011868086956e+28       5.551227768680e+21       1.843568745612e+28       6.145229152013e+27       1.731540006286e-08       5.538721982339e+28       1.539415937003e+29       1.539415937003e+29       5.131386271633e+28      -6.165013172820e+33       4.427507519763e-02       1.058968935905e-01 
       1.292321164228e+10       4.246726974329e-18       3.365339762240e-05       3.840091244495e+14       1.423913798493e+04       1.101826572060e-06       1.840153937971e+14       1.942979793744e-05       7.674691006000e+28       5.375073146611e+21       1.765982704324e+28       5.886609014387e+27       1.731540006286e-08       5.305626518214e+28       1.474630076605e+29       1.474630076605e+29       4.915433409510e+28      -5.842421627001e+33       4.432547278980e-02       1.057764905100e-01 
       1.278504420741e+10       4.339011349586e-18       3.401708818274e-05       3.758418164357e+14       1.423913798456e+04       1.113733965440e-06       1.820480086223e+14       1.963977494151e-05       7.351703922019e+28       5.204508360191e+21       1.691661848464e+28       5.638872828186e+27       1.731540006286e-08       5.082340807236e+28       1.412570709817e+29       1.412570709817e+29       4.708568859237e+28      -5.536710062229e+33       4.437587038225e-02       1.056563609187e-01 
       1.264835397809e+10       4.433301129480e-18       3.438470957917e-05       3.678482150248e+14       1.423913798419e+04       1.125770041519e-06       1.801016575812e+14       1.985202115814e-05       7.042309653219e+28       5.039356029670e+21       1.620468763675e+28       5.401562545558e+27       1.731540006286e-08       4.868452008867e+28       1.353123092970e+29       1.353123092970e+29       4.510410141918e+28      -5.246995213693e+33       4.442626797496e-02       1.055365038859e-01 
       1.251312516091e+10       4.529639892899e-18       3.475630364846e-05       3.600246257335e+14       1.423913798382e+04       1.137936190966e-06       1.781761157893e+14       2.006656111059e-05       6.745936150024e+28       4.879444404014e+21       1.552271818645e+28       5.174239395457e+27       1.731540006286e-08       4.663564656840e+28       1.296177311345e+29       1.296177311345e+29       4.320590875167e+28      -4.972440034451e+33       4.447666556796e-02       1.054169184853e-01 
       1.237934213131e+10       4.628072165629e-18       3.513191404636e-05       3.523674326544e+14       1.423913798345e+04       1.150233819476e-06       1.762711607662e+14       2.028341958718e-05       6.462035437394e+28       4.724607182283e+21       1.486944921724e+28       4.956483072388e+27       1.731540006286e-08       4.467299927968e+28       1.241628075955e+29       1.241628075955e+29       4.138760095693e+28      -4.712251277024e+33       4.452706316123e-02       1.052976037945e-01 
       1.224698943176e+10       4.728643441121e-18       3.551158260962e-05       3.448730967855e+14       1.423913798307e+04       1.162664347940e-06       1.743865724102e+14       2.050262164408e-05       6.190082601654e+28       4.574683340693e+21       1.424367287793e+28       4.747890959285e+27       1.731540006286e-08       4.279294941724e+28       1.189374528864e+29       1.189374528864e+29       3.964581610388e+28      -4.465677201539e+33       4.457746075479e-02       1.051785588954e-01 
       1.211605177001e+10       4.831400201429e-18       3.589535481296e-05       3.375381543938e+14       1.423913798268e+04       1.175229212602e-06       1.725221329727e+14       2.072419260828e-05       5.929574819967e+28       4.429516965155e+21       1.364423214938e+28       4.548077383103e+27       1.731540006286e-08       4.099202089303e+28       1.139320056716e+29       1.139320056716e+29       3.797733374734e+28      -4.232005403791e+33       4.462785834864e-02       1.050597828741e-01 
       1.198651401730e+10       4.936389938717e-18       3.628327431215e-05       3.303592154152e+14       1.423913798230e+04       1.187929865226e-06       1.706776270333e+14       2.094815808046e-05       5.680030430642e+28       4.288957089131e+21       1.307001870526e+28       4.356672901731e+27       1.731540006286e-08       3.926688390910e+28       1.091372112097e+29       1.091372112097e+29       3.637906897357e+28      -4.010560756963e+33       4.467825594277e-02       1.049412748208e-01 
       1.185836120663e+10       5.043661177122e-18       3.667538658192e-05       3.233329618869e+14       1.423913798190e+04       1.200767773269e-06       1.688528414747e+14       2.117454393796e-05       5.440988042579e+28       4.152857536637e+21       1.251997086283e+28       4.173323620921e+27       1.731540006286e-08       3.761434880105e+28       1.045442042425e+29       1.045442042425e+29       3.484806669653e+28      -3.800703461040e+33       4.472865353720e-02       1.048230338298e-01 
       1.173157853100e+10       5.153263495240e-18       3.707173527800e-05       3.164561464144e+14       1.423913798151e+04       1.213744420043e-06       1.670475654580e+14       2.140337633777e-05       5.212005682185e+28       4.021076770227e+21       1.199307161994e+28       3.997690539956e+27       1.731540006286e-08       3.603136014058e+28       1.001444926034e+29       1.001444926034e+29       3.338149619410e+28      -3.601827194293e+33       4.477905113193e-02       1.047050589995e-01 
       1.160615134173e+10       5.265247549096e-18       3.747236769414e-05       3.097255906706e+14       1.423913798111e+04       1.226861304892e-06       1.652615903987e+14       2.163468171958e-05       4.992659976193e+28       3.893477743797e+21       1.148834677467e+28       3.829448924867e+27       1.731540006286e-08       3.451499108617e+28       9.592994151624e+28       9.592994151624e+28       3.197664587423e+28      -3.413357361489e+33       4.482944872695e-02       1.045873494322e-01 
       1.148206514674e+10       5.379665095500e-18       3.787733112404e-05       3.031381839266e+14       1.423913798070e+04       1.240119943362e-06       1.634947099421e+14       2.186848680880e-05       4.782545368874e+28       3.769927760069e+21       1.100486312411e+28       3.668287708014e+27       1.731540006286e-08       3.306243797154e+28       9.189275855432e+28       9.189275855432e+28       3.063091826144e+28      -3.234749433766e+33       4.487984632228e-02       1.044699042344e-01 
       1.135930560892e+10       5.496569016020e-18       3.828666922345e-05       2.966908816142e+14       1.423913798029e+04       1.253521867381e-06       1.617467199399e+14       2.210481861965e-05       4.581273372192e+28       3.650298332584e+21       1.054172673890e+28       3.513908912947e+27       1.731540006286e-08       3.167101512189e+28       8.802547923301e+28       8.802547923301e+28       2.934182519422e+28      -3.065487375370e+33       4.493024391792e-02       1.043527225167e-01 
       1.123785854441e+10       5.616013341235e-18       3.870043110510e-05       2.903807039186e+14       1.423913797988e+04       1.267068625427e-06       1.600174184265e+14       2.234370445831e-05       4.388471847512e+28       3.534465052090e+21       1.009808131046e+28       3.366027103467e+27       1.731540006286e-08       3.033814988824e+28       8.432095320828e+28       8.432095320828e+28       2.810698322458e+28      -2.905082152727e+33       4.498064151387e-02       1.042358033934e-01 
       1.111770992102e+10       5.738053275937e-18       3.911866588169e-05       2.842047344014e+14       1.423913797946e+04       1.280761782717e-06       1.583066055953e+14       2.258517192604e-05       4.203784317544e+28       3.422307457155e+21       9.673106567671e+27       3.224368855871e+27       1.731540006286e-08       2.906137789076e+28       8.077233105618e+28       8.077233105618e+28       2.692410921127e+28      -2.753070321516e+33       4.503103911014e-02       1.041191459829e-01 
       1.099884585658e+10       5.862745224567e-18       3.954141902796e-05       2.781601186524e+14       1.423913797904e+04       1.294602921381e-06       1.566140837762e+14       2.282924892240e-05       4.026869307240e+28       3.313708908899e+21       9.266016760292e+27       3.088672253411e+27       1.731540006286e-08       2.783833846232e+28       7.737305160872e+28       7.737305160872e+28       2.579101609832e+28      -2.609012687684e+33       4.508143670673e-02       1.040027494077e-01 
       1.088125261732e+10       5.990146817286e-18       3.996874147560e-05       2.722440629706e+14       1.423913797861e+04       1.308593640647e-06       1.549396574124e+14       2.307596364845e-05       3.857399712425e+28       3.208556469687e+21       8.876059206147e+27       2.958686402030e+27       1.731540006286e-08       2.666677028377e+28       7.411682982272e+28       7.411682982272e+28       2.470560887137e+28      -2.472493038524e+33       4.513183430363e-02       1.038866127939e-01 
       1.076491661633e+10       6.120316936603e-18       4.040068233735e-05       2.664538330728e+14       1.423913797818e+04       1.322735557027e-06       1.532831330378e+14       2.332534461003e-05       3.695062195007e+28       3.106740785688e+21       8.502512899463e+27       2.834170966469e+27       1.731540006286e-08       2.554450720290e+28       7.099764515917e+28       7.099764515917e+28       2.366588068412e+28      -2.343116940144e+33       4.518223190087e-02       1.037707352719e-01 
       1.064982441196e+10       6.253315744463e-18       4.083729072590e-05       2.607867528300e+14       1.423913797774e+04       1.337030304501e-06       1.516443192548e+14       2.357742062103e-05       3.539556603633e+28       3.008155973143e+21       8.144687177781e+27       2.714895725909e+27       1.731540006286e-08       2.446947422935e+28       6.800973045163e+28       6.800973045163e+28       2.266990914780e+28      -2.220510597871e+33       4.523262949844e-02       1.036551159756e-01 
       1.053596270624e+10       6.389204710290e-18       4.127861757297e-05       2.552402030307e+14       1.423913797730e+04       1.351479534709e-06       1.500230267121e+14       2.383222080672e-05       3.390595418734e+28       2.912699508257e+21       7.801920444967e+27       2.600640148304e+27       1.731540006286e-08       2.343968369815e+28       6.514756124315e+28       6.514756124315e+28       2.171585277680e+28      -2.104319776275e+33       4.528302709634e-02       1.035397540430e-01 
       1.042331834342e+10       6.528046639271e-18       4.172471381025e-05       2.498116201699e+14       1.423913797685e+04       1.366084917139e-06       1.484190680829e+14       2.408977460714e-05       3.247903220911e+28       2.820272120576e+21       7.473578947961e+27       2.491192982636e+27       1.731540006286e-08       2.245323159458e+28       6.240584557192e+28       6.240584557192e+28       2.080194758387e+28      -1.994208775711e+33       4.533342469458e-02       1.034246486157e-01 
       1.031187830837e+10       6.669905701435e-18       4.217563218845e-05       2.444984952648e+14       1.423913797640e+04       1.380848139322e-06       1.468322580429e+14       2.435011178050e-05       3.111216181712e+28       2.730777689752e+21       7.159055605013e+27       2.386351868321e+27       1.731540006286e-08       2.150829403384e+28       5.977951418675e+28       5.977951418675e+28       1.992650381864e+28      -1.889859462411e+33       4.538382229316e-02       1.033097988395e-01 
       1.020162972511e+10       6.814847461165e-18       4.263142182026e-05       2.392983726948e+14       1.423913797595e+04       1.395770907025e-06       1.452624132497e+14       2.461326240658e-05       2.980281575826e+28       2.644123145579e+21       6.857768883227e+27       2.285922961059e+27       1.731540006286e-08       2.060312388875e+28       5.726371117436e+28       5.726371117436e+28       1.908790284340e+28      -1.790970349331e+33       4.543421989209e-02       1.031952038635e-01 
       1.009255985535e+10       6.962938907616e-18       4.309213727538e-05       2.342088490667e+14       1.423913797549e+04       1.410854944449e-06       1.437093523205e+14       2.487925689024e-05       2.854857313812e+28       2.560218371208e+21       6.569161723346e+27       2.189720574432e+27       1.731540006286e-08       1.973604755948e+28       5.485378498117e+28       5.485378498117e+28       1.828459414030e+28      -1.697255725090e+33       4.548461749137e-02       1.030808628411e-01 
       9.984656096973e+09       7.114248485728e-18       4.355783312349e-05       2.292275721042e+14       1.423913797502e+04       1.426101994430e-06       1.421728958122e+14       2.514812596494e-05       2.734711494488e+28       2.478976109426e+21       6.292700509786e+27       2.097566836579e+27       1.731540006286e-08       1.890546187915e+28       5.254527981280e+28       5.254527981280e+28       1.751509244459e+28      -1.608444828489e+33       4.553501509101e-02       1.029667749289e-01 
       9.877905982587e+09       7.268846127788e-18       4.402856029628e-05       2.243522395602e+14       1.423913797455e+04       1.441513818638e-06       1.406528661999e+14       2.541990069624e-05       2.619621976168e+28       2.400311871915e+21       6.027874084014e+27       2.009291361322e+27       1.731540006286e-08       1.810983114967e+28       5.033392739568e+28       5.033392739568e+28       1.677797499844e+28      -1.524281066226e+33       4.558541269100e-02       1.028529392877e-01 
       9.772297178107e+09       7.426803285826e-18       4.450437518244e-05       2.195805981531e+14       1.423913797407e+04       1.457092197781e-06       1.391490878570e+14       2.569461248546e-05       2.509375965931e+28       2.324143851386e+21       5.774192799455e+27       1.924730933136e+27       1.731540006286e-08       1.734768430234e+28       4.821563908525e+28       4.821563908525e+28       1.607187892035e+28      -1.444521271547e+33       4.563581029136e-02       1.027393550817e-01 
       9.667817481315e+09       7.588192964371e-18       4.498533235164e-05       2.149104425251e+14       1.423913797359e+04       1.472838931811e-06       1.376613870342e+14       2.597229307325e-05       2.403769626182e+28       2.250392836505e+21       5.531187616161e+27       1.843729205372e+27       1.731540006286e-08       1.661761217797e+28       4.618649830635e+28       4.618649830635e+28       1.539549868530e+28      -1.368935001682e+33       4.568620789209e-02       1.026260214790e-01 
       9.564454820451e+09       7.753089754530e-18       4.547148637357e-05       2.103396142235e+14       1.423913797311e+04       1.488755840131e-06       1.361895918402e+14       2.625297454329e-05       2.302607697771e+28       2.178982129515e+21       5.298409233592e+27       1.766136411183e+27       1.731540006286e-08       1.591826492140e+28       4.424275331169e+28       4.424275331169e+28       1.474758371089e+28      -1.297303872049e+33       4.573660549319e-02       1.025129376513e-01 
       9.462197252817e+09       7.921569868334e-18       4.596289545589e-05       2.058660007023e+14       1.423913797262e+04       1.504844761810e-06       1.347335322212e+14       2.653668932599e-05       2.205703138972e+28       2.109837466476e+21       5.075427259887e+27       1.691809086615e+27       1.731540006286e-08       1.524834948572e+28       4.238081024517e+28       4.238081024517e+28       1.412693604510e+28      -1.229420925297e+33       4.578700309467e-02       1.024001027737e-01 
       9.361032963404e+09       8.093711173973e-18       4.645961416827e-05       2.014875343465e+14       1.423913797212e+04       1.521107555786e-06       1.332930399417e+14       2.682347020222e-05       2.112876779653e+28       2.042886940030e+21       4.861829416099e+27       1.620609805352e+27       1.731540006286e-08       1.460662724152e+28       4.059722649704e+28       4.059722649704e+28       1.353240815137e+28      -1.165090033358e+33       4.583740069653e-02       1.022875160254e-01 
       9.260950263517e+09       8.269593231758e-18       4.696170071838e-05       1.972021915161e+14       1.423913797162e+04       1.537546101092e-06       1.318679485647e+14       2.711335030712e-05       2.023956990005e+28       1.978060924624e+21       4.657220773915e+27       1.552406924625e+27       1.731540006286e-08       1.399191168674e+28       3.888870433876e+28       3.888870433876e+28       1.296290078689e+28      -1.104125330799e+33       4.588779829878e-02       1.021751765888e-01 
       9.161937589433e+09       8.449297330759e-18       4.746921513288e-05       1.930079916110e+14       1.423913797111e+04       1.554162297065e-06       1.304580934329e+14       2.740636313393e-05       1.938779363206e+28       1.915292004103e+21       4.461223025466e+27       1.487074341808e+27       1.731540006286e-08       1.340306625290e+28       3.725208482571e+28       3.725208482571e+28       1.241736097013e+28      -1.046350677811e+33       4.593819590141e-02       1.020630836501e-01 
       9.063983501062e+09       8.632906526662e-18       4.798221198143e-05       1.889029961555e+14       1.423913797060e+04       1.570958063566e-06       1.290633116491e+14       2.770254253782e-05       1.857186411449e+28       1.854514901596e+21       4.273473783854e+27       1.424491261271e+27       1.731540006286e-08       1.283900220367e+28       3.568434195652e+28       3.568434195652e+28       1.189478003399e+28      -9.915991513094e+32       4.598859350445e-02       1.019512363991e-01 
       8.967076680622e+09       8.820505679999e-18       4.850075310969e-05       1.848853079024e+14       1.423913797008e+04       1.587935341209e-06       1.276834420579e+14       2.800192273987e-05       1.779027274752e+28       1.795666411636e+21       4.093625913127e+27       1.364541971030e+27       1.731540006286e-08       1.229867662186e+28       3.418257707817e+28       3.418257707817e+28       1.139419176082e+28      -9.397125626537e+32       4.603899110788e-02       1.018396340289e-01 
       8.871205931336e+09       9.012181495439e-18       4.902489854430e-05       1.809530699563e+14       1.423913796955e+04       1.605096091576e-06       1.263183252269e+14       2.830453833096e-05       1.704157442032e+28       1.738685334425e+21       3.921346886447e+27       1.307115628803e+27       1.731540006286e-08       1.178109048115e+28       3.274401352661e+28       3.274401352661e+28       1.091467059596e+28      -8.905410006107e+32       4.608938871171e-02       1.017282757363e-01 
       8.776360176136e+09       9.208022561646e-18       4.955471013091e-05       1.771044649150e+14       1.423913796902e+04       1.622442297448e-06       1.249678034281e+14       2.861042427580e-05       1.632438483912e+28       1.683512412191e+21       3.756318171266e+27       1.252106057076e+27       1.731540006286e-08       1.128528679894e+28       3.136599149284e+28       3.136599149284e+28       1.045532993643e+28      -8.439423982283e+32       4.613978631596e-02       1.016171607218e-01 
       8.682528456384e+09       9.408119392418e-18       5.009024425817e-05       1.733377140300e+14       1.423913796849e+04       1.639975963036e-06       1.236317206200e+14       2.891961591696e-05       1.563737796772e+28       1.630090267563e+21       3.598234640386e+27       1.199411546783e+27       1.731540006286e-08       1.081034886695e+28       3.004596310514e+28       3.004596310514e+28       1.001532049167e+28      -7.997821223740e+32       4.619018392062e-02       1.015062881890e-01 
       8.589699930604e+09       9.612564468551e-18       5.063156822871e-05       1.696510763840e+14       1.423913796795e+04       1.657699114210e-06       1.223099224294e+14       2.923214897895e-05       1.497928357578e+28       1.578363343901e+21       3.446804007796e+27       1.148934669253e+27       1.731540006286e-08       1.035539855629e+28       2.878148771823e+28       2.878148771823e+28       9.593828713278e+27      -7.579325847521e+32       4.624058152570e-02       1.013956573452e-01 
       8.497863873233e+09       9.821452280506e-18       5.117874206917e-05       1.660428480864e+14       1.423913796740e+04       1.675613798731e-06       1.210022561334e+14       2.954805957236e-05       1.434888489022e+28       1.528277847518e+21       3.301746288253e+27       1.100582096073e+27       1.731540006286e-08       9.919594693890e+27       2.757022740064e+28       2.757022740064e+28       9.190075290776e+27      -7.182728732741e+32       4.629097913121e-02       1.012852674011e-01 
       8.407009673377e+09       1.003487937218e-17       5.173182762519e-05       1.625113614861e+14       1.423913796685e+04       1.693722086492e-06       1.197085706421e+14       2.986738419804e-05       1.374501634549e+28       1.479781691736e+21       3.162793279610e+27       1.054264426525e+27       1.731540006286e-08       9.502131507170e+27       2.640994261205e+28       2.640994261205e+28       8.803313710745e+27      -6.806884027183e+32       4.634137673715e-02       1.011751175710e-01 
       8.317126833590e+09       1.025294438515e-17       5.229089219938e-05       1.590549844001e+14       1.423913796629e+04       1.712026069756e-06       1.184287164808e+14       3.019015975128e-05       1.316656142851e+28       1.432824442725e+21       3.029688066929e+27       1.009896022299e+27       1.731540006286e-08       9.102237134262e+27       2.529848806253e+28       2.529848806253e+28       8.432828876556e+27      -6.450705836693e+32       4.639177434352e-02       1.010652070724e-01 
       8.228204968656e+09       1.047574810473e-17       5.285599763738e-05       1.556721193600e+14       1.423913796572e+04       1.730527863396e-06       1.171625457732e+14       3.051642352609e-05       1.261245061434e+28       1.387357267045e+21       2.902184547460e+27       9.673948491423e+26       1.731540006286e-08       8.719172196872e+27       2.423380874603e+28       2.423380874603e+28       8.077935786213e+27      -6.113165087800e+32       4.644217195033e-02       1.009555351262e-01 
       8.140233804392e+09       1.070339350640e-17       5.342720942281e-05       1.523612028727e+14       1.423913796515e+04       1.749229605140e-06       1.159099122236e+14       3.084621321955e-05       1.208165938866e+28       1.343332880867e+21       2.780046975612e+27       9.266823251932e+26       1.731540006286e-08       8.352228433222e+27       2.321393614083e+28       2.321393614083e+28       7.737978265820e+27      -5.793286554511e+32       4.649256955758e-02       1.008461009568e-01 
       8.053203176464e+09       1.093598580339e-17       5.400459485827e-05       1.491207046987e+14       1.423913796457e+04       1.768133455818e-06       1.146706711007e+14       3.117956693610e-05       1.157320635354e+28       1.300705500798e+21       2.663049527079e+27       8.876831756824e+26       1.731540006286e-08       8.000727388518e+27       2.223698456984e+28       2.223698456984e+28       7.412327756369e+27      -5.490146040677e+32       4.654296716529e-02       1.007369037919e-01 
       7.967103029204e+09       1.117363249524e-17       5.458822124638e-05       1.459491271442e+14       1.423913796399e+04       1.787241599614e-06       1.134446792204e+14       3.151652319198e-05       1.108615141289e+28       1.259430796271e+21       2.550975881303e+27       8.503252937574e+26       1.731540006286e-08       7.664019160535e+27       2.130114771416e+28       2.130114771416e+28       7.100382151566e+27      -5.202867709797e+32       4.659336477345e-02       1.006279428626e-01 
       7.881923414457e+09       1.141644341737e-17       5.517815407075e-05       1.428450043692e+14       1.423913796340e+04       1.806556244314e-06       1.122317949297e+14       3.185712091967e-05       1.061959403428e+28       1.219465843438e+21       2.443618821512e+27       8.145396071607e+26       1.731540006286e-08       7.341481197990e+27       2.040469527325e+28       2.040469527325e+28       6.801564684583e+27      -4.930621554540e+32       4.664376238208e-02       1.005192174032e-01 
       7.797654490427e+09       1.166453079220e-17       5.577446063398e-05       1.398069017100e+14       1.423913796280e+04       1.826079621565e-06       1.110318780897e+14       3.220139947241e-05       1.017267158391e+28       1.180769080536e+21       2.340779851591e+27       7.802599505206e+26       1.731540006286e-08       7.032517149485e+27       1.954596976576e+28       1.954596976576e+28       6.515322861653e+27      -4.672620998686e+32       4.669415999117e-02       1.004107266514e-01 
       7.714286520541e+09       1.191800928080e-17       5.637721369567e-05       1.368334150161e+14       1.423913796220e+04       1.845813987132e-06       1.098447900602e+14       3.254939862870e-05       9.744557731692e+27       1.143300264663e+21       2.242268829074e+27       7.474229430150e+26       1.731540006286e-08       6.736555760892e+27       1.872338346496e+28       1.872338346496e+28       6.241127440543e+27      -4.428120624535e+32       4.674455760073e-02       1.003024698482e-01 
       7.631809872321e+09       1.217699603598e-17       5.698647873942e-05       1.339231700010e+14       1.423913796159e+04       1.865761621155e-06       1.086703936829e+14       3.290115859696e-05       9.334460923366e+27       1.107020429927e+21       2.147903613584e+27       7.159678711852e+26       1.731540006286e-08       6.453049819143e+27       1.793541546311e+28       1.793541546311e+28       5.978471452021e+27      -4.196414019245e+32       4.679495521077e-02       1.001944462378e-01 
       7.550215016278e+09       1.244161075613e-17       5.760233034380e-05       1.310748216075e+14       1.423913796098e+04       1.885924828418e-06       1.075085532661e+14       3.325672002011e-05       8.941622917013e+27       1.071891846921e+21       2.057509730067e+27       6.858365766799e+26       1.731540006286e-08       6.181475140470e+27       1.718060885944e+28       1.718060885944e+28       5.726869262507e+27      -3.976831733852e+32       4.684535282130e-02       1.000866550677e-01 
