# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       5.687458356029e+06       2.336552966995e-11       8.149266656619e-02       6.980092681720e+07       1.448064354773e+04       2.546065411858e-03       8.235807162688e+10       4.704839561231e-02       2.879070478197e+15       4.626173873661e+11       2.292617140929e+12       3.592470360975e-08       1.990343671815e+15       4.872169384540e+15       4.872169384540e+15       1.623138050004e+15      -7.968165266795e+16       1.992436901662e-04       5.893864152936e-02 
       5.626651360689e+06       2.387323049185e-11       8.237322851346e-02       6.831657273655e+07       1.448064266717e+04       2.573580477149e-03       8.147754224753e+10       4.755675749344e-02       2.757905655066e+15       4.479373572124e+11       2.219866549017e+12       3.592470360975e-08       1.906580651496e+15       4.667154110468e+15       4.667154110468e+15       1.554828768854e+15      -7.551244745270e+16       1.993699266862e-04       5.891030707222e-02 
       5.566494478246e+06       2.439196241740e-11       8.326330392265e-02       6.686378644690e+07       1.448064177710e+04       2.601392893192e-03       8.060642697431e+10       4.807061130500e-02       2.641840017410e+15       4.337231618742e+11       2.149424519023e+12       3.592470360975e-08       1.826342772926e+15       4.470765938016e+15       4.470765938016e+15       1.489394263445e+15      -7.156139108020e+16       1.994961825696e-04       5.888210556879e-02 
       5.506980758073e+06       2.492196510813e-11       8.416299554665e-02       6.544189657174e+07       1.448064087740e+04       2.629505873372e-03       7.974462515708e+10       4.859001635643e-02       2.530658967528e+15       4.199600192243e+11       2.081217794386e+12       3.592470360975e-08       1.749481681565e+15       4.282641826906e+15       4.282641826906e+15       1.426713549698e+15      -6.781706906505e+16       1.996224580380e-04       5.885403788233e-02 
       5.448103323855e+06       2.546348343199e-11       8.507240724430e-02       6.405024601349e+07       1.448063996799e+04       2.657922665795e-03       7.889203722182e+10       4.911503259728e-02       2.424156938998e+15       4.066336162098e+11       2.015175443164e+12       3.592470360975e-08       1.675855266330e+15       4.102434014388e+15       4.102434014388e+15       1.366670735110e+15      -6.426866418098e+16       1.997487533156e-04       5.882610488658e-02 
       5.389855372794e+06       2.601676757601e-11       8.599164399857e-02       6.268819164980e+07       1.448063904876e+04       2.686646553673e-03       7.804856465907e+10       4.964572062399e-02       2.322137016603e+15       3.937300939677e+11       1.951228784265e+12       3.592470360975e-08       1.605327396840e+15       3.929809372322e+15       3.929809372322e+15       1.309154804481e+15      -6.090592520931e+16       1.998750686293e-04       5.879830746581e-02 
       5.332230174822e+06       2.658207316204e-11       8.692081192748e-02       6.135510403635e+07       1.448063811959e+04       2.715680855692e-03       7.721411001259e+10       5.018214168695e-02       2.224410572241e+15       3.812360334120e+11       1.889311316024e+12       3.592470360975e-08       1.537767671721e+15       3.764448791311e+15       3.764448791311e+15       1.254059414654e+15      -5.771913732260e+16       2.000014042084e-04       5.877064651497e-02 
       5.275221071829e+06       2.715966136522e-11       8.786001828958e-02       6.005036711592e+07       1.448063718038e+04       2.745028926406e-03       7.638857686809e+10       5.072435769751e-02       2.130796916167e+15       3.691384412786e+11       1.829358647045e+12       3.592470360975e-08       1.473051177501e+15       3.606046590757e+15       3.606046590757e+15       1.201282697890e+15      -5.469909401806e+16       2.001277602850e-04       5.874312293982e-02 
       5.218821476884e+06       2.774979903420e-11       8.880937150570e-02       5.877337793368e+07       1.448063623103e+04       2.774694156616e-03       7.557186984208e+10       5.127243123511e-02       2.041122962914e+15       3.574247366129e+11       1.771308429232e+12       3.592470360975e-08       1.411058257655e+15       3.454309953735e+15       3.454309953735e+15       1.150727073523e+15      -5.183707051945e+16       2.002541370937e-04       5.871573765699e-02 
       5.163024873486e+06       2.835275881470e-11       8.976898116271e-02       5.752354635850e+07       1.448063527142e+04       2.804679973769e-03       7.476389457085e+10       5.182642555449e-02       1.955222911260e+15       3.460827376858e+11       1.715100292956e+12       3.592470360975e-08       1.351674291368e+15       3.308958385659e+15       3.308958385659e+15       1.102299067543e+15      -4.912479857082e+16       2.003805348719e-04       5.868849159416e-02 
       5.107824814799e+06       2.896881927435e-11       9.073895803340e-02       5.630029481026e+07       1.448063430144e+04       2.834989842349e-03       7.396455769957e+10       5.238640459293e-02       1.872937937683e+15       3.351006493259e+11       1.660675784270e+12       3.592470360975e-08       1.294789481606e+15       3.169723195722e+15       3.169723195722e+15       1.055909139763e+15      -4.655444254913e+16       2.005069538597e-04       5.866138569009e-02 
       5.053214922916e+06       2.959826503262e-11       9.171941408567e-02       5.510305799286e+07       1.448063332099e+04       2.865627264277e-03       7.317376687152e+10       5.295243297764e-02       1.794115902699e+15       3.244670506524e+11       1.607978304118e+12       3.592470360975e-08       1.240298652111e+15       3.036347000164e+15       3.036347000164e+15       1.011471518270e+15      -4.411857682676e+16       2.006333942997e-04       5.863442089481e-02 
       4.999188888119e+06       3.024138689181e-11       9.271046249523e-02       5.393128263298e+07       1.448063232994e+04       2.896595779319e-03       7.239143071739e+10       5.352457603317e-02       1.718611069568e+15       3.141708831984e+11       1.556953049479e+12       3.592470360975e-08       1.188101052937e+15       2.908583246438e+15       2.908583246438e+15       9.689040408352e+14      -4.181016431859e+16       2.007598564377e-04       5.860759816971e-02 
       4.945740468147e+06       3.089848197134e-11       9.371221765832e-02       5.278442722439e+07       1.448063132818e+04       2.927898965493e-03       7.161745884475e+10       5.410289978897e-02       1.646283834840e+15       3.042014394102e+11       1.507546956369e+12       3.592470360975e-08       1.138100174171e+15       2.786195757406e+15       2.786195757406e+15       9.281280030036e+14      -3.962253615154e+16       2.008863405218e-04       5.858091848766e-02 
       4.892863487481e+06       3.156985384480e-11       9.472479520991e-02       5.166196177765e+07       1.448063031561e+04       2.959540439482e-03       7.085176182757e+10       5.468747098690e-02       1.577000470232e+15       2.945483515124e+11       1.459708644663e+12       3.592470360975e-08       1.090203567487e+15       2.668958294715e+15       2.668958294715e+15       8.890680125730e+14      -3.754937239795e+16       2.010128468034e-04       5.855438283313e-02 
       4.840551836625e+06       3.225581267970e-11       9.574831202917e-02       5.056336757521e+07       1.448062929209e+04       2.991523857053e-03       7.009425119593e+10       5.527835708898e-02       1.510632875378e+15       2.852015807251e+11       1.413388364655e+12       3.592470360975e-08       1.044322675223e+15       2.556654140546e+15       2.556654140546e+15       8.516518502002e+14      -3.558468381707e+16       2.011393755365e-04       5.852799220230e-02 
       4.788799471402e+06       3.295667538176e-11       9.678288625764e-02       4.948813693165e+07       1.448062825751e+04       3.023852913478e-03       6.934483942579e+10       5.587562628511e-02       1.447058340976e+15       2.761514068249e+11       1.368537945327e+12       3.592470360975e-08       1.000372666637e+15       2.449075696965e+15       2.449075696965e+15       8.158103358711e+14      -3.372279455195e+16       2.012659269781e-04       5.850174760321e-02 
       4.737600412258e+06       3.367276574063e-11       9.782863731016e-02       4.843577295902e+07       1.448062721176e+04       3.056531343962e-03       6.860343992883e+10       5.647934750093e-02       1.386159321910e+15       2.673884180357e+11       1.325110744248e+12       3.592470360975e-08       9.582722810659e+14       2.346024102138e+15       2.346024102138e+15       7.814772009919e+14      -3.195832573164e+16       2.013925013880e-04       5.847565005586e-02 
       4.686948743566e+06       3.440441457970e-11       9.888568589486e-02       4.740578933727e+07       1.448062615471e+04       3.089562924073e-03       6.786996704252e+10       5.708959040574e-02       1.327823219914e+15       2.589035012411e+11       1.283061599071e+12       3.592470360975e-08       9.179436776759e+14       2.247308862690e+15       2.247308862690e+15       7.485889658632e+14      -3.028617993152e+16       2.015190990291e-04       5.844970059235e-02 
       4.636838612948e+06       3.515195990789e-11       9.995415401863e-02       4.639771008941e+07       1.448062508625e+04       3.122951470181e-03       6.714433602015e+10       5.770642542049e-02       1.271942175386e+15       2.506878325073e+11       1.242346780567e+12       3.592470360975e-08       8.793122915420e+14       2.152747501541e+15       2.152747501541e+15       7.170848223093e+14      -2.870152644669e+16       2.016457201673e-04       5.842390025698e-02 
       4.587264230594e+06       3.591574707670e-11       1.010341650071e-01       4.541106936157e+07       1.448062400624e+04       3.156700839895e-03       6.642646302111e+10       5.832992372589e-02       1.218412867965e+15       2.427328679062e+11       1.202923947146e+12       3.592470360975e-08       8.423066957816e+14       2.062165220562e+15       2.062165220562e+15       6.869065212489e+14      -2.719978733587e+16       2.017723650714e-04       5.839825010643e-02 
       4.538219868597e+06       3.669612893966e-11       1.021258435158e-01       4.444541120771e+07       1.448062291456e+04       3.190814932512e-03       6.571626510112e+10       5.896015727062e-02       1.167136325496e+15       2.350303346304e+11       1.164752100823e+12       3.592470360975e-08       8.068584694914e+14       1.975394577422e+15       1.975394577422e+15       6.579982649956e+14      -2.577662419567e+16       2.018990340134e-04       5.837275120982e-02 
       4.489699860288e+06       3.749346601496e-11       1.032293155458e-01       4.350028937885e+07       1.448062181108e+04       3.225297689467e-03       6.501366020273e+10       5.959719877955e-02       1.118017741036e+15       2.275722223898e+11       1.127791544587e+12       3.592470360975e-08       7.729020712412e+14       1.892275176044e+15       1.892275176044e+15       6.303066040924e+14      -2.442792562680e+16       2.020257272683e-04       5.834740464891e-02 
       4.441698599584e+06       3.830812665224e-11       1.043447084576e-01       4.257526711690e+07       1.448062069569e+04       3.260153094786e-03       6.431856714578e+10       6.024112176216e-02       1.070966297566e+15       2.203507750814e+11       1.092003841111e+12       3.592470360975e-08       7.403747178927e+14       1.812653370075e+15       1.812653370075e+15       6.037803384863e+14      -2.314979535617e+16       2.021524451145e-04       5.832221151820e-02 
       4.394210540338e+06       3.914048720127e-11       1.054721509863e-01       4.166991695272e+07       1.448061956825e+04       3.295385175547e-03       6.363090561805e+10       6.089200052092e-02       1.025895000074e+15       2.133584827229e+11       1.057351772786e+12       3.592470360975e-08       7.092162685168e+14       1.736381978846e+15       1.736381978846e+15       5.783704228636e+14      -2.193854098046e+16       2.022791878331e-04       5.829717292502e-02 
       4.347230195701e+06       3.999093218768e-11       1.066117732553e-01       4.078382050863e+07       1.448061842863e+04       3.330998002349e-03       6.295059616597e+10       6.154991015987e-02       9.827205147055e+14       2.065880736431e+11       1.023799303010e+12       3.592470360975e-08       6.793691131980e+14       1.663320015280e+15       1.663320015280e+15       5.540298759678e+14      -2.079066329873e+16       2.024059557088e-04       5.827228998975e-02 
       4.300752137483e+06       4.085985448959e-11       1.077637067956e-01       3.991656830503e+07       1.448061727669e+04       3.366995689775e-03       6.227756018543e+10       6.221492659328e-02       9.413630146883e+14       2.000325069192e+11       9.913115387149e+11       3.592470360975e-08       6.507780665165e+14       1.593332425250e+15       1.593332425250e+15       5.307136937349e+14      -1.970284620315e+16       2.025327490294e-04       5.824756384591e-02 
       4.254770995532e+06       4.174765551929e-11       1.089280845554e-01       3.906775957114e+07       1.448061611232e+04       3.403382396876e-03       6.161171991273e+10       6.288712655430e-02       9.017460327350e+14       1.936849650553e+11       9.598546940794e+11       3.592470360975e-08       6.233902655146e+14       1.526289837909e+15       1.526289837909e+15       5.083787660832e+14      -1.867194709871e+16       2.026595680861e-04       5.822299564029e-02 
       4.209281457109e+06       4.265474540771e-11       1.101050409143e-01       3.823700205979e+07       1.448061493536e+04       3.440162327644e-03       6.095299841556e+10       6.356658760386e-02       8.637963196616e+14       1.875388468916e+11       9.293960553921e+11       3.592470360975e-08       5.971550719566e+14       1.462068326520e+15       1.462068326520e+15       4.869837972061e+14      -1.769498782426e+16       2.027864131732e-04       5.819858653310e-02 
       4.164278266276e+06       4.358154319438e-11       1.112947117053e-01       3.742391186612e+07       1.448061374569e+04       3.477339731502e-03       6.030131958412e+10       6.425338813950e-02       8.274437089541e+14       1.815877607402e+11       8.999039470311e+11       3.592470360975e-08       5.720239787015e+14       1.400549179363e+15       1.400549179363e+15       4.664892292185e+14      -1.676914604854e+16       2.029132845885e-04       5.817433769812e-02 
       4.119756223288e+06       4.452847702134e-11       1.124972342295e-01       3.662811325019e+07       1.448061254317e+04       3.514918903792e-03       5.965660812234e+10       6.494760740445e-02       7.926209870355e+14       1.758255177377e+11       8.713476985229e+11       3.592470360975e-08       5.479505200171e+14       1.341618680269e+15       1.341618680269e+15       4.468571690175e+14      -1.589174711647e+16       2.030401826332e-04       5.815025032283e-02 
       4.075710183994e+06       4.549598433030e-11       1.137127472648e-01       3.584923846329e+07       1.448061132765e+04       3.552904186274e-03       5.901878953918e+10       6.564932549669e-02       7.592637689918e+14       1.702461254090e+11       8.436976126464e+11       3.592470360975e-08       5.248901856678e+14       1.285167898398e+15       1.285167898398e+15       4.280513182199e+14      -1.506025632204e+16       2.031671076120e-04       5.812632560855e-02 
       4.032135059239e+06       4.648451206513e-11       1.149413910880e-01       3.508692757799e+07       1.448061009901e+04       3.591299967626e-03       5.838779014000e+10       6.635862337820e-02       7.273103795293e+14       1.648437814358e+11       8.169249345489e+11       3.592470360975e-08       5.028003386177e+14       1.231092486863e+15       1.231092486863e+15       4.100369060490e+14      -1.427227158556e+16       2.032940598328e-04       5.810256477062e-02 
       3.989025814282e+06       4.749451687639e-11       1.161833074912e-01       3.434082832181e+07       1.448060885709e+04       3.630110683952e-03       5.776353701807e+10       6.707558288418e-02       6.967017389404e+14       1.596128676219e+11       7.910018218429e+11       3.592470360975e-08       4.816401361981e+14       1.179292489828e+15       1.179292489828e+15       3.927806250462e+14      -1.352551651400e+16       2.034210396074e-04       5.807896903848e-02 
       3.946377468206e+06       4.852646533439e-11       1.174386397925e-01       3.361059591440e+07       1.448060760176e+04       3.669340819292e-03       5.714595804612e+10       6.780028673251e-02       6.673812538696e+14       1.545479440509e+11       7.659013156505e+11       3.592470360975e-08       4.613704545917e+14       1.129672157721e+15       1.129672157721e+15       3.762505694871e+14      -1.281783382458e+16       2.035480472508e-04       5.805553965588e-02 
       3.904185093350e+06       4.958083414376e-11       1.187075328617e-01       3.289589290819e+07       1.448060633287e+04       3.708994906143e-03       5.653498186805e+10       6.853281853327e-02       6.392947126756e+14       1.496437434289e+11       7.415973125681e+11       3.592470360975e-08       4.419538164955e+14       1.082139770227e+15       1.082139770227e+15       3.604161763904e+14      -1.214717911230e+16       2.036750830817e-04       5.803227788101e-02 
       3.862443814736e+06       5.065811036360e-11       1.199901331274e-01       3.219638903245e+07       1.448060505027e+04       3.749077525981e-03       5.593053789064e+10       6.927326279830e-02       6.123901851982e+14       1.448951656067e+11       7.180645375197e+11       3.592470360975e-08       4.233543218276e+14       1.036607466729e+15       1.036607466729e+15       3.452481690086e+14      -1.151161494371e+16       2.038021474227e-04       5.800918498664e-02 
       3.821148809506e+06       5.175879163193e-11       1.212865885991e-01       3.151176104064e+07       1.448060375381e+04       3.789593309791e-03       5.533255627541e+10       7.002170495092e-02       5.866179267423e+14       1.402972722755e+11       6.952785174717e+11       3.592470360975e-08       4.055375813502e+14       9.929910838822e+14       9.929910838822e+14       3.307185026975e+14      -1.090930525968e+16       2.039292405997e-04       5.798626226028e-02 
       3.780295306366e+06       5.288338639504e-11       1.225970488849e-01       3.084169256101e+07       1.448060244335e+04       3.830546938601e-03       5.474096793055e+10       7.077823133573e-02       5.619302861035e+14       1.358452818322e+11       6.732155559825e+11       3.592470360975e-08       3.884706530866e+14       9.512100000279e+14       9.512100000279e+14       3.168003130634e+14      -1.033851007105e+16       2.040563629425e-04       5.796351100434e-02 
       3.739878585032e+06       5.403241414365e-11       1.239216652029e-01       3.018587395042e+07       1.448060111874e+04       3.871943144022e-03       5.415570450296e+10       7.154292922855e-02       5.382816174643e+14       1.315345644057e+11       6.518527085590e+11       3.592470360975e-08       3.721219814131e+14       9.111869861503e+14       9.111869861503e+14       3.034678662925e+14      -9.797580431806e+15       2.041835147846e-04       5.794093253627e-02 
       3.699893975690e+06       5.520640565184e-11       1.252605904083e-01       2.954400215117e+07       1.448059977981e+04       3.913786708799e-03       5.357669837030e+10       7.231588684642e-02       5.156281959976e+14       1.273606370427e+11       6.311677587955e+11       3.592470360975e-08       3.564613387152e+14       8.728480631086e+14       8.728480631086e+14       2.906965115709e+14      -9.284953675301e+15       2.043106964634e-04       5.791852818876e-02 
       3.660336858450e+06       5.640590322260e-11       1.266139789986e-01       2.891578055103e+07       1.448059842642e+04       3.956082467358e-03       5.300388263324e+10       7.309719335776e-02       4.939281370228e+14       1.233191590454e+11       6.111391952693e+11       3.592470360975e-08       3.414597694984e+14       8.361223648755e+14       8.361223648755e+14       2.784626355071e+14      -8.799148899763e+15       2.044379083200e-04       5.789629930984e-02 
       3.621202662815e+06       5.763146093642e-11       1.279819871470e-01       2.830091884607e+07       1.448059705841e+04       3.998835306368e-03       5.243719110768e+10       7.388693889256e-02       4.731413185635e+14       1.194059274576e+11       5.917461891704e+11       3.592470360975e-08       3.270895368518e+14       8.009420075319e+14       8.009420075319e+14       2.667436184718e+14      -8.338762689981e+15       2.045651506995e-04       5.787424726308e-02 
       3.582486867155e+06       5.888364490897e-11       1.293647726998e-01       2.769913290653e+07       1.448059567563e+04       4.042050165302e-03       5.187655831712e+10       7.468521455276e-02       4.532293071647e+14       1.156168726934e+11       5.729685726398e+11       3.592470360975e-08       3.133240711639e+14       7.672419637739e+14       7.672419637739e+14       2.555177927762e+14      -7.902465062875e+15       2.046924239510e-04       5.785237342774e-02 
       3.544184998182e+06       6.016303355211e-11       1.307624952187e-01       2.711014464553e+07       1.448059427791e+04       4.085732037013e-03       5.132191948511e+10       7.549211242272e-02       4.341552868319e+14       1.119480543053e+11       5.547868177962e+11       3.592470360975e-08       3.001379209974e+14       7.349599427014e+14       7.349599427014e+14       2.447644026098e+14      -7.488995625208e+15       2.048197284273e-04       5.783067919893e-02 
       3.506292630433e+06       6.147021784058e-11       1.321753159755e-01       2.653368189049e+07       1.448059286508e+04       4.129885968306e-03       5.077321052774e+10       7.630772557975e-02       4.158839909610e+14       1.083956568863e+11       5.371820164279e+11       3.592470360975e-08       2.875067060313e+14       7.040362746656e+14       7.040362746656e+14       2.344635656641e+14      -7.097159932350e+15       2.049470644856e-04       5.780916598782e-02 
       3.468805385760e+06       6.280580158513e-11       1.336033979896e-01       2.596947825740e+07       1.448059143700e+04       4.174517060522e-03       5.023036804625e+10       7.713214810485e-02       3.983816371320e+14       1.049559861021e+11       5.201358603288e+11       3.592470360975e-08       2.754070719831e+14       6.744138009615e+14       6.744138009615e+14       2.245962363717e+14      -6.725826037558e+15       2.050744324867e-04       5.778783522173e-02 
       3.431718932823e+06       6.417040170926e-11       1.350469060362e-01       2.541727302768e+07       1.448058999349e+04       4.219630470130e-03       4.969332931972e+10       7.796547509342e-02       3.816158646484e+14       1.016254648487e+11       5.036306222592e+11       3.592470360975e-08       2.638166474281e+14       6.460377681636e+14       6.460377681636e+14       2.151441706922e+14      -6.373921221825e+15       2.052018327961e-04       5.776668834436e-02 
       3.395028986592e+06       6.556464853698e-11       1.365060066655e-01       2.487681102769e+07       1.448058853439e+04       4.265231409319e-03       4.916203229777e+10       7.880780266627e-02       3.655556747036e+14       9.840062953319e+10       4.876491375096e+11       3.592470360975e-08       2.527140024367e+14       6.188557269073e+14       6.188557269073e+14       2.060898923801e+14      -6.040428894830e+15       2.053292657829e-04       5.774572681593e-02 
       3.358731307848e+06       6.698918608230e-11       1.379808682268e-01       2.434784251080e+07       1.448058705953e+04       4.311325146603e-03       4.863641559346e+10       7.965922798061e-02       3.501713730668e+14       9.527812647096e+10       4.721747860508e+11       3.592470360975e-08       2.420786089512e+14       5.928174349306e+14       5.928174349306e+14       1.974166606727e+14      -5.724385658047e+15       2.054567318208e-04       5.772495211337e-02 
       3.322821702696e+06       6.844467234698e-11       1.394716608866e-01       2.383012304196e+07       1.448058556874e+04       4.357917007426e-03       4.811641847614e+10       8.051984924119e-02       3.354345151800e+14       9.225470839854e+10       4.571914752494e+11       3.592470360975e-08       2.318908028313e+14       5.678747641950e+14       5.678747641950e+14       1.891084393371e+14      -5.424878521529e+15       2.055842312876e-04       5.770436573053e-02 
       3.287296022080e+06       6.993177962274e-11       1.409785566429e-01       2.332341338476e+07       1.448058406184e+04       4.405012374781e-03       4.760198086448e+10       8.138976571157e-02       3.213178535659e+14       8.932723109635e+10       4.426836231324e+11       3.592470360975e-08       2.221317474960e+14       5.439816119162e+14       5.439816119162e+14       1.811498670207e+14      -5.141042266321e+15       2.057117645653e-04       5.768396917826e-02 
       3.252150161303e+06       7.145119480277e-11       1.425017293514e-01       2.282747939081e+07       1.448058253867e+04       4.452616689832e-03       4.709304331948e+10       8.226907772551e-02       3.077952874492e+14       8.649265011896e+10       4.286361421825e+11       3.592470360975e-08       2.127833990964e+14       5.210938153379e+14       5.210938153379e+14       1.735262288485e+14      -4.872056944879e+15       2.058393320405e-04       5.766376398467e-02 
       3.217380059552e+06       7.300361969926e-11       1.440413547443e-01       2.234209189160e+07       1.448058099905e+04       4.500735452537e-03       4.658954703764e+10       8.315788669851e-02       2.948418144978e+14       8.374801762893e+10       4.150344236478e+11       3.592470360975e-08       2.038284731535e+14       4.991690700926e+14       4.991690700926e+14       1.662234292171e+14      -4.617145512284e+15       2.059669341041e-04       5.764375169529e-02 
       3.182981699432e+06       7.458977136666e-11       1.455976104444e-01       2.186702659251e+07       1.448057944279e+04       4.549374222290e-03       4.609143384415e+10       8.405629513939e-02       2.824334845955e+14       8.109047933124e+10       4.018643223495e+11       3.592470360975e-08       1.952504126004e+14       4.781668519976e+14       4.781668519976e+14       1.592279657320e+14      -4.375571581402e+15       2.060945711513e-04       5.762393387325e-02 
       3.148951106498e+06       7.621038243334e-11       1.471706759967e-01       2.140206396922e+07       1.448057786972e+04       4.598538618559e-03       4.559864618618e+10       8.496440666213e-02       2.705473555596e+14       7.851727150492e+10       3.891121419713e+11       3.592470360975e-08       1.870333571694e+14       4.580483421425e+14       4.580483421425e+14       1.525269042430e+14      -4.146637295497e+15       2.062222435820e-04       5.760431209948e-02 
       3.115284348798e+06       7.786620143685e-11       1.487607328781e-01       2.094698916620e+07       1.448057627967e+04       4.648234321537e-03       4.511112712621e+10       8.588232599763e-02       2.591614507222e+14       7.602571812894e+10       3.767646208160e+11       3.592470360975e-08       1.791621140676e+14       4.387763551287e+14       4.387763551287e+14       1.461078549299e+14      -3.929681312171e+15       2.063499518007e-04       5.758488797285e-02 
       3.081977536419e+06       7.955799317310e-11       1.503679645211e-01       2.050159189744e+07       1.448057467244e+04       4.698467072799e-03       4.462882033546e+10       8.681015900584e-02       2.482547182969e+14       7.361322809924e+10       3.648089180139e+11       3.592470360975e-08       1.716221298862e+14       4.203152703292e+14       4.203152703292e+14       1.399589493944e+14      -3.724076892777e+15       2.064776962162e-04       5.756566311040e-02 
       3.049026821034e+06       8.128653904786e-11       1.519925563425e-01       2.006566634928e+07       1.448057304784e+04       4.749242675960e-03       4.415167008739e+10       8.774801268784e-02       2.378069924556e+14       7.127729253409e+10       3.532326001689e+11       3.592470360975e-08       1.643994636921e+14       4.026309660405e+14       4.026309660405e+14       1.340688187159e+14      -3.529230091817e+15       2.066054772424e-04       5.754663914752e-02 
       3.016428395463e+06       8.305263743762e-11       1.536346957546e-01       1.963901108524e+07       1.448057140570e+04       4.800566997353e-03       4.367962125127e+10       8.869599519815e-02       2.277989560430e+14       6.901548216498e+10       3.420236284282e+11       3.592470360975e-08       1.574807612526e+14       3.856907564062e+14       3.856907564062e+14       1.284265724319e+14      -3.344578041074e+15       2.067332952974e-04       5.752781773816e-02 
       2.984178493228e+06       8.485710405718e-11       1.552945721887e-01       1.922142895299e+07       1.448056974583e+04       4.852445966701e-03       4.321261928576e+10       8.965421585708e-02       2.182121048605e+14       6.682544481031e+10       3.311703459626e+11       3.592470360975e-08       1.508532303435e+14       3.694633309948e+14       3.694633309948e+14       1.230217784013e+14      -3.169587323520e+15       2.068611508045e-04       5.750920055498e-02 
       2.952273388122e+06       8.670077233578e-11       1.569723771263e-01       1.881272699317e+07       1.448056806802e+04       4.904885577804e-03       4.275061023269e+10       9.062278516328e-02       2.090287134532e+14       6.470490292918e+10       3.206614658437e+11       3.592470360975e-08       1.445046170977e+14       3.539186969197e+14       3.539186969197e+14       1.178444435170e+14      -3.003752432317e+15       2.069890441917e-04       5.749078928957e-02 
       2.920709393776e+06       8.858449380386e-11       1.586683041041e-01       1.841271635028e+07       1.448056637210e+04       4.957891889232e-03       4.229354071074e+10       9.160181480642e-02       2.002318023367e+14       6.265165125288e+10       3.104860593063e+11       3.592470360975e-08       1.384231833486e+14       3.390281233958e+14       3.390281233958e+14       1.128849952284e+14      -2.846594310443e+15       2.071169758917e-04       5.747258565267e-02 
       2.889482863230e+06       9.050913848465e-11       1.603825487546e-01       1.802121218532e+07       1.448056465785e+04       5.011471025023e-03       4.184135790933e+10       9.259141768001e-02       1.918051066031e+14       6.066355449153e+10       3.006335443828e+11       3.592470360975e-08       1.325976849265e+14       3.247640886285e+14       3.247640886285e+14       1.081342638432e+14      -2.697658966738e+15       2.072449463424e-04       5.745459137435e-02 
       2.858590188521e+06       9.247559529650e-11       1.621153088126e-01       1.763803359045e+07       1.448056292509e+04       5.065629175392e-03       4.139400958250e+10       9.359170789434e-02       1.837330458483e+14       5.873854511340e+10       2.910936748982e+11       3.592470360975e-08       1.270173508696e+14       3.111002289379e+14       3.111002289379e+14       1.035834655726e+14      -2.556516164357e+15       2.073729559864e-04       5.743680820420e-02 
       2.828027800256e+06       9.448477246013e-11       1.638667841526e-01       1.726300350532e+07       1.448056117362e+04       5.120372597445e-03       4.095144404286e+10       9.460280078946e-02       1.760006953650e+14       5.687462119485e+10       2.818565298152e+11       3.592470360975e-08       1.216718635086e+14       2.980112900246e+14       2.980112900246e+14       9.922418629119e+13      -2.422758177854e+15       2.075010052717e-04       5.741923791154e-02 
       2.797792167206e+06       9.653759792114e-11       1.656371767949e-01       1.689594863525e+07       1.448055940322e+04       5.175707615902e-03       4.051361015565e+10       9.562481294853e-02       1.685937585476e+14       5.506984433838e+10       2.729125029158e+11       3.592470360975e-08       1.165513393902e+14       2.854730802851e+14       2.854730802851e+14       9.504836597927e+13      -2.295998615301e+15       2.076290946510e-04       5.740188228565e-02 
       2.767879795893e+06       9.863501977740e-11       1.674266909486e-01       1.653669937118e+07       1.448055761371e+04       5.231640623828e-03       4.008045733281e+10       9.665786221113e-02       1.614985404589e+14       5.332233765678e+10       2.642522928123e+11       3.592470360975e-08       1.116463110035e+14       2.734624260929e+14       2.734624260929e+14       9.104828382081e+13      -2.175871302031e+15       2.077572245824e-04       5.738474313596e-02 
       2.738287230193e+06       1.007780067163e-10       1.692355330142e-01       1.618508971125e+07       1.448055580487e+04       5.288178083373e-03       3.965193552713e+10       9.770206768674e-02       1.547019225092e+14       5.163028382127e+10       2.558668932735e+11       3.592470360975e-08       1.069477092748e+14       2.619571289611e+14       2.619571289611e+14       8.721654392799e+13      -2.062029222803e+15       2.078853955292e-04       5.736782229225e-02 
       2.709011050931e+06       1.029675484617e-10       1.710639116263e-01       1.584095718406e+07       1.448055397649e+04       5.345326526514e-03       3.922799522647e+10       9.875754976843e-02       1.481913382005e+14       4.999192317154e+10       2.477475838590e+11       3.592470360975e-08       1.024468467996e+14       2.509359245072e+14       2.509359245072e+14       8.354606166672e+13      -1.954143519302e+15       2.080136079600e-04       5.735112160491e-02 
       2.680047875487e+06       1.052046562284e-10       1.729120376622e-01       1.550414277365e+07       1.448055212836e+04       5.403092555814e-03       3.880858744805e+10       9.982443014659e-02       1.419547498924e+14       4.840555188581e+10       2.398859208500e+11       3.592470360975e-08       9.813540178056e+13       2.403784431457e+14       2.403784431457e+14       8.003005055764e+13      -1.851902540102e+15       2.081418623486e-04       5.733464294507e-02 
