# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       7.215826716606e+10       1.451850686767e-19       6.424097591662e-06       1.123243579745e+16       1.448072503398e+04       2.006800551412e-07       1.044904025774e+15       3.708954686480e-06       7.459735919351e+31       9.447683141548e+23       4.682037663068e+24       3.592470360975e-08       5.157024912357e+31       1.261676139439e+32       1.261676139439e+32       4.205586943903e+31      -2.618631915238e+37       8.961684600279e-05       1.292981850482e-01 
       7.138679309641e+10       1.483400426989e-19       6.493522960227e-06       1.099353844612e+16       1.448072503391e+04       2.028487960532e-07       1.033732521896e+15       3.749037203177e-06       7.145795156137e+31       9.147884047982e+23       4.533464660947e+24       3.592470360975e-08       4.939993055679e+31       1.208578875664e+32       1.208578875664e+32       4.028596070605e+31      -2.481608928737e+37       8.974139761218e-05       1.291187334764e-01 
       7.062356717715e+10       1.515635765867e-19       6.563697752426e-06       1.075972208932e+16       1.448072503384e+04       2.050409744570e-07       1.022680457216e+15       3.789552889955e-06       6.845066496390e+31       8.857598344646e+23       4.389606259294e+24       3.592470360975e-08       4.732094920016e+31       1.157716194394e+32       1.157716194394e+32       3.859053805469e+31      -2.351755830732e+37       8.986594922224e-05       1.289397793423e-01 
       6.986850122389e+10       1.548571600786e-19       6.634631063207e-06       1.053087866178e+16       1.448072503377e+04       2.072568436406e-07       1.011746554759e+15       3.830506428019e-06       6.556993912673e+31       8.576524147394e+23       4.250312851806e+24       3.592470360975e-08       4.532946115440e+31       1.108994053891e+32       1.108994053891e+32       3.696646676037e+31      -2.228697448397e+37       8.999050083298e-05       1.287613205788e-01 
       6.912150799502e+10       1.582223155334e-19       6.706331987516e-06       1.030690239662e+16       1.448072503369e+04       2.094966596291e-07       1.000929551205e+15       3.871902549260e-06       6.281044777798e+31       8.304369151633e+23       4.115439579571e+24       3.592470360975e-08       4.342178428959e+31       1.062322370134e+32       1.062322370134e+32       3.541074402252e+31      -2.112078240266e+37       9.011505244441e-05       1.285833551340e-01 
       6.838250118169e+10       1.616605981274e-19       6.778807801311e-06       1.008768977648e+16       1.448072503362e+04       2.117606812149e-07       9.902281967378e+14       3.913746036604e-06       6.016708880034e+31       8.040850328341e+23       3.984846180417e+24       3.592470360975e-08       4.159439143716e+31       1.017614850264e+32       1.017614850264e+32       3.392049341250e+31      -2.001561268993e+37       9.023960405654e-05       1.284058809632e-01 
       6.765139539781e+10       1.651735970864e-19       6.852065780549e-06       9.873139485640e+15       1.448072503355e+04       2.140491699866e-07       9.796412549060e+14       3.956041724764e-06       5.763497479756e+31       7.785693629728e+23       3.858396843051e+24       3.592470360975e-08       3.984390386838e+31       9.747888330291e+31       9.747888330291e+31       3.249295955531e+31      -1.896827227877e+37       9.036415566938e-05       1.282288960370e-01 
       6.692810617018e+10       1.687629359634e-19       6.926115020178e-06       9.663152363238e+15       1.448072503347e+04       2.163623903601e-07       9.691675024761e+14       3.998794500622e-06       5.520942405804e+31       7.538633704241e+23       3.735960065818e+24       3.592470360975e-08       3.816708504729e+31       9.337651359516e+31       9.337651359516e+31       3.112550303511e+31      -1.797573518315e+37       9.048870728293e-05       1.280523983340e-01 
       6.621254992875e+10       1.724302737070e-19       7.000964615145e-06       9.457631357404e+15       1.448072503340e+04       2.187006096090e-07       9.588057292930e+14       4.042009303916e-06       5.288595189860e+31       7.299413620608e+23       3.617408519947e+24       3.592470360975e-08       3.656083464661e+31       8.944679089256e+31       8.944679089256e+31       2.981559551507e+31      -1.703513375529e+37       9.061325889720e-05       1.278763858455e-01 
       6.550464399694e+10       1.761773053103e-19       7.076625479385e-06       9.256481480422e+15       1.448072503332e+04       2.210640978948e-07       9.485547381400e+14       4.085691127766e-06       5.066026237261e+31       7.067784600642e+23       3.502618917132e+24       3.592470360975e-08       3.502218281539e+31       8.568244939740e+31       8.568244939740e+31       2.856081506267e+31      -1.614375040045e+37       9.073781051221e-05       1.277008565739e-01 
       6.480430658211e+10       1.800057624811e-19       7.153101250879e-06       9.059609764823e+15       1.448072503325e+04       2.234531282991e-07       9.384133446003e+14       4.129845019206e-06       4.852824032707e+31       6.843505760523e+23       3.391471881321e+24       3.592470360975e-08       3.354828468798e+31       8.207652909088e+31       8.207652909088e+31       2.735884167168e+31      -1.529900972524e+37       9.086236212796e-05       1.275258085309e-01 
       6.411145676609e+10       1.839174147243e-19       7.230404662550e-06       8.866925220421e+15       1.448072503317e+04       2.258679768544e-07       9.283803769203e+14       4.174476079877e-06       4.648594379400e+31       6.626343860290e+23       3.283851824568e+24       3.592470360975e-08       3.213641512405e+31       7.862236286454e+31       7.862236286454e+31       2.620745297268e+31      -1.449847109671e+37       9.098691374447e-05       1.273512397412e-01 
       6.342601449585e+10       1.879140698927e-19       7.308542990359e-06       8.678338792256e+15       1.448072503309e+04       2.283089225764e-07       9.184546758738e+14       4.219589466514e-06       4.452959670193e+31       6.416073061279e+23       3.179646826829e+24       3.592470360975e-08       3.078396366999e+31       7.531356419317e+31       7.531356419317e+31       2.510452012397e+31      -1.373982159094e+37       9.111146536174e-05       1.271771482389e-01 
       6.274790057423e+10       1.919975751952e-19       7.387527148239e-06       8.493763319436e+15       1.448072503301e+04       2.307762474961e-07       9.086350946288e+14       4.265190391605e-06       4.265558189425e+31       6.212474691265e+23       3.078748519565e+24       3.592470360975e-08       2.948842973236e+31       7.214401532660e+31       7.214401532660e+31       2.404800387553e+31      -1.302086931044e+37       9.123601697979e-05       1.270035320701e-01 
       6.207703665081e+10       1.961698179537e-19       7.467362593161e-06       8.313113494853e+15       1.448072503293e+04       2.332702366924e-07       8.989204986142e+14       4.311284123960e-06       4.086043444130e+31       6.015337017050e+23       2.981051973051e+24       3.592470360975e-08       2.824741795442e+31       6.910785597831e+31       6.910785597831e+31       2.303595079858e+31      -1.233953705133e+37       9.136056859862e-05       1.268303892907e-01 
       6.141334521283e+10       2.004327264901e-19       7.548062058049e-06       8.136305825756e+15       1.448072503285e+04       2.357911783250e-07       8.893097653892e+14       4.357875989326e-06       3.914083523398e+31       5.824455024271e+23       2.886455587249e+24       3.592470360975e-08       2.705863378735e+31       6.619947249023e+31       6.619947249023e+31       2.206648967378e+31      -1.169385630186e+37       9.148512021823e-05       1.266577179674e-01 
       6.075674957628e+10       2.047882710666e-19       7.629634637851e-06       7.963258595160e+15       1.448072503277e+04       2.383393636678e-07       8.798017845135e+14       4.404971371015e-06       3.749360484686e+31       5.639630204192e+23       2.794860986148e+24       3.592470360975e-08       2.591987924770e+31       6.341348745339e+31       6.341348745339e+31       2.113782803152e+31      -1.108196155497e+37       9.160967183863e-05       1.264855161777e-01 
       6.010717387698e+10       2.092384646789e-19       7.712087608525e-06       7.793891824081e+15       1.448072503269e+04       2.409150871423e-07       8.703954574190e+14       4.452575710488e-06       3.591569765972e+31       5.460670347269e+23       2.706172915461e+24       3.592470360975e-08       2.482904885351e+31       6.074474976548e+31       6.074474976548e+31       2.024824883775e+31      -1.050208491844e+37       9.173422345984e-05       1.263137820086e-01 
       5.946454306186e+10       2.137853641768e-19       7.795431884006e-06       7.628127234570e+15       1.448072503261e+04       2.435186463520e-07       8.610896972828e+14       4.500694508051e-06       3.440419622635e+31       5.287389343255e+23       2.620299143560e+24       3.592470360975e-08       2.378412573140e+31       5.818832510679e+31       5.818832510679e+31       1.939610731925e+31      -9.952551007092e+36       9.185877508186e-05       1.261425135587e-01 
       5.882878288027e+10       2.184310709729e-19       7.879676559241e-06       7.465888213535e+15       1.448072503252e+04       2.461503421165e-07       8.518834289016e+14       4.549333323405e-06       3.295630588038e+31       5.119606987656e+23       2.537150365564e+24       3.592470360975e-08       2.278317788751e+31       5.573948681700e+31       5.573948681700e+31       1.857982792263e+31      -9.431772102239e+36       9.198332670471e-05       1.259717089355e-01 
       5.819981987542e+10       2.231777322852e-19       7.964832548168e-06       7.307099777331e+15       1.448072503244e+04       2.488104785063e-07       8.427755885678e+14       4.598497776381e-06       3.156934956817e+31       4.957148794328e+23       2.456640110463e+24       3.592470360975e-08       2.182435463534e+31       5.339370715587e+31       5.339370715587e+31       1.779790140117e+31      -8.938243564436e+36       9.210787832840e-05       1.258013662581e-01 
       5.757758137586e+10       2.280275418652e-19       8.050907126744e-06       7.151688537104e+15       1.448072503235e+04       2.514993628782e-07       8.337651239460e+14       4.648193547504e-06       3.024076289904e+31       4.799845814015e+23       2.378684651193e+24       3.592470360975e-08       2.090588317403e+31       5.114664893174e+31       5.114664893174e+31       1.704888202436e+31      -8.470539486262e+36       9.223242995293e-05       1.256314836546e-01 
       5.696199548709e+10       2.329827412555e-19       8.137913027895e-06       6.999582664874e+15       1.448072503226e+04       2.542173059104e-07       8.248509939520e+14       4.698426378724e-06       2.896808940398e+31       4.647534458655e+23       2.303202917564e+24       3.592470360975e-08       2.002606531046e+31       4.899415748240e+31       4.899415748240e+31       1.633138490481e+31      -8.027308572574e+36       9.235698157832e-05       1.254620592643e-01 
       5.635299108330e+10       2.380456206034e-19       8.225859346567e-06       6.850711860335e+15       1.448072503217e+04       2.569646216385e-07       8.160321686323e+14       4.749202074011e-06       2.774897599371e+31       4.500056331251e+23       2.230116411947e+24       3.592470360975e-08       1.918327431950e+31       4.693225299334e+31       4.693225299334e+31       1.564408343774e+31      -7.607270236333e+36       9.248153320458e-05       1.252930912356e-01 
       5.575049779908e+10       2.432185199138e-19       8.314755177707e-06       6.705007318367e+15       1.448072503209e+04       2.597416274921e-07       8.073076290448e+14       4.800526500089e-06       2.658116860802e+31       4.357258061147e+23       2.159349127648e+24       3.592470360975e-08       1.837595193625e+31       4.495712313935e+31       4.495712313935e+31       1.498570684809e+31      -7.209210898721e+36       9.260608483172e-05       1.251245777276e-01 
       5.515444602134e+10       2.485038299652e-19       8.404613254243e-06       6.562401697231e+15       1.448072503200e+04       2.625486443310e-07       7.986763671416e+14       4.852405587057e-06       2.546250804817e+31       4.218991144529e+23       2.090827469855e+24       3.592470360975e-08       1.760260547493e+31       4.306511603582e+31       4.306511603582e+31       1.435503784103e+31      -6.831980482852e+36       9.273063645974e-05       1.249565169087e-01 
       5.456476688127e+10       2.539039935428e-19       8.495440852130e-06       6.422829087449e+15       1.448072503191e+04       2.653859964828e-07       7.901373856521e+14       4.904845329118e-06       2.439092598462e+31       4.085111789988e+23       2.024480179109e+24       3.592470360975e-08       1.686180506897e+31       4.125273348658e+31       4.125273348658e+31       1.375091035120e+31      -6.474489090964e+36       9.285518808867e-05       1.247889069575e-01 
       5.398139224633e+10       2.594215064880e-19       8.587250704295e-06       6.286224981340e+15       1.448072503181e+04       2.682540117800e-07       7.816896979680e+14       4.957851785244e-06       2.336444113288e+31       3.955480768985e+23       1.960238257196e+24       3.592470360975e-08       1.615218102735e+31       3.951662451602e+31       3.951662451602e+31       1.317220738674e+31      -6.135703855474e+36       9.297973971850e-05       1.246217460623e-01 
       5.340425471244e+10       2.650589188713e-19       8.680053724675e-06       6.152526243206e+15       1.448072503172e+04       2.711530215977e-07       7.733323280292e+14       5.011431079888e-06       2.238115559025e+31       3.829963271055e+23       1.898034895390e+24       3.592470360975e-08       1.547242130206e+31       3.785357917334e+31       3.785357917334e+31       1.261785896410e+31      -5.814645954805e+36       9.310429134926e-05       1.244550324207e-01 
       5.283328759615e+10       2.708188362282e-19       8.773859008215e-06       6.021671080153e+15       1.448072503163e+04       2.740833608925e-07       7.650643102112e+14       5.065589403700e-06       2.143925132667e+31       3.708428763615e+23       1.837805404977e+24       3.592470360975e-08       1.482126906224e+31       3.626052259756e+31       3.626052259756e+31       1.208684012964e+31      -5.510387785370e+36       9.322884298094e-05       1.242887642407e-01 
       5.226842492696e+10       2.767039206208e-19       8.868677468854e-06       5.893599013531e+15       1.448072503153e+04       2.770453682408e-07       7.568846892131e+14       5.120333014207e-06       2.053698682334e+31       3.590750856214e+23       1.779487149982e+24       3.592470360975e-08       1.419752037039e+31       3.473450933229e+31       3.473450933229e+31       1.157816906458e+31      -5.222050281526e+36       9.335339461357e-05       1.241229397390e-01 
       5.170960143969e+10       2.827168920934e-19       8.964520020527e-06       5.768250850980e+15       1.448072503144e+04       2.800393858778e-07       7.487925199478e+14       5.175668236600e-06       1.967269385277e+31       3.476807169091e+23       1.723019482027e+24       3.592470360975e-08       1.360002195637e+31       3.327271787983e+31       3.327271787983e+31       1.109090526971e+31      -4.948800375770e+36       9.347794624716e-05       1.239575571427e-01 
       5.115675256693e+10       2.888605296380e-19       9.061399396160e-06       5.645568659076e+15       1.448072503134e+04       2.830657597374e-07       7.407868674325e+14       5.231601464378e-06       1.884477439430e+31       3.366479205909e+23       1.668343677265e+24       3.592470360975e-08       1.302766908505e+31       3.187244548434e+31       3.187244548434e+31       1.062414782645e+31      -4.689848591836e+36       9.360249788172e-05       1.237926146872e-01 
       5.060981443159e+10       2.951376728044e-19       9.159326509689e-06       5.525495736553e+15       1.448072503124e+04       2.861248394919e-07       7.328668066804e+14       5.288139160185e-06       1.805169767953e+31       3.259652230520e+23       1.615402875302e+24       3.592470360975e-08       1.247940351376e+31       3.053110313467e+31       3.053110313467e+31       1.017703373110e+31      -4.444446763728e+36       9.372704951725e-05       1.236281106188e-01 
       5.006872383951e+10       3.015512226833e-19       9.258310456062e-06       5.407976588097e+15       1.448072503114e+04       2.892169785927e-07       7.250314225946e+14       5.345287856456e-06       1.729199736198e+31       3.156215147649e+23       1.564142020074e+24       3.592470360975e-08       1.195421153567e+31       2.924621077740e+31       2.924621077740e+31       9.748736299214e+30      -4.211885874113e+36       9.385160115378e-05       1.234640431915e-01 
       4.953341827217e+10       3.081041435644e-19       9.358363968204e-06       5.292956898698e+15       1.448072503104e+04       2.923425343105e-07       7.172798098614e+14       5.403054156270e-06       1.656426880590e+31       3.056060387356e+23       1.514507802584e+24       3.592470360975e-08       1.145112210546e+31       2.801539273147e+31       2.801539273147e+31       9.338463637119e+30      -3.991494005823e+36       9.397615279131e-05       1.233004106699e-01 
       4.900383587948e+10       3.147994640094e-19       9.459499779041e-06       5.180383508545e+15       1.448072503094e+04       2.955018677775e-07       7.096110728466e+14       5.461444734022e-06       1.586716648924e+31       2.959083793170e+23       1.466448605465e+24       3.592470360975e-08       1.096920504401e+31       2.683637329561e+31       2.683637329561e+31       8.945457177751e+30      -3.782634400543e+36       9.410070442985e-05       1.231372113268e-01 
       4.847991547258e+10       3.216402785191e-19       9.561728802510e-06       5.070204388461e+15       1.448072503084e+04       2.986953440282e-07       7.020243254912e+14       5.520466336273e-06       1.519940151585e+31       2.865184513772e+23       1.419914449303e+24       3.592470360975e-08       1.050756931848e+31       2.570697254077e+31       2.570697254077e+31       8.568990278111e+30      -3.584703619084e+36       9.422525606942e-05       1.229744434448e-01 
       4.796159651682e+10       3.286297487377e-19       9.665061952546e-06       4.962368615849e+15       1.448072503074e+04       3.019233320424e-07       6.945186912097e+14       5.580125782465e-06       1.455973923238e+31       2.774264898109e+23       1.374856940656e+24       3.592470360975e-08       1.006536139490e+31       2.462510227956e+31       2.462510227956e+31       8.208366875758e+30      -3.397129797920e+36       9.434980771003e-05       1.228121053152e-01 
       4.744881912477e+10       3.357711050856e-19       9.769511962077e-06       4.856826351162e+15       1.448072503063e+04       3.051862047872e-07       6.870933027885e+14       5.640429965758e-06       1.394699694549e+31       2.686230393850e+23       1.331229221731e+24       3.592470360975e-08       9.641763660005e+30       2.358876220534e+31       2.358876220534e+31       7.862920201830e+30      -3.219370996956e+36       9.447435935170e-05       1.226501952384e-01 
       4.694152404926e+10       3.430676481499e-19       9.875089745037e-06       4.753528814869e+15       1.448072503053e+04       3.084843392605e-07       6.797473022856e+14       5.701385853797e-06       1.336004173515e+31       2.600989449047e+23       1.288985921651e+24       3.592470360975e-08       9.235992909555e+30       2.259603619379e+31       2.259603619379e+31       7.532011548234e+30      -3.050913633747e+36       9.459891099443e-05       1.224887115239e-01 
       4.643965267656e+10       3.505227502270e-19       9.981809853343e-06       4.652428264904e+15       1.448072503042e+04       3.118181165342e-07       6.724798409319e+14       5.763000489521e-06       1.279778835993e+31       2.518453416930e+23       1.248083109275e+24       3.592470360975e-08       8.847298900220e+30       2.164508876007e+31       2.164508876007e+31       7.215029086715e+30      -2.891270999652e+36       9.472346263824e-05       1.223276524897e-01 
       4.594314701961e+10       3.581398569676e-19       1.008968320093e-05       4.553477974606e+15       1.448072503031e+04       3.151879217986e-07       6.652900790325e+14       5.825280992001e-06       1.225919725045e+31       2.438536463718e+23       1.208478247506e+24       3.592470360975e-08       8.474962962440e+30       2.073416166522e+31       2.073416166522e+31       6.911386737631e+30      -2.739981853631e+36       9.484801428314e-05       1.221670164634e-01 
       4.545194971130e+10       3.659224887688e-19       1.019872070174e-05       4.456632211123e+15       1.448072503020e+04       3.185941444066e-07       6.581771858703e+14       5.888234557211e-06       1.174327258733e+31       2.361155479354e+23       1.170130149060e+24       3.592470360975e-08       8.118296671648e+30       1.986157066522e+31       1.986157066522e+31       6.620523086325e+30      -2.596609089622e+36       9.497256592915e-05       1.220068017803e-01 
       4.496600399787e+10       3.738742427085e-19       1.030893872667e-05       4.361846214271e+15       1.448072503009e+04       3.220371779191e-07       6.511403396096e+14       5.951868458937e-06       1.124906045990e+31       2.286229991076e+23       1.132998933630e+24       3.592470360975e-08       7.776640575419e+30       1.902570239695e+31       1.902570239695e+31       6.341900345108e+30      -2.460738473651e+36       9.509711757628e-05       1.218470067857e-01 
       4.448525373233e+10       3.819987938175e-19       1.042034637067e-05       4.269076175849e+15       1.448072502998e+04       3.255174201497e-07       6.441787272013e+14       6.016190049518e-06       1.077564710259e+31       2.213682079726e+23       1.097045986413e+24       3.592470360975e-08       7.449362974189e+30       1.822501139520e+31       1.822501139520e+31       6.075003358928e+30      -2.331977447022e+36       9.522166922453e-05       1.216876298321e-01 
       4.400964336799e+10       3.902998972108e-19       1.053296000464e-05       4.178279219393e+15       1.448072502987e+04       3.290352732117e-07       6.372915442889e+14       6.081206760804e-06       1.032215720535e+31       2.143436298724e+23       1.062233917952e+24       3.592470360975e-08       7.135858753281e+30       1.745801723521e+31       1.745801723521e+31       5.819338652878e+30      -2.209953992134e+36       9.534622087394e-05       1.215286692820e-01 
       4.353911795203e+10       3.987813893877e-19       1.064678872353e-05       4.089413380358e+15       1.448072502975e+04       3.325911435637e-07       6.304779951158e+14       6.146926104910e-06       9.887752295298e+30       2.075419595597e+23       1.028526525252e+24       3.592470360975e-08       6.835548264087e+30       1.672330179545e+31       1.672330179545e+31       5.574433519795e+30      -2.094315557643e+36       9.547077252450e-05       1.213701235053e-01 
       4.307362311914e+10       4.074471904230e-19       1.076184707927e-05       4.002437586724e+15       1.448072502964e+04       3.361854420569e-07       6.237372924330e+14       6.213355675183e-06       9.471629186434e+30       2.009561236017e+23       9.958887541324e+23       3.592470360975e-08       6.547876252340e+30       1.601950663562e+31       1.601950663562e+31       5.339835146258e+30      -1.984728039866e+36       9.559532417624e-05       1.212119908815e-01 
       4.261310508527e+10       4.163013053892e-19       1.087815144274e-05       3.917311640010e+15       1.448072502952e+04       3.398185839827e-07       6.170686574084e+14       6.280503146983e-06       9.073018494605e+30       1.945792730237e+23       9.642866627722e+23       3.592470360975e-08       6.272310831484e+30       1.534533048496e+31       1.534533048496e+31       5.115109775363e+30      -1.880874817490e+36       9.571987582917e-05       1.210542697974e-01 
       4.215751064139e+10       4.253478265555e-19       1.099571090890e-05       3.833996196698e+15       1.448072502940e+04       3.434909891203e-07       6.104713195366e+14       6.348376278661e-06       8.691183214958e+30       1.884047761862e+23       9.336873864093e+23       3.592470360975e-08       6.008342499247e+30       1.469952683630e+31       1.469952683630e+31       4.899841904735e+30      -1.782455836782e+36       9.584442748330e-05       1.208969586492e-01 
       4.170678714734e+10       4.345909349880e-19       1.111454002967e-05       3.752452750051e+15       1.448072502929e+04       3.472030817857e-07       6.039445165501e+14       6.416982912378e-06       8.325417359271e+30       1.824262118887e+23       9.040591031650e+23       3.592470360975e-08       5.755483195612e+30       1.408090164137e+31       1.408090164137e+31       4.693633518294e+30      -1.689186744672e+36       9.596897913865e-05       1.207400558406e-01 
       4.126088252578e+10       4.440349026998e-19       1.123465517594e-05       3.672643612312e+15       1.448072502917e+04       3.509552908803e-07       5.974874943310e+14       6.486330975066e-06       7.975044650625e+30       1.766373626917e+23       8.753710009501e+23       3.592470360975e-08       5.513265400420e+30       1.348831110305e+31       1.348831110305e+31       4.496103350348e+30      -1.600798067199e+36       9.609353079523e-05       1.205835597842e-01 
       4.081974525613e+10       4.536840945001e-19       1.135606726166e-05       3.594531897285e+15       1.448072502904e+04       3.547480499407e-07       5.910995068242e+14       6.556428479316e-06       7.639417273013e+30       1.710322084511e+23       8.475932454213e+23       3.592470360975e-08       5.281241268960e+30       1.292065956060e+31       1.292065956060e+31       4.306886180658e+30      -1.517034430943e+36       9.621808245305e-05       1.204274689005e-01 
       4.038332436866e+10       4.635429700226e-19       1.147879265773e-05       3.518081503292e+15       1.448072502892e+04       3.585817971886e-07       5.847798159508e+14       6.627283524303e-06       7.317914673573e+30       1.656049200571e+23       8.206969489555e+23       3.592470360975e-08       5.058981803930e+30       1.237689746381e+31       1.237689746381e+31       4.125632159168e+30      -1.437653825197e+36       9.634263411214e-05       1.202717816181e-01 
       3.995156943855e+10       4.736160859146e-19       1.160284227808e-05       3.443257096483e+15       1.448072502880e+04       3.624569755816e-07       5.785276915230e+14       6.698904296753e-06       7.009942415225e+30       1.603498533725e+23       7.946541406073e+23       3.592470360975e-08       4.846076062254e+30       1.185601943248e+31       1.185601943248e+31       3.952006159160e+30      -1.362426902749e+36       9.646718577251e-05       1.201164963742e-01 
       3.952443058011e+10       4.839080976632e-19       1.172823431261e-05       3.370024094509e+15       1.448072502867e+04       3.663740328645e-07       5.723424111599e+14       6.771299071826e-06       6.714931077596e+30       1.552615433632e+23       7.694377370210e+23       3.592470360975e-08       4.642130395272e+30       1.135706239757e+31       1.135706239757e+31       3.785687157623e+30      -1.291136317249e+36       9.659173743418e-05       1.199616116132e-01 
       3.910185844100e+10       4.944237621650e-19       1.185498149425e-05       3.298348650532e+15       1.448072502855e+04       3.703334216205e-07       5.662232602037e+14       6.844476214165e-06       6.432335204200e+30       1.503346984141e+23       7.450215142647e+23       3.592470360975e-08       4.446767720911e+30       1.087910382047e+31       1.087910382047e+31       3.626367641704e+30      -1.223576095248e+36       9.671628909715e-05       1.198071257887e-01 
       3.868380419652e+10       5.051679394038e-19       1.198309655592e-05       3.228197637592e+15       1.448072502842e+04       3.743355993242e-07       5.601695316374e+14       6.918444178747e-06       6.161632293924e+30       1.455641948271e+23       7.213800805590e+23       3.592470360975e-08       4.259626826483e+30       1.042125998735e+31       1.042125998735e+31       3.473753040136e+30      -1.159551041101e+36       9.684084076144e-05       1.196530373610e-01 
       3.827021954398e+10       5.161455952682e-19       1.211259768752e-05       3.159538633286e+15       1.448072502829e+04       3.783810283938e-07       5.541805260031e+14       6.993211511986e-06       5.902321834959e+30       1.409450714916e+23       6.984888498701e+23       3.592470360975e-08       4.080361700831e+30       9.982684375224e+30       9.982684375224e+30       3.327561178597e+30      -1.098876173003e+36       9.696539242708e-05       1.194993447994e-01 
       3.786105669712e+10       5.273618032736e-19       1.224349762197e-05       3.092339904790e+15       1.448072502816e+04       3.824701762452e-07       5.482555513209e+14       7.068786852592e-06       5.653924379387e+30       1.364725247262e+23       6.763240163422e+23       3.592470360975e-08       3.908640894572e+30       9.562566086756e+30       9.562566086756e+30       3.187521757986e+30      -1.041376188541e+36       9.708994409408e-05       1.193460465800e-01 
       3.745626838056e+10       5.388217474562e-19       1.237581273017e-05       3.026570394190e+15       1.448072502802e+04       3.866035153452e-07       5.423939230092e+14       7.145178932697e-06       5.415980656712e+30       1.321419032821e+23       6.548625295397e+23       3.592470360975e-08       3.744146907273e+30       9.160128350989e+30       9.160128350989e+30       3.053375854662e+30      -9.868849582042e+35       9.721449576245e-05       1.191931411879e-01 
       3.705580782438e+10       5.505307242165e-19       1.250955756404e-05       2.962199704129e+15       1.448072502789e+04       3.907815232670e-07       5.365949638057e+14       7.222396578732e-06       5.188050724700e+30       1.279487035068e+23       6.340820704763e+23       3.592470360975e-08       3.586575600411e+30       8.774627087142e+30       8.774627087142e+30       2.924875441704e+30      -9.352450454036e+35       9.733904743221e-05       1.190406271146e-01 
       3.665962875870e+10       5.624941452703e-19       1.264474849449e-05       2.899198083755e+15       1.448072502776e+04       3.950046827445e-07       5.308580036888e+14       7.300448712569e-06       4.969713155956e+30       1.238885646601e+23       6.139610284041e+23       3.592470360975e-08       3.435635635043e+30       8.405349528848e+30       8.405349528848e+30       2.801782930333e+30      -8.863072516051e+35       9.746359910338e-05       1.188885028604e-01 
       3.626768540832e+10       5.747175398903e-19       1.278140007344e-05       2.837536414974e+15       1.448072502762e+04       3.992734817287e-07       5.251823798005e+14       7.379344352483e-06       4.760564258728e+30       1.199572643792e+23       5.944784783394e+23       3.592470360975e-08       3.291047933138e+30       8.051612906303e+30       8.051612906303e+30       2.683870730622e+30      -8.399301852626e+35       9.758815077598e-05       1.187367669328e-01 
       3.587993248744e+10       5.872065574813e-19       1.291952685278e-05       2.777186198990e+15       1.448072502748e+04       4.035884134439e-07       5.195674363696e+14       7.459092614208e-06       4.560217330516e+30       1.161507142876e+23       5.756141593016e+23       3.592470360975e-08       3.152545161582e+30       7.712763183863e+30       7.712763183863e+30       2.570920830699e+30      -7.959798533085e+35       9.771270245002e-05       1.185854178472e-01 
       3.549632519443e+10       5.999669702510e-19       1.305914884142e-05       2.718119543137e+15       1.448072502734e+04       4.079499764445e-07       5.140125246361e+14       7.539702711998e-06       4.368301943075e+30       1.124649557436e+23       5.573484532425e+23       3.592470360975e-08       3.019871237895e+30       7.388173850783e+30       7.388173850783e+30       2.462724393657e+30      -7.543292740196e+35       9.783725412552e-05       1.184344541263e-01 
       3.511681920667e+10       6.130046758225e-19       1.320027877227e-05       2.660309147981e+15       1.448072502720e+04       4.123586746728e-07       5.085170027762e+14       7.621183959681e-06       4.184463257526e+30       1.088961557230e+23       5.396623646450e+23       3.592470360975e-08       2.892780856749e+30       7.077244762833e+30       7.077244762833e+30       2.359081371425e+30      -7.148581101404e+35       9.796180580249e-05       1.182838743006e-01 
       3.474137067539e+10       6.263256999212e-19       1.334293301625e-05       2.603728294710e+15       1.448072502706e+04       4.168150175174e-07       5.030802358279e+14       7.703545771727e-06       4.008361368275e+30       1.054406028335e+23       5.225375007680e+23       3.592470360975e-08       2.771039036422e+30       6.779401032675e+30       6.779401032675e+30       2.259800134899e+30      -6.774523212033e+35       9.808635748096e-05       1.181336769077e-01 
       3.436993622064e+10       6.399361992902e-19       1.348712976323e-05       2.548350832780e+15       1.448072502691e+04       4.213195198715e-07       4.977015956181e+14       7.786797664364e-06       3.839670674556e+30       1.020947034547e+23       5.059560525189e+23       3.592470360975e-08       2.654420684325e+30       6.494091966932e+30       6.494091966932e+30       2.164697119627e+30      -6.420038340421e+35       9.821090916095e-05       1.179838604929e-01 
       3.400247292625e+10       6.538424644089e-19       1.363288356515e-05       2.494151167831e+15       1.448072502677e+04       4.258727021929e-07       4.923804606896e+14       7.870949256650e-06       3.678079278413e+30       9.885497800086e+22       4.899007759335e+23       3.592470360975e-08       2.542710180825e+30       6.220790047994e+30       6.220790047994e+30       2.073596486413e+30      -6.084102305456e+35       9.833546084246e-05       1.178344236085e-01 
