#    L    TT             EE             TE          
   506   0.269838E+04   0.869629E+01  -0.654956E+02
   507   0.270627E+04   0.857461E+01  -0.643448E+02
   508   0.271395E+04   0.845691E+01  -0.631715E+02
   509   0.272142E+04   0.834327E+01  -0.619763E+02
   510   0.272868E+04   0.823376E+01  -0.607601E+02
   511   0.273573E+04   0.812847E+01  -0.595235E+02
   512   0.274257E+04   0.802745E+01  -0.582672E+02
   513   0.274919E+04   0.793080E+01  -0.569920E+02
   514   0.275558E+04   0.783859E+01  -0.556986E+02
   515   0.276175E+04   0.775089E+01  -0.543877E+02
   516   0.276769E+04   0.766777E+01  -0.530601E+02
   517   0.277340E+04   0.758930E+01  -0.517166E+02
   518   0.277887E+04   0.751555E+01  -0.503579E+02
   519   0.278411E+04   0.744659E+01  -0.489848E+02
   520   0.278909E+04   0.738247E+01  -0.475980E+02
   521   0.279384E+04   0.732328E+01  -0.461984E+02
   522   0.279833E+04   0.726907E+01  -0.447866E+02
   523   0.280256E+04   0.721989E+01  -0.433634E+02
   524   0.280655E+04   0.717579E+01  -0.419297E+02
   525   0.281028E+04   0.713683E+01  -0.404862E+02
   526   0.281376E+04   0.710304E+01  -0.390337E+02
   527   0.281700E+04   0.707447E+01  -0.375728E+02
   528   0.281997E+04   0.705118E+01  -0.361045E+02
   529   0.282269E+04   0.703319E+01  -0.346294E+02
   530   0.282517E+04   0.702056E+01  -0.331485E+02
   531   0.282738E+04   0.701332E+01  -0.316625E+02
   532   0.282934E+04   0.701150E+01  -0.301723E+02
   533   0.283104E+04   0.701513E+01  -0.286787E+02
   534   0.283248E+04   0.702425E+01  -0.271826E+02
   535   0.283366E+04   0.703891E+01  -0.256846E+02
   536   0.283458E+04   0.705912E+01  -0.241859E+02
   537   0.283525E+04   0.708490E+01  -0.226869E+02
   538   0.283566E+04   0.711628E+01  -0.211887E+02
   539   0.283582E+04   0.715327E+01  -0.196919E+02
   540   0.283570E+04   0.719589E+01  -0.181973E+02
   541   0.283534E+04   0.724417E+01  -0.167058E+02
   542   0.283473E+04   0.729811E+01  -0.152180E+02
   543   0.283385E+04   0.735773E+01  -0.137349E+02
   544   0.283272E+04   0.742304E+01  -0.122570E+02
   545   0.283134E+04   0.749402E+01  -0.107852E+02
   546   0.282971E+04   0.757069E+01  -0.932007E+01
   547   0.282782E+04   0.765305E+01  -0.786247E+01
   548   0.282568E+04   0.774102E+01  -0.641306E+01
   549   0.282329E+04   0.783477E+01  -0.497259E+01
   550   0.282065E+04   0.793409E+01  -0.354177E+01
   551   0.281777E+04   0.803914E+01  -0.212137E+01
   552   0.281464E+04   0.814978E+01  -0.712187E+00
   553   0.281127E+04   0.826603E+01   0.684954E+00
   554   0.280767E+04   0.838787E+01   0.206924E+01
   555   0.280383E+04   0.851526E+01   0.343986E+01
   556   0.279975E+04   0.864820E+01   0.479597E+01
   557   0.279546E+04   0.878661E+01   0.613683E+01
   558   0.279093E+04   0.893052E+01   0.746160E+01
   559   0.278618E+04   0.907985E+01   0.876964E+01
   560   0.278121E+04   0.923461E+01   0.100602E+02
   561   0.277602E+04   0.939466E+01   0.113325E+02
   562   0.277061E+04   0.956008E+01   0.125860E+02
   563   0.276500E+04   0.973073E+01   0.138198E+02
   564   0.275918E+04   0.990662E+01   0.150332E+02
   565   0.275314E+04   0.100877E+02   0.162256E+02
   566   0.274690E+04   0.102739E+02   0.173965E+02
   567   0.274047E+04   0.104651E+02   0.185450E+02
   568   0.273383E+04   0.106614E+02   0.196706E+02
   569   0.272700E+04   0.108626E+02   0.207727E+02
   570   0.271998E+04   0.110687E+02   0.218506E+02
   571   0.271276E+04   0.112796E+02   0.229037E+02
   572   0.270537E+04   0.114953E+02   0.239316E+02
   573   0.269780E+04   0.117156E+02   0.249335E+02
   574   0.269004E+04   0.119406E+02   0.259091E+02
   575   0.268213E+04   0.121701E+02   0.268579E+02
   576   0.267404E+04   0.124041E+02   0.277793E+02
   577   0.266580E+04   0.126425E+02   0.286729E+02
   578   0.265741E+04   0.128852E+02   0.295380E+02
   579   0.264886E+04   0.131322E+02   0.303743E+02
   580   0.264017E+04   0.133833E+02   0.311813E+02
   581   0.263134E+04   0.136385E+02   0.319584E+02
   582   0.262237E+04   0.138977E+02   0.327052E+02
   583   0.261327E+04   0.141608E+02   0.334213E+02
   584   0.260405E+04   0.144278E+02   0.341061E+02
   585   0.259470E+04   0.146984E+02   0.347592E+02
   586   0.258524E+04   0.149727E+02   0.353802E+02
   587   0.257565E+04   0.152506E+02   0.359687E+02
   588   0.256597E+04   0.155319E+02   0.365245E+02
   589   0.255617E+04   0.158166E+02   0.370471E+02
   590   0.254628E+04   0.161045E+02   0.375362E+02
   591   0.253630E+04   0.163956E+02   0.379916E+02
   592   0.252622E+04   0.166898E+02   0.384127E+02
   593   0.251606E+04   0.169869E+02   0.387994E+02
   594   0.250582E+04   0.172869E+02   0.391514E+02
   595   0.249550E+04   0.175896E+02   0.394685E+02
   596   0.248511E+04   0.178949E+02   0.397504E+02
   597   0.247465E+04   0.182028E+02   0.399969E+02
   598   0.246413E+04   0.185131E+02   0.402077E+02
   599   0.245355E+04   0.188258E+02   0.403826E+02
   600   0.244291E+04   0.191406E+02   0.405215E+02
   601   0.243223E+04   0.194576E+02   0.406243E+02
   602   0.242150E+04   0.197765E+02   0.406910E+02
   603   0.241074E+04   0.200973E+02   0.407213E+02
   604   0.239994E+04   0.204198E+02   0.407153E+02
   605   0.238911E+04   0.207438E+02   0.406728E+02
   606   0.237826E+04   0.210694E+02   0.405938E+02
   607   0.236739E+04   0.213963E+02   0.404782E+02
   608   0.235651E+04   0.217243E+02   0.403261E+02
   609   0.234563E+04   0.220535E+02   0.401375E+02
   610   0.233474E+04   0.223836E+02   0.399123E+02
   611   0.232386E+04   0.227143E+02   0.396505E+02
   612   0.231299E+04   0.230458E+02   0.393522E+02
   613   0.230212E+04   0.233778E+02   0.390173E+02
   614   0.229129E+04   0.237101E+02   0.386461E+02
   615   0.228046E+04   0.240426E+02   0.382386E+02
   616   0.226968E+04   0.243753E+02   0.377952E+02
   617   0.225893E+04   0.247080E+02   0.373159E+02
   618   0.224823E+04   0.250407E+02   0.368010E+02
   619   0.223756E+04   0.253731E+02   0.362506E+02
   620   0.222695E+04   0.257051E+02   0.356650E+02
   621   0.221640E+04   0.260368E+02   0.350443E+02
   622   0.220591E+04   0.263677E+02   0.343887E+02
   623   0.219549E+04   0.266979E+02   0.336986E+02
   624   0.218513E+04   0.270272E+02   0.329740E+02
   625   0.217485E+04   0.273556E+02   0.322152E+02
   626   0.216466E+04   0.276827E+02   0.314224E+02
   627   0.215454E+04   0.280085E+02   0.305958E+02
   628   0.214452E+04   0.283329E+02   0.297356E+02
   629   0.213459E+04   0.286557E+02   0.288424E+02
   630   0.212476E+04   0.289769E+02   0.279164E+02
   631   0.211503E+04   0.292962E+02   0.269578E+02
   632   0.210540E+04   0.296136E+02   0.259672E+02
   633   0.209589E+04   0.299289E+02   0.249447E+02
   634   0.208649E+04   0.302420E+02   0.238908E+02
   635   0.207720E+04   0.305528E+02   0.228058E+02
   636   0.206805E+04   0.308611E+02   0.216902E+02
   637   0.205902E+04   0.311669E+02   0.205445E+02
   638   0.205011E+04   0.314700E+02   0.193689E+02
   639   0.204135E+04   0.317704E+02   0.181640E+02
   640   0.203271E+04   0.320678E+02   0.169301E+02
   641   0.202423E+04   0.323622E+02   0.156678E+02
   642   0.201588E+04   0.326534E+02   0.143774E+02
   643   0.200768E+04   0.329414E+02   0.130595E+02
   644   0.199963E+04   0.332261E+02   0.117147E+02
   645   0.199174E+04   0.335071E+02   0.103433E+02
   646   0.198401E+04   0.337845E+02   0.894602E+01
   647   0.197643E+04   0.340582E+02   0.752333E+01
   648   0.196902E+04   0.343279E+02   0.607562E+01
   649   0.196177E+04   0.345937E+02   0.460364E+01
   650   0.195470E+04   0.348554E+02   0.310782E+01
   651   0.194779E+04   0.351130E+02   0.158883E+01
   652   0.194106E+04   0.353664E+02   0.473524E-01
   653   0.193450E+04   0.356155E+02  -0.151601E+01
   654   0.192813E+04   0.358602E+02  -0.310056E+01
   655   0.192194E+04   0.361004E+02  -0.470562E+01
   656   0.191593E+04   0.363361E+02  -0.633035E+01
   657   0.191012E+04   0.365672E+02  -0.797421E+01
   658   0.190449E+04   0.367935E+02  -0.963629E+01
   659   0.189906E+04   0.370149E+02  -0.113160E+02
   660   0.189382E+04   0.372313E+02  -0.130125E+02
   661   0.188877E+04   0.374426E+02  -0.147252E+02
   662   0.188392E+04   0.376488E+02  -0.164532E+02
   663   0.187927E+04   0.378497E+02  -0.181958E+02
   664   0.187482E+04   0.380452E+02  -0.199522E+02
   665   0.187058E+04   0.382354E+02  -0.217217E+02
   666   0.186653E+04   0.384200E+02  -0.235036E+02
   667   0.186269E+04   0.385991E+02  -0.252970E+02
   668   0.185907E+04   0.387725E+02  -0.271012E+02
   669   0.185564E+04   0.389402E+02  -0.289154E+02
   670   0.185242E+04   0.391021E+02  -0.307389E+02
   671   0.184942E+04   0.392582E+02  -0.325709E+02
   672   0.184662E+04   0.394084E+02  -0.344106E+02
   673   0.184404E+04   0.395526E+02  -0.362573E+02
   674   0.184166E+04   0.396908E+02  -0.381102E+02
   675   0.183951E+04   0.398228E+02  -0.399684E+02
   676   0.183756E+04   0.399488E+02  -0.418313E+02
   677   0.183583E+04   0.400686E+02  -0.436980E+02
   678   0.183430E+04   0.401820E+02  -0.455677E+02
   679   0.183300E+04   0.402892E+02  -0.474396E+02
   680   0.183190E+04   0.403899E+02  -0.493128E+02
   681   0.183102E+04   0.404842E+02  -0.511865E+02
   682   0.183035E+04   0.405720E+02  -0.530599E+02
   683   0.182989E+04   0.406531E+02  -0.549322E+02
   684   0.182965E+04   0.407277E+02  -0.568026E+02
   685   0.182961E+04   0.407957E+02  -0.586705E+02
   686   0.182979E+04   0.408571E+02  -0.605348E+02
   687   0.183018E+04   0.409120E+02  -0.623954E+02
   688   0.183078E+04   0.409603E+02  -0.642518E+02
   689   0.183159E+04   0.410020E+02  -0.661023E+02
   690   0.183261E+04   0.410373E+02  -0.679463E+02
   691   0.183384E+04   0.410659E+02  -0.697837E+02
   692   0.183528E+04   0.410880E+02  -0.716137E+02
   693   0.183692E+04   0.411034E+02  -0.734356E+02
   694   0.183877E+04   0.411123E+02  -0.752478E+02
   695   0.184083E+04   0.411145E+02  -0.770505E+02
   696   0.184308E+04   0.411100E+02  -0.788420E+02
   697   0.184554E+04   0.410990E+02  -0.806223E+02
   698   0.184819E+04   0.410813E+02  -0.823899E+02
   699   0.185105E+04   0.410569E+02  -0.841449E+02
   700   0.185410E+04   0.410260E+02  -0.858864E+02
   701   0.185734E+04   0.409884E+02  -0.876137E+02
   702   0.186076E+04   0.409442E+02  -0.893260E+02
   703   0.186438E+04   0.408936E+02  -0.910230E+02
   704   0.186820E+04   0.408363E+02  -0.927026E+02
   705   0.187218E+04   0.407727E+02  -0.943653E+02
   706   0.187636E+04   0.407026E+02  -0.960095E+02
   707   0.188071E+04   0.406262E+02  -0.976352E+02
   708   0.188523E+04   0.405433E+02  -0.992421E+02
   709   0.188993E+04   0.404543E+02  -0.100828E+03
   710   0.189480E+04   0.403590E+02  -0.102394E+03
   711   0.189983E+04   0.402575E+02  -0.103938E+03
   712   0.190503E+04   0.401499E+02  -0.105459E+03
   713   0.191039E+04   0.400361E+02  -0.106958E+03
   714   0.191590E+04   0.399163E+02  -0.108433E+03
   715   0.192158E+04   0.397905E+02  -0.109883E+03
   716   0.192739E+04   0.396586E+02  -0.111309E+03
   717   0.193335E+04   0.395208E+02  -0.112709E+03
   718   0.193946E+04   0.393771E+02  -0.114082E+03
   719   0.194570E+04   0.392276E+02  -0.115428E+03
   720   0.195208E+04   0.390723E+02  -0.116747E+03
   721   0.195860E+04   0.389115E+02  -0.118038E+03
   722   0.196524E+04   0.387450E+02  -0.119301E+03
   723   0.197201E+04   0.385733E+02  -0.120535E+03
   724   0.197891E+04   0.383962E+02  -0.121740E+03
   725   0.198593E+04   0.382138E+02  -0.122914E+03
   726   0.199307E+04   0.380263E+02  -0.124059E+03
   727   0.200032E+04   0.378338E+02  -0.125173E+03
   728   0.200770E+04   0.376362E+02  -0.126256E+03
   729   0.201516E+04   0.374337E+02  -0.127306E+03
   730   0.202274E+04   0.372263E+02  -0.128325E+03
   731   0.203042E+04   0.370143E+02  -0.129312E+03
   732   0.203819E+04   0.367974E+02  -0.130264E+03
   733   0.204606E+04   0.365761E+02  -0.131184E+03
   734   0.205402E+04   0.363502E+02  -0.132068E+03
   735   0.206205E+04   0.361200E+02  -0.132919E+03
   736   0.207017E+04   0.358855E+02  -0.133734E+03
   737   0.207835E+04   0.356467E+02  -0.134515E+03
   738   0.208662E+04   0.354039E+02  -0.135260E+03
   739   0.209495E+04   0.351571E+02  -0.135969E+03
   740   0.210334E+04   0.349065E+02  -0.136641E+03
   741   0.211178E+04   0.346522E+02  -0.137277E+03
   742   0.212028E+04   0.343942E+02  -0.137877E+03
   743   0.212883E+04   0.341327E+02  -0.138439E+03
   744   0.213743E+04   0.338678E+02  -0.138964E+03
   745   0.214606E+04   0.335997E+02  -0.139451E+03
   746   0.215472E+04   0.333284E+02  -0.139901E+03
   747   0.216342E+04   0.330540E+02  -0.140313E+03
   748   0.217214E+04   0.327767E+02  -0.140687E+03
   749   0.218089E+04   0.324966E+02  -0.141023E+03
   750   0.218966E+04   0.322138E+02  -0.141320E+03
   751   0.219844E+04   0.319283E+02  -0.141579E+03
   752   0.220722E+04   0.316404E+02  -0.141799E+03
   753   0.221601E+04   0.313500E+02  -0.141981E+03
   754   0.222481E+04   0.310575E+02  -0.142123E+03
   755   0.223360E+04   0.307629E+02  -0.142227E+03
   756   0.224238E+04   0.304664E+02  -0.142292E+03
   757   0.225116E+04   0.301682E+02  -0.142318E+03
   758   0.225992E+04   0.298684E+02  -0.142307E+03
   759   0.226867E+04   0.295671E+02  -0.142257E+03
   760   0.227740E+04   0.292646E+02  -0.142168E+03
   761   0.228611E+04   0.289610E+02  -0.142041E+03
   762   0.229478E+04   0.286563E+02  -0.141875E+03
   763   0.230343E+04   0.283507E+02  -0.141672E+03
   764   0.231203E+04   0.280443E+02  -0.141428E+03
   765   0.232058E+04   0.277374E+02  -0.141147E+03
   766   0.232909E+04   0.274299E+02  -0.140826E+03
   767   0.233753E+04   0.271220E+02  -0.140467E+03
   768   0.234592E+04   0.268139E+02  -0.140068E+03
   769   0.235423E+04   0.265058E+02  -0.139631E+03
   770   0.236248E+04   0.261977E+02  -0.139156E+03
   771   0.237065E+04   0.258899E+02  -0.138643E+03
   772   0.237873E+04   0.255826E+02  -0.138092E+03
   773   0.238673E+04   0.252758E+02  -0.137505E+03
   774   0.239464E+04   0.249697E+02  -0.136880E+03
   775   0.240246E+04   0.246644E+02  -0.136219E+03
   776   0.241018E+04   0.243602E+02  -0.135522E+03
   777   0.241781E+04   0.240571E+02  -0.134788E+03
   778   0.242534E+04   0.237552E+02  -0.134020E+03
   779   0.243277E+04   0.234547E+02  -0.133215E+03
   780   0.244010E+04   0.231557E+02  -0.132377E+03
   781   0.244734E+04   0.228583E+02  -0.131504E+03
   782   0.245446E+04   0.225627E+02  -0.130597E+03
   783   0.246147E+04   0.222690E+02  -0.129656E+03
   784   0.246836E+04   0.219773E+02  -0.128681E+03
   785   0.247513E+04   0.216876E+02  -0.127671E+03
   786   0.248176E+04   0.214001E+02  -0.126628E+03
   787   0.248827E+04   0.211150E+02  -0.125551E+03
   788   0.249463E+04   0.208323E+02  -0.124440E+03
   789   0.250084E+04   0.205523E+02  -0.123296E+03
   790   0.250692E+04   0.202750E+02  -0.122119E+03
   791   0.251283E+04   0.200006E+02  -0.120912E+03
   792   0.251861E+04   0.197293E+02  -0.119673E+03
   793   0.252422E+04   0.194612E+02  -0.118405E+03
   794   0.252969E+04   0.191965E+02  -0.117107E+03
   795   0.253498E+04   0.189354E+02  -0.115781E+03
   796   0.254013E+04   0.186779E+02  -0.114427E+03
   797   0.254511E+04   0.184240E+02  -0.113045E+03
   798   0.254993E+04   0.181739E+02  -0.111636E+03
   799   0.255460E+04   0.179276E+02  -0.110201E+03
   800   0.255910E+04   0.176852E+02  -0.108737E+03
   801   0.256343E+04   0.174468E+02  -0.107248E+03
   802   0.256760E+04   0.172123E+02  -0.105733E+03
   803   0.257160E+04   0.169821E+02  -0.104193E+03
   804   0.257544E+04   0.167561E+02  -0.102628E+03
   805   0.257908E+04   0.165346E+02  -0.101039E+03
   806   0.258254E+04   0.163177E+02  -0.994267E+02
   807   0.258581E+04   0.161056E+02  -0.977908E+02
   808   0.258888E+04   0.158983E+02  -0.961339E+02
   809   0.259175E+04   0.156960E+02  -0.944552E+02
   810   0.259442E+04   0.154988E+02  -0.927555E+02
   811   0.259689E+04   0.153069E+02  -0.910364E+02
   812   0.259917E+04   0.151200E+02  -0.892986E+02
   813   0.260126E+04   0.149385E+02  -0.875430E+02
   814   0.260315E+04   0.147623E+02  -0.857706E+02
   815   0.260486E+04   0.145915E+02  -0.839822E+02
   816   0.260639E+04   0.144262E+02  -0.821788E+02
   817   0.260773E+04   0.142664E+02  -0.803607E+02
   818   0.260888E+04   0.141123E+02  -0.785284E+02
   819   0.260983E+04   0.139639E+02  -0.766822E+02
   820   0.261056E+04   0.138213E+02  -0.748225E+02
   821   0.261109E+04   0.136847E+02  -0.729498E+02
   822   0.261139E+04   0.135541E+02  -0.710642E+02
   823   0.261147E+04   0.134295E+02  -0.691665E+02
   824   0.261133E+04   0.133111E+02  -0.672576E+02
   825   0.261098E+04   0.131989E+02  -0.653386E+02
   826   0.261042E+04   0.130929E+02  -0.634108E+02
   827   0.260965E+04   0.129932E+02  -0.614754E+02
   828   0.260868E+04   0.128997E+02  -0.595334E+02
   829   0.260752E+04   0.128127E+02  -0.575860E+02
   830   0.260616E+04   0.127320E+02  -0.556344E+02
   831   0.260461E+04   0.126578E+02  -0.536788E+02
   832   0.260286E+04   0.125900E+02  -0.517199E+02
   833   0.260089E+04   0.125288E+02  -0.497578E+02
   834   0.259873E+04   0.124743E+02  -0.477928E+02
   835   0.259635E+04   0.124263E+02  -0.458256E+02
   836   0.259374E+04   0.123851E+02  -0.438562E+02
   837   0.259091E+04   0.123506E+02  -0.418852E+02
   838   0.258787E+04   0.123229E+02  -0.399135E+02
   839   0.258460E+04   0.123019E+02  -0.379421E+02
   840   0.258113E+04   0.122876E+02  -0.359720E+02
   841   0.257746E+04   0.122800E+02  -0.340041E+02
   842   0.257358E+04   0.122791E+02  -0.320395E+02
   843   0.256950E+04   0.122849E+02  -0.300792E+02
   844   0.256525E+04   0.122973E+02  -0.281241E+02
   845   0.256079E+04   0.123164E+02  -0.261747E+02
   846   0.255614E+04   0.123423E+02  -0.242318E+02
   847   0.255129E+04   0.123749E+02  -0.222959E+02
   848   0.254624E+04   0.124143E+02  -0.203675E+02
   849   0.254098E+04   0.124606E+02  -0.184473E+02
   850   0.253551E+04   0.125138E+02  -0.165357E+02
   851   0.252985E+04   0.125739E+02  -0.146334E+02
   852   0.252397E+04   0.126409E+02  -0.127410E+02
   853   0.251790E+04   0.127146E+02  -0.108590E+02
   854   0.251163E+04   0.127950E+02  -0.898816E+01
   855   0.250517E+04   0.128820E+02  -0.712898E+01
   856   0.249853E+04   0.129755E+02  -0.528208E+01
   857   0.249171E+04   0.130754E+02  -0.344806E+01
   858   0.248472E+04   0.131816E+02  -0.162763E+01
   859   0.247756E+04   0.132942E+02   0.178312E+00
   860   0.247023E+04   0.134131E+02   0.196884E+01
   861   0.246273E+04   0.135384E+02   0.374296E+01
   862   0.245506E+04   0.136699E+02   0.549969E+01
   863   0.244723E+04   0.138078E+02   0.723812E+01
   864   0.243924E+04   0.139520E+02   0.895717E+01
   865   0.243108E+04   0.141024E+02   0.106561E+02
   866   0.242277E+04   0.142592E+02   0.123344E+02
   867   0.241428E+04   0.144221E+02   0.139920E+02
   868   0.240564E+04   0.145910E+02   0.156284E+02
   869   0.239685E+04   0.147659E+02   0.172436E+02
   870   0.238790E+04   0.149468E+02   0.188371E+02
   871   0.237879E+04   0.151335E+02   0.204087E+02
   872   0.236954E+04   0.153259E+02   0.219582E+02
   873   0.236013E+04   0.155239E+02   0.234848E+02
   874   0.235058E+04   0.157275E+02   0.249880E+02
   875   0.234090E+04   0.159366E+02   0.264671E+02
   876   0.233108E+04   0.161511E+02   0.279214E+02
   877   0.232113E+04   0.163707E+02   0.293502E+02
   878   0.231106E+04   0.165954E+02   0.307530E+02
   879   0.230087E+04   0.168253E+02   0.321290E+02
   880   0.229057E+04   0.170601E+02   0.334777E+02
   881   0.228015E+04   0.172998E+02   0.347984E+02
   882   0.226963E+04   0.175444E+02   0.360906E+02
   883   0.225899E+04   0.177937E+02   0.373536E+02
   884   0.224824E+04   0.180477E+02   0.385870E+02
   885   0.223738E+04   0.183064E+02   0.397900E+02
   886   0.222642E+04   0.185697E+02   0.409622E+02
   887   0.221535E+04   0.188374E+02   0.421034E+02
   888   0.220419E+04   0.191096E+02   0.432133E+02
   889   0.219292E+04   0.193859E+02   0.442919E+02
   890   0.218157E+04   0.196664E+02   0.453390E+02
   891   0.217012E+04   0.199510E+02   0.463544E+02
   892   0.215859E+04   0.202395E+02   0.473380E+02
   893   0.214697E+04   0.205319E+02   0.482897E+02
   894   0.213529E+04   0.208279E+02   0.492091E+02
   895   0.212351E+04   0.211276E+02   0.500960E+02
   896   0.211167E+04   0.214306E+02   0.509503E+02
   897   0.209976E+04   0.217370E+02   0.517717E+02
   898   0.208778E+04   0.220466E+02   0.525599E+02
   899   0.207574E+04   0.223592E+02   0.533147E+02
   900   0.206365E+04   0.226748E+02   0.540359E+02
   901   0.205150E+04   0.229931E+02   0.547232E+02
   902   0.203930E+04   0.233141E+02   0.553764E+02
   903   0.202706E+04   0.236376E+02   0.559953E+02
   904   0.201478E+04   0.239636E+02   0.565798E+02
   905   0.200246E+04   0.242918E+02   0.571296E+02
   906   0.199010E+04   0.246222E+02   0.576445E+02
   907   0.197773E+04   0.249546E+02   0.581242E+02
   908   0.196533E+04   0.252888E+02   0.585689E+02
   909   0.195291E+04   0.256248E+02   0.589783E+02
   910   0.194047E+04   0.259624E+02   0.593524E+02
   911   0.192802E+04   0.263014E+02   0.596913E+02
   912   0.191556E+04   0.266419E+02   0.599948E+02
   913   0.190310E+04   0.269836E+02   0.602631E+02
   914   0.189064E+04   0.273263E+02   0.604959E+02
   915   0.187817E+04   0.276700E+02   0.606934E+02
   916   0.186572E+04   0.280145E+02   0.608556E+02
   917   0.185327E+04   0.283597E+02   0.609823E+02
   918   0.184083E+04   0.287054E+02   0.610738E+02
   919   0.182840E+04   0.290514E+02   0.611300E+02
   920   0.181600E+04   0.293976E+02   0.611510E+02
   921   0.180361E+04   0.297439E+02   0.611367E+02
   922   0.179125E+04   0.300901E+02   0.610875E+02
   923   0.177892E+04   0.304362E+02   0.610035E+02
   924   0.176662E+04   0.307819E+02   0.608850E+02
   925   0.175436E+04   0.311271E+02   0.607321E+02
   926   0.174214E+04   0.314717E+02   0.605452E+02
   927   0.172996E+04   0.318156E+02   0.603244E+02
   928   0.171783E+04   0.321586E+02   0.600701E+02
   929   0.170576E+04   0.325006E+02   0.597824E+02
   930   0.169374E+04   0.328415E+02   0.594614E+02
   931   0.168177E+04   0.331811E+02   0.591073E+02
   932   0.166987E+04   0.335192E+02   0.587204E+02
   933   0.165803E+04   0.338558E+02   0.583007E+02
   934   0.164626E+04   0.341906E+02   0.578484E+02
   935   0.163456E+04   0.345236E+02   0.573638E+02
   936   0.162292E+04   0.348546E+02   0.568470E+02
   937   0.161137E+04   0.351834E+02   0.562985E+02
   938   0.159989E+04   0.355101E+02   0.557183E+02
   939   0.158849E+04   0.358343E+02   0.551069E+02
   940   0.157718E+04   0.361560E+02   0.544645E+02
   941   0.156595E+04   0.364751E+02   0.537914E+02
   942   0.155482E+04   0.367914E+02   0.530878E+02
   943   0.154377E+04   0.371047E+02   0.523541E+02
   944   0.153282E+04   0.374152E+02   0.515908E+02
   945   0.152197E+04   0.377225E+02   0.507981E+02
   946   0.151121E+04   0.380266E+02   0.499764E+02
   947   0.150057E+04   0.383273E+02   0.491262E+02
   948   0.149002E+04   0.386247E+02   0.482479E+02
   949   0.147958E+04   0.389185E+02   0.473416E+02
   950   0.146925E+04   0.392086E+02   0.464079E+02
   951   0.145904E+04   0.394950E+02   0.454471E+02
   952   0.144893E+04   0.397775E+02   0.444598E+02
   953   0.143894E+04   0.400559E+02   0.434463E+02
   954   0.142907E+04   0.403302E+02   0.424072E+02
   955   0.141932E+04   0.406002E+02   0.413430E+02
   956   0.140969E+04   0.408659E+02   0.402541E+02
   957   0.140019E+04   0.411270E+02   0.391411E+02
   958   0.139082E+04   0.413836E+02   0.380047E+02
   959   0.138157E+04   0.416355E+02   0.368456E+02
   960   0.137245E+04   0.418827E+02   0.356644E+02
   961   0.136347E+04   0.421251E+02   0.344617E+02
   962   0.135463E+04   0.423626E+02   0.332382E+02
   963   0.134592E+04   0.425952E+02   0.319945E+02
   964   0.133735E+04   0.428226E+02   0.307312E+02
   965   0.132892E+04   0.430450E+02   0.294488E+02
   966   0.132064E+04   0.432621E+02   0.281479E+02
   967   0.131250E+04   0.434739E+02   0.268292E+02
   968   0.130450E+04   0.436802E+02   0.254930E+02
   969   0.129665E+04   0.438809E+02   0.241400E+02
   970   0.128895E+04   0.440760E+02   0.227708E+02
   971   0.128139E+04   0.442654E+02   0.213859E+02
   972   0.127398E+04   0.444491E+02   0.199861E+02
   973   0.126672E+04   0.446269E+02   0.185719E+02
   974   0.125962E+04   0.447988E+02   0.171440E+02
   975   0.125267E+04   0.449647E+02   0.157030E+02
   976   0.124586E+04   0.451247E+02   0.142494E+02
   977   0.123922E+04   0.452785E+02   0.127841E+02
   978   0.123273E+04   0.454263E+02   0.113074E+02
   979   0.122640E+04   0.455679E+02   0.982013E+01
   980   0.122023E+04   0.457031E+02   0.832279E+01
   981   0.121421E+04   0.458323E+02   0.681599E+01
   982   0.120834E+04   0.459550E+02   0.530031E+01
   983   0.120264E+04   0.460715E+02   0.377636E+01
   984   0.119709E+04   0.461816E+02   0.224472E+01
   985   0.119171E+04   0.462852E+02   0.705932E+00
   986   0.118648E+04   0.463824E+02  -0.839465E+00
   987   0.118141E+04   0.464730E+02  -0.239095E+01
   988   0.117651E+04   0.465570E+02  -0.394798E+01
   989   0.117176E+04   0.466345E+02  -0.551003E+01
   990   0.116717E+04   0.467051E+02  -0.707650E+01
   991   0.116274E+04   0.467690E+02  -0.864698E+01
   992   0.115848E+04   0.468262E+02  -0.102207E+02
   993   0.115438E+04   0.468765E+02  -0.117971E+02
   994   0.115044E+04   0.469201E+02  -0.133754E+02
   995   0.114665E+04   0.469569E+02  -0.149552E+02
   996   0.114303E+04   0.469869E+02  -0.165356E+02
   997   0.113957E+04   0.470100E+02  -0.181161E+02
   998   0.113628E+04   0.470262E+02  -0.196959E+02
   999   0.113314E+04   0.470357E+02  -0.212744E+02
  1000   0.113016E+04   0.470383E+02  -0.228509E+02
  1001   0.112734E+04   0.470339E+02  -0.244247E+02
  1002   0.112468E+04   0.470226E+02  -0.259948E+02
  1003   0.112217E+04   0.470044E+02  -0.275606E+02
  1004   0.111982E+04   0.469792E+02  -0.291212E+02
  1005   0.111761E+04   0.469470E+02  -0.306759E+02
  1006   0.111556E+04   0.469080E+02  -0.322241E+02
  1007   0.111365E+04   0.468622E+02  -0.337655E+02
  1008   0.111190E+04   0.468098E+02  -0.352997E+02
  1009   0.111029E+04   0.467510E+02  -0.368261E+02
  1010   0.110883E+04   0.466859E+02  -0.383445E+02
  1011   0.110751E+04   0.466146E+02  -0.398543E+02
  1012   0.110634E+04   0.465372E+02  -0.413553E+02
