#    L    TT             EE             TE             PP             TP          
  2362   0.108151E+03   0.332835E+01  -0.852319E+01   0.687950E+05  -0.934247E+01
  2363   0.108099E+03   0.329700E+01  -0.845782E+01   0.687416E+05  -0.924812E+01
  2364   0.108043E+03   0.326601E+01  -0.839140E+01   0.686883E+05  -0.914664E+01
  2365   0.107982E+03   0.323538E+01  -0.832409E+01   0.686350E+05  -0.903826E+01
  2366   0.107918E+03   0.320514E+01  -0.825581E+01   0.685818E+05  -0.892318E+01
  2367   0.107849E+03   0.317527E+01  -0.818663E+01   0.685286E+05  -0.880163E+01
  2368   0.107777E+03   0.314579E+01  -0.811656E+01   0.684755E+05  -0.867381E+01
  2369   0.107700E+03   0.311671E+01  -0.804574E+01   0.684225E+05  -0.853993E+01
  2370   0.107619E+03   0.308803E+01  -0.797403E+01   0.683695E+05  -0.840022E+01
  2371   0.107534E+03   0.305975E+01  -0.790157E+01   0.683166E+05  -0.825489E+01
  2372   0.107444E+03   0.303189E+01  -0.782836E+01   0.682637E+05  -0.810414E+01
  2373   0.107351E+03   0.300445E+01  -0.775448E+01   0.682109E+05  -0.794821E+01
  2374   0.107252E+03   0.297743E+01  -0.767992E+01   0.681582E+05  -0.778729E+01
  2375   0.107150E+03   0.295083E+01  -0.760469E+01   0.681055E+05  -0.762160E+01
  2376   0.107044E+03   0.292468E+01  -0.752886E+01   0.680528E+05  -0.745136E+01
  2377   0.106932E+03   0.289896E+01  -0.745243E+01   0.680002E+05  -0.727679E+01
  2378   0.106817E+03   0.287368E+01  -0.737544E+01   0.679477E+05  -0.709809E+01
  2379   0.106697E+03   0.284884E+01  -0.729794E+01   0.678952E+05  -0.691548E+01
  2380   0.106573E+03   0.282446E+01  -0.721996E+01   0.678428E+05  -0.672917E+01
  2381   0.106445E+03   0.280053E+01  -0.714152E+01   0.677905E+05  -0.653938E+01
  2382   0.106311E+03   0.277706E+01  -0.706264E+01   0.677382E+05  -0.634632E+01
  2383   0.106174E+03   0.275405E+01  -0.698337E+01   0.676859E+05  -0.615021E+01
  2384   0.106032E+03   0.273151E+01  -0.690373E+01   0.676337E+05  -0.595127E+01
  2385   0.105886E+03   0.270944E+01  -0.682375E+01   0.675816E+05  -0.574969E+01
  2386   0.105736E+03   0.268783E+01  -0.674347E+01   0.675295E+05  -0.554571E+01
  2387   0.105580E+03   0.266669E+01  -0.666293E+01   0.674775E+05  -0.533952E+01
  2388   0.105422E+03   0.264604E+01  -0.658215E+01   0.674255E+05  -0.513136E+01
  2389   0.105258E+03   0.262587E+01  -0.650117E+01   0.673736E+05  -0.492143E+01
  2390   0.105090E+03   0.260617E+01  -0.642002E+01   0.673217E+05  -0.470994E+01
  2391   0.104918E+03   0.258696E+01  -0.633873E+01   0.672699E+05  -0.449711E+01
  2392   0.104742E+03   0.256825E+01  -0.625735E+01   0.672182E+05  -0.428316E+01
  2393   0.104561E+03   0.255001E+01  -0.617589E+01   0.671665E+05  -0.406829E+01
  2394   0.104376E+03   0.253227E+01  -0.609438E+01   0.671148E+05  -0.385273E+01
  2395   0.104187E+03   0.251502E+01  -0.601286E+01   0.670632E+05  -0.363668E+01
  2396   0.103994E+03   0.249826E+01  -0.593136E+01   0.670117E+05  -0.342036E+01
  2397   0.103797E+03   0.248199E+01  -0.584989E+01   0.669602E+05  -0.320399E+01
  2398   0.103595E+03   0.246622E+01  -0.576851E+01   0.669088E+05  -0.298777E+01
  2399   0.103390E+03   0.245093E+01  -0.568722E+01   0.668574E+05  -0.277193E+01
  2400   0.103180E+03   0.243614E+01  -0.560607E+01   0.668061E+05  -0.255668E+01
  2401   0.102966E+03   0.242185E+01  -0.552508E+01   0.667548E+05  -0.234220E+01
  2402   0.102749E+03   0.240804E+01  -0.544428E+01   0.667036E+05  -0.212854E+01
  2403   0.102527E+03   0.239473E+01  -0.536371E+01   0.666524E+05  -0.191574E+01
  2404   0.102301E+03   0.238191E+01  -0.528339E+01   0.666013E+05  -0.170382E+01
  2405   0.102072E+03   0.236959E+01  -0.520335E+01   0.665502E+05  -0.149282E+01
  2406   0.101838E+03   0.235775E+01  -0.512362E+01   0.664992E+05  -0.128275E+01
  2407   0.101601E+03   0.234641E+01  -0.504423E+01   0.664483E+05  -0.107365E+01
  2408   0.101360E+03   0.233555E+01  -0.496520E+01   0.663974E+05  -0.865535E+00
  2409   0.101115E+03   0.232518E+01  -0.488656E+01   0.663465E+05  -0.658444E+00
  2410   0.100866E+03   0.231531E+01  -0.480834E+01   0.662957E+05  -0.452399E+00
  2411   0.100614E+03   0.230591E+01  -0.473056E+01   0.662450E+05  -0.247429E+00
